symbol,shortName,price,changePct,volume
BLTE,"Belite Bio, Inc",193.61,13.16,735495
AEHR,Aehr Test Systems,86.26,13.1,4492544
SNDK,Sandisk Corporation,1740.0,11.9,16217211
COHU,"Cohu, Inc.",50.72,10.31,857182
CBRS,Cerebras Systems Inc.,210.05,10.3,13705435
ALAB,"Astera Labs, Inc.",310.4,9.75,6290634
AXTI,AXT Inc,61.64,9.68,10587172
SMTC,Semtech Corporation,147.885,9.22,2727797
TARS,"Tarsus Pharmaceuticals, Inc.",90.78,9.1,1595529
TTMI,"TTM Technologies, Inc.",125.6,8.85,2316239
UCTT,"Ultra Clean Holdings, Inc.",72.43,8.77,1465358
SIMO,Silicon Motion Technology Corpo,256.21,8.7,743280
SKHY,SK hynix Inc.,177.0,8.14,20570076
DPC,DPC Holdings PLC,44.88,7.99,918472
TSEM,Tower Semiconductor Ltd.,222.335,7.85,1722143
