symbol,shortName,price,changePct,volume
GWRE,"Guidewire Software, Inc.",162.42,-19.93,4698014
LULU,lululemon athletica inc.,100.61,-17.38,37193682
FICO,Fair Isaac Corporation,932.26,-16.68,1429604
PATH,"UiPath, Inc.",15.19,-16.63,104431913
ASAN,"Asana, Inc.",8.81,-12.69,17033765
ADSK,"Autodesk, Inc.",217.9,-8.26,3900636
ADBE,Adobe Inc.,266.51,-6.73,6579463
ETSY,"Etsy, Inc.",76.51,-6.73,3046171
MNDY,monday.com Ltd.,91.07,-6.43,940661
EFX,"Equifax, Inc.",177.05,-6.37,2734008
WIX,Wix.com Ltd.,76.21,-6.15,1746366
PTC,PTC Inc.,141.02,-6.04,2055645
APPN,Appian Corporation,38.37,-6.0,1046243
TRU,TransUnion,79.88,-5.93,4186773
TSLA,"Tesla, Inc.",354.08,-5.92,64559388
