symbol,shortName,price,changePct,volume
SLS,"SELLAS Life Sciences Group, Inc",13.21,-13.15,9757807
RBRK,"Rubrik, Inc.",93.05,-13.05,9407511
PYPL,"PayPal Holdings, Inc.",53.66,-12.71,36208248
IREN,IREN LIMITED,35.45,-12.53,89323370
KLRA,"Kailera Therapeutics, Inc.",16.21,-12.52,531875
AXTI,AXT Inc,58.63,-12.39,8260575
AEHR,Aehr Test Systems,80.81,-10.67,2275499
INFQ,"Infleqtion, Inc.",12.8,-10.61,8885458
MRVL,"Marvell Technology, Inc.",216.62,-10.28,48739012
MARA,"MARA Holdings, Inc.",10.67,-10.11,41744319
CLSK,"CleanSpark, Inc.",11.66,-9.96,19952907
LEU,Centrus Energy Corp.,175.78,-9.75,814761
ONDS,Ondas Inc,7.9,-9.71,69500498
CHRN,ChronoScale Holdings Corporatio,18.74,-9.62,204236
CIFR,Cipher Digital Inc.,15.17,-9.54,30699841
