symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,217.55,-10.43,-4.57,194036188,139350258,5253179637760
PCG,Pacific Gas & Electric Co.,16.6,-1.35,-7.52,114326369,21046553,36559294464
IREN,IREN LIMITED,35.45,-5.08,-12.53,89323370,44790425,12669074432
INTC,Intel Corporation,89.47,-2.62,-2.85,85801756,118695249,472947818496
NU,Nu Holdings Ltd.,14.3,-0.58,-3.9,79125113,77169556,69078851584
ONDS,Ondas Inc,7.9,-0.85,-9.71,69500498,82710696,4507363328
AAL,"American Airlines Group, Inc.",13.64,-0.08,-0.58,63394944,106655783,9029269504
SPCX,Space Exploration Technologies ,141.5,0.63,0.45,54893647,114735660,1864147402752
PATH,"UiPath, Inc.",18.15,-0.18,-0.98,53108174,67629680,9403882496
NOK,Nokia Corporation Sponsored,10.21,-0.38,-3.59,50570353,96281606,57162162176
AMZN,"Amazon.com, Inc.",266.43,10.17,3.97,49322804,49067093,2873797378048
MRVL,"Marvell Technology, Inc.",216.62,-24.83,-10.28,48739012,40114370,194677391360
PLUG,"Plug Power, Inc.",2.19,-0.08,-3.52,46501812,57379779,3059857664
BMNR,"BitMine Immersion Technologies,",23.8,-1.83,-7.14,51078477,38867356,14356787200
SOFI,"SoFi Technologies, Inc.",18.06,-1.12,-5.84,45306917,73709087,23325759488
MARA,"MARA Holdings, Inc.",10.67,-1.2,-10.11,41744319,46871669,4121813504
RIVN,"Rivian Automotive, Inc.",16.07,-0.73,-4.35,40838481,31707730,23267119104
F,Ford Motor Company,13.88,-0.07,-0.5,40146821,51221100,55347830784
BTG,B2Gold Corp,5.66,-0.17,-2.92,39164691,24261401,7477260288
AAPL,Apple Inc.,319.7,5.12,1.63,38500185,55202393,4665759498240
SMR,NuScale Power Corporation,9.29,-0.45,-4.62,37701450,33628688,3812518656
VALE,VALE S.A.,15.03,-0.28,-1.83,36621049,23273735,63964110848
PURR,Hyperliquid Strategies Inc,11.61,-1.22,-9.51,37743064,15723736,2328544512
PYPL,"PayPal Holdings, Inc.",53.66,-7.81,-12.71,36208248,15637619,46254919680
RIG,Transocean Ltd (Switzerland),5.8,0.06,1.05,34879440,38632535,6477904896
