symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
HDFCBANK,HDFCBANKEQN,809.3,-2.41,38754632,38754632,31853982226.08,829.3,19-Jun-2026,,1020.5,726.65,-20,825.9,810.3,834.35,806.95,2026-07-08 16:00:28
RELIANCE,RELIANCEEQN,1274.9,-2.56,19960868,19960868,25635942381.08,1308.4,05-Jun-2026,,1611.8,1253.2,-33.5,1297,1275.9,1302.3,1271.6,2026-07-08 16:00:28
ITDC,ITDCEQN,698.9,-0.55,32758491,32758491,24347093265.93,702.8,08-Sep-2025,,787.55,368,-3.9,725,723.4,787.55,685.75,2026-07-08 16:00:28
KALYANKJIL,KALYANKJILEQN,375,5.71,53326753,53326753,19989533362.05,354.75,04-Sep-2025,,617.7,327.05,20.25,360,374.15,386.4,358.4,2026-07-08 16:00:28
ETERNAL,ETERNALEQN,287.3,-0.73,58555994,58555994,16987093859.4,289.4,,,368.45,212.6,-2.1,288.5,286.7,296.55,283.75,2026-07-08 16:00:28
CUPID,CUPIDEQN,192,-13.17,77637002,77637002,16566959856.78,221.11,09-Mar-2026,,226,19.4,-29.11,222.33,196.98,226,176.89,2026-07-08 16:00:28
BSE,BSEEQN,3762,2.13,4065697,4065697,15029580785.96,3683.4,10-Jul-2026,,4446.8,2021.5,78.6,3640,3739.1,3768.8,3637.9,2026-07-08 16:00:28
ICICIBANK,ICICIBANKEQN,1383.1,-2.23,10573142,10573142,14768987671.28,1414.7,12-Aug-2025,,1500,1187.6,-31.6,1410.3,1380.6,1418.3,1375.9,2026-07-08 16:00:28
SBIN,SBINEQN,1019.8,-1.76,14141694,14141694,14511499298.1,1038.1,15-May-2026,,1234.7,786.55,-18.3,1029.6,1016.9,1038.3,1011.7,2026-07-08 16:00:28
INFY,INFYEQN,1069,-0.26,13022221,13022221,13942110691.44,1071.8,10-Jun-2026,,1728,982.4,-2.8,1071.9,1069.3,1079.7,1064.4,2026-07-08 16:00:28
MCX,MCXEQN,2760,4.42,4929261,4929261,13360071843.96,2643.2,02-Jan-2026,,3480,1460.8,116.8,2600,2742,2766,2595,2026-07-08 16:00:28
PWL,PWLEQN,145.2,-2.41,86650598,86650598,13125832585.04,148.78,,,161.99,77.72,-3.58,145.99,146.64,159.43,145,2026-07-08 16:00:28
NAUKRI,NAUKRIEQN,1174.3,1.28,10975945,10975945,13123169120.35,1159.45,24-Jul-2026,,1537.2,908.3,14.85,1172,1179,1217.8,1172,2026-07-08 16:00:28
AEQUS,AEQUSEQN,259,6.83,49520857,49520857,12832834882.98,242.43,,,271,113.3,16.57,245.03,256.14,271,245.03,2026-07-08 16:00:28
SHAREINDIA,SHAREINDIAEQN,173.7,5.33,70663043,70663043,12723587522.58,164.91,02-Feb-2026,,211,115.36,8.79,169.01,177.72,194.9,167.33,2026-07-08 16:00:28
JINDRILL,JINDRILLEQN,599,10.88,20334559,20334559,12333520070.27,540.2,14-Aug-2025,,693.5,440.1,58.8,544.9,601.05,619.35,544.9,2026-07-08 16:00:28
BHARTIARTL,BHARTIARTLEQN,1885.5,-2.09,6188780,6188780,11749832044.6,1925.8,18-Jul-2025,,2174.5,1740.5,-40.3,1911,1888.1,1924.2,1875.1,2026-07-08 16:00:28
LODHA,LODHAEQN,1119.9,1.57,10368353,10368353,11688451703.96,1102.55,22-Aug-2025,,1495.7,650.8,17.35,1093.95,1115.1,1155,1085.5,2026-07-08 16:00:28
INDIGO,INDIGOEQN,5120,-5.1,2044081,2044081,10629997950.78,5395,13-Aug-2025,,6232.5,3895.2,-275,5266.5,5124,5319.5,5094,2026-07-08 16:00:28
ATHERENERG,ATHERENERGEQN,1204,5.56,8881733,8881733,10447937797.22,1140.6,,,1214,318.6,63.4,1140.5,1200,1214,1133.3,2026-07-08 16:00:28
