symbol,shortName,price,changePct,volume
PENG,"Penguin Solutions, Inc.",78.47,25.13,13716404
WULF,TeraWulf Inc.,22.83,12.8,42482803
PARR,"Par Pacific Holdings, Inc. Comm",68.57,11.57,1494916
KC,Kingsoft Cloud Holdings Limited,10.52,11.44,4709959
UCTT,"Ultra Clean Holdings, Inc.",100.91,11.16,2130666
NBIS,Nebius Group N.V.,216.48,10.91,17415931
BABA,Alibaba Group Holding Limited,108.98,11.05,38329486
AKAM,"Akamai Technologies, Inc.",126.57,10.67,6999158
XENE,Xenon Pharmaceuticals Inc.,69.95,10.38,4747336
HUT,Hut 8 Corp.,106.11,9.69,3433354
PBF,PBF Energy Inc.,52.9,9.16,4282368
CORZ,"Core Scientific, Inc.",23.5,9.1,14462266
RGC,Regencell Bioscience Holdings L,6.49,9.08,1446082
ANET,"Arista Networks, Inc.",181.05,8.76,11871112
VNET,"VNET Group, Inc.",8.33,8.04,5278216
