symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
UNICHEMLAB,EQ,572.7,95.45,  20.00,20,572.7,477.7,657.95,278.2,35.35394,191.91886329000002
EBGNG,EQ,645.85,23.55,   3.78,5,653.4,616,689.5,239,9.68874,62.562131928
MON100,EQ,324.52,-2.76,  -0.84,20,332.1,322.11,342.55,183.15,15.25035,50.385631364999995
ELITECON,EQ,23.99,-0.09,  -0.37,20,28.89,23.25,46.4,23.25,170.23372,44.77146836
UTLSOLAR,EQ,346.5,10.2,   3.03,5,353.1,321.2,365,172,8.12807,28.384846054
IWARE,ST,383.5,18.25,   5.00,5,383.5,348,395,85,7.434,26.4256398
MAFANG,EQ,193.6,1.82,   0.95,20,194.2,192.5,208.38,132.86,9.35594,18.142103254
SILVERTUC,EQ,188.8,7.47,   4.12,5,190.39,181.81,212.7,66.19,7.82768,14.72386608
RPSGVENT,EQ,918,24.75,   2.77,5,937.9,877.2,1179,551.9,1.39891,12.917814722
DEEDEV,BE,674.55,27.45,   4.24,5,679.45,633,760,183,1.60835,10.68748575
SASKEN,EQ,1989,23.7,   1.21,5,2063.5,1926.9,2780.2,991,0.44829,8.98193844
AMANTA,BE,188,8.2,   4.56,5,188.79,177.1,188.79,92,4.68054,8.750737584000001
UNIHEALTH,ST,722,33.4,   4.85,5,723,704,723,133.65,0.575,4.130455
JINDALPOLY,EQ,651.6,31,   5.00,5,651.6,615.05,1026.45,365,0.61926,3.9892109939999996
AUTOIND,BE,91.74,3.92,   4.46,5,92.21,88,93.14,48.35,3.88822,3.5658865619999998
ARROWGREEN,BE,675,11.6,   1.75,5,696.55,671,817.95,341.95,0.49382,3.4022716539999998
DHUNINV,EQ,965,85.65,   9.74,20,1055.2,870.65,1575,667.1,0.3003,3.03414111
MOS,ST,14.5,0.6,   4.32,5,14.55,13.3,28.55,9.05,20.56,2.861952
MASPTOP50,EQ,78.86,0.89,   1.14,20,78.86,77.97,82.78,53.26,3.21921,2.538025164
MONQ50,EQ,146,0.71,   0.49,20,146.4,145.29,147.24,72.18,1.70362,2.492736784
ZSARACOM,EQ,13644,1240,  10.00,10,13644,13202.5,13644,9000,0.01352,1.833774384
MAGSON,ST,175,4.15,   2.43,5,179.35,171,199.5,100.5,0.95,1.69784
NDGL,EQ,2821,196,   7.47,20,3150,2659,4487,2100,0.04529,1.343912815
AVG,BE,205.9,1.57,   0.77,5,214.54,195.1,302.86,113.26,0.5159,1.05573776
ZEELEARN,BE,9.02,0.42,   4.88,5,9.03,8.31,10.89,4.17,11.64873,1.039066716
GRADIENTE,EQ,3.56,0.14,   4.09,5,3.59,3.27,9.4,2.08,22.32437,0.7880502610000001
SHREEDHAR,ST,62,2,   3.33,5,63,57.05,66,54.4,1.24,0.76508
SETCO,BE,17.5,0.83,   4.98,5,17.5,16.8,28.5,11.56,3.60898,0.628684316
PENINLAND,BE,17.1,0.67,   4.08,5,17.25,16.08,46,13.82,3.64077,0.6185668230000001
CPS,SM,1050,50,   5.00,5,1050,1039.95,1349.25,660,0.0585,0.61316775
MAHKTECH,EQ,22.26,0.24,   1.09,20,22.26,21.46,35.59,20.51,2.4326,0.5412535
PARTH,ST,404.95,16.4,   4.22,5,407.95,396.85,484,169,0.112,0.4525472
SPCENET,EQ,3.77,-0.05,  -1.31,5,4.01,3.7,11.24,3,11.27324,0.43852903600000004
TEJA,ST,460.8,21.9,   4.99,5,460.8,460.8,460.8,418,0.09,0.41472
AKANKSHA,ST,89.25,4.25,   5.00,5,89.25,89.2,111,57,0.41,0.365884
PRIMECAB,ST,142.4,6.75,   4.98,5,142.4,142.4,142.4,70.4,0.256,0.364544
TECHLABS,ST,132.6,6.3,   4.99,5,132.6,127.5,660,105,0.27125,0.359379125
SMARTEN,ST,60,0.45,   0.76,5,62.5,60,157.95,42,0.564,0.3504696
VIGOR,ST,99.35,4.55,   4.80,5,99.5,96.95,110.5,44.75,0.272,0.2683824
BLUEWATER,ST,336.2,16,   5.00,5,336.2,324.95,383.95,128,0.07,0.232351
BIKEWO,ST,50.45,2.4,   4.99,5,50.45,50.45,50.45,13.65,0.46,0.23207
NFPSAMPOOR,SM,24.5,0.1,   0.41,5,25.6,24,54.5,21.85,0.86,0.213022
SIGNORIA,ST,129.45,6.15,   4.99,5,129.45,129.45,129.45,53.1,0.16,0.20712
GURUNANAK,ST,44,1.1,   2.56,5,45,41.55,60,22.45,0.432,0.1921536
FILATFASH,BE,0.19,0.01,   5.56,5,0.19,0.18,0.74,0.14,101.14247,0.18205644599999998
TGL,SM,18.75,0.85,   4.75,5,18.75,18.15,146.5,14.8,0.808,0.1513384
CLASSICEIL,ST,52,1.9,   3.79,5,52.6,50.2,113.9,34.75,0.288,0.149904
MASTER,SM,362.25,17.25,   5.00,5,362.25,362,436,282.5,0.035,0.1267735
EFORCE,SM,21.8,1.3,   6.34,10,22.55,19.65,54.5,16.15,0.408,0.0886584
NECCLTD,BE,16.18,0.12,   0.75,5,16.86,15.65,25.65,10.55,0.48731,0.07933406800000001
SHEEL,ST,68.75,3.25,   4.96,5,68.75,68.75,95.55,37.8,0.06,0.04125
VITAL,BE,54,1.44,   2.74,5,55.18,54,69.4,35.4,0.07476,0.041035764
UNIVPHOTO,BE,353.2,5.15,   1.48,5,365.45,348.05,515.8,180.6,0.00972,0.035316648
