symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",16.52,-0.68,-3.95,175755612,91910508,10926083072
NVDA,NVIDIA Corporation,204.12,7.19,3.65,145806099,159026465,4943990226944
RIVN,"Rivian Automotive, Inc.",16.66,0.17,1.03,110553343,31816295,22676236288
OPEN,Opendoor Technologies Inc,4.79,0.0,0.0,101480129,45036552,4621088256
INTC,Intel Corporation,110.24,-0.15,-0.14,103494333,136074075,554066247680
SOFI,"SoFi Technologies, Inc.",17.73,-0.02,-0.11,89981092,73425211,22743001088
NU,Nu Holdings Ltd.,13.37,-0.24,-1.76,61125940,52310911,64583577600
ONDS,Ondas Inc,7.52,0.17,2.31,60807054,68856009,4285186304
PATH,"UiPath, Inc.",11.42,-0.23,-1.97,56683654,41344377,5916933120
SPCX,Space Exploration Technologies ,148.3,-1.17,-0.78,59001351,165082806,1953731969024
NOK,Nokia Corporation Sponsored,11.95,0.1,0.84,55091268,112490259,66711281664
QXO,"QXO, Inc.",14.66,-0.59,-3.87,53580712,19347513,15214226432
T,AT&T Inc.,21.12,0.03,0.14,52009345,50377518,146748915712
VALE,VALE S.A.,14.05,-0.64,-4.36,41232279,24176583,59816566784
WULF,TeraWulf Inc.,22.83,2.59,12.8,42482803,31370950,11313009664
FRSH,Freshworks Inc.,10.17,-0.21,-2.02,41062121,16028067,2811335680
PLUG,"Plug Power, Inc.",2.46,-0.02,-0.81,42274705,73566093,3431869952
MU,"Micron Technology, Inc.",948.8,10.42,1.11,40550345,51456011,1071568191488
RIG,Transocean Ltd (Switzerland),5.23,0.21,4.18,38564105,33848119,5788356608
F,Ford Motor Company,13.5,-0.06,-0.44,37544536,60165695,53793353728
BABA,Alibaba Group Holding Limited,108.98,10.84,11.05,38329486,11805944,261287690240
TE,T1 Energy Inc.,7.35,0.4,5.76,37252610,33057998,2052644736
PLTR,Palantir Technologies Inc.,132.22,-2.15,-1.6,40357417,46167600,316972597248
SMCI,"Super Micro Computer, Inc.",28.17,1.92,7.31,35650755,51302019,18222413824
QS,QuantumScape Corporation,6.63,-0.16,-2.36,33289743,24750032,4078412032
