symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
NIFTYNXT50,3899,2561,1338,52.25,18815,19837.87801,31849186663,20029.64464,191.76663,71629
BANKNIFTY,2329375,1879762,449613,23.92,82813561,938173.85819,143438073041262,2556391.34081,1618217.48262,57542
FINNIFTY,62971,51334,11637,22.67,2364752,7963.4659,3778694940870,48184.8046,40221.3387,26554
EICHERMOT,97627,82318,15309,18.6,232392,225380.58209,146007742347,242926.40556,17545.82347,7101
NIFTY,11321336,9782432,1538904,15.73,375391908,3091452.29878,584558163335585,9803566.89963,6712114.60085,23865
MIDCPNIFTY,228079,197175,30904,15.67,6146193,148898.94506,10645099602145,295469.91651,146570.97145,14426
DLF,93442,80941,12501,15.44,51135,181524.57525,10302023214,183801.51614,2276.94089,619
AUROPHARMA,45137,39490,5647,14.3,33038,119480.53562,16931351228,122346.3379,2865.80228,1574
360ONE,21519,18955,2564,13.53,9749,29341.6629,2466589280,29615.4557,273.7928,1068
BAJAJFINSV,98853,87569,11284,12.89,81082,94204.31934,30349300654,98263.53588,4059.21654,1770
BANKINDIA,30462,27287,3175,11.64,16244,67129.08176,5442522852,67943.11628,814.03452,140
EXIDEIND,31322,28110,3212,11.43,27391,48267.71712,15009006510,51000.19722,2732.4801,388
IOC,58401,52455,5946,11.34,36735,150193.88182,10603718628,152333.89811,2140.01628,139
MARUTI,188094,169648,18446,10.87,895298,309406.52872,596942266189,349072.59061,39666.06189,14152
VBL,82595,74497,8098,10.87,37350,145524.24574,8386537347,146666.86922,1142.62347,510
PETRONET,29884,26991,2893,10.72,16514,44001.22201,4561135668,44696.24619,695.02418,281
TATACONSUM,51080,46519,4561,9.8,45771,103974.95058,17677523314,106814.82872,2839.87814,1073
BIOCON,32316,29481,2835,9.62,23205,77245.4855,16832993275,79160.41825,1914.93275,417
FEDERALBNK,64818,59235,5583,9.43,38506,113676.867,20519582375,117975.44075,4298.57375,329
ITC,245730,224787,20943,9.32,165815,268912.27362,53983262182,277560.73695,8648.46332,287
HINDUNILVR,112228,102692,9536,9.29,70649,151572.02994,30867972903,155376.45897,3804.42903,2123
ALKEM,20931,19185,1746,9.1,17989,35139.82177,8986032075,35870.33002,730.50825,5599
ICICIGI,21724,19984,1740,8.71,12496,26556.03687,4497302624,26794.43812,238.40124,1733
PHOENIXLTD,18943,17427,1516,8.7,14066,28230.73001,6924719788,29053.34789,822.61788,1964
RECLTD,70881,65279,5602,8.58,50424,163633.65107,11029011626,165419.92608,1786.27501,363
M&M,180248,166431,13817,8.3,132291,206212.70946,62554646082,214476.53028,8263.82082,3076
RBLBANK,31377,29003,2374,8.19,17967,98892.67877,11295379301,101120.09303,2227.41426,369
SAIL,50595,46940,3655,7.79,20666,128334.98238,4271753672,129146.2616,811.27922,173
JINDALSTEL,38997,36274,2723,7.51,28145,103604.97731,8975002581,105296.94062,1691.96331,1059
KALYANKJIL,53751,50030,3721,7.44,41625,69631.94707,13658681136,72221.73843,2589.79136,387
INDUSTOWER,115003,107100,7903,7.38,31274,123719.30931,8980933876,125666.95307,1947.64376,392
AMBUJACEM,108063,100758,7305,7.25,47842,130523.1774,10391688744,133291.03734,2767.85994,422
UNITDSPR,44368,41459,2909,7.02,20437,42089.5782,6632897508,42759.03328,669.45508,1355
