symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",18.07,0.15,0.84,157672174,84429316,11951229952
T,AT&T Inc.,20.7,-1.12,-5.13,110581249,43974853,143830614016
NVDA,NVIDIA Corporation,200.09,5.12,2.63,163092701,160288595,4846379859968
INTC,Intel Corporation,139.63,7.91,6.01,114824318,136371638,701780393984
OPEN,Opendoor Technologies Inc,4.62,0.02,0.43,80301845,39658262,4457083392
SPCX,Space Exploration Technologies ,170.86,6.67,4.06,79553644,192369145,2250941661184
ONDS,Ondas Inc,8.24,0.22,2.74,80487034,67110308,4338695680
SOFI,"SoFi Technologies, Inc.",17.93,-0.26,-1.43,74097874,70883248,22999549952
QXO,"QXO, Inc.",17.28,-0.54,-3.03,65303751,16743488,12533276672
PATH,"UiPath, Inc.",10.87,0.19,1.78,62525390,37029767,5631967232
RKT,"Rocket Companies, Inc.",15.75,0.25,1.61,58341263,27474959,44563517440
VZ,Verizon Communications Inc.,42.34,-1.76,-3.99,57096116,24993225,176793157632
JOBY,"Joby Aviation, Inc.",8.92,0.29,3.36,56236465,31855520,8774094848
RIG,Transocean Ltd (Switzerland),4.89,-0.15,-2.98,55182450,33191185,5412057600
AMZN,"Amazon.com, Inc.",238.34,-1.8,-0.75,65198589,50399608,2563849584640
PLUG,"Plug Power, Inc.",2.71,0.12,4.63,54429713,74632029,3780637184
NOK,Nokia Corporation Sponsored,13.28,0.25,1.92,50620786,113378138,74136051712
CMCSA,Comcast Corporation,24.55,0.33,1.36,61895198,33603906,87698210816
SMCI,"Super Micro Computer, Inc.",29.33,1.18,4.19,55428991,49846848,18972786688
F,Ford Motor Company,13.9,-0.12,-0.86,47162124,58823575,55387226112
GRAB,Grab Holdings Limited,3.77,0.03,0.8,63209679,53998670,15419299840
PFE,"Pfizer, Inc.",24.08,-0.29,-1.19,46411485,38961740,137242615808
NU,Nu Holdings Ltd.,13.36,0.23,1.75,40902472,51659869,64952860672
NKE,"Nike, Inc.",41.05,-0.43,-1.04,56006638,24946741,60790411264
MARA,"MARA Holdings, Inc.",13.89,-0.14,-1.0,41914166,43479974,5295847424
