symbol,shortName,price,changePct,volume
ABVX,Abivax SA,133.26,38.6,8508012
AMBA,"Ambarella, Inc.",85.8,28.04,6951621
FCEL,"FuelCell Energy, Inc.",36.01,20.84,26380326
AVAV,"AeroVironment, Inc.",165.07,18.76,7973323
MXL,"MaxLinear, Inc",128.03,18.03,6084666
VSAT,"ViaSat, Inc.",89.81,17.11,6065774
MBLY,Mobileye Global Inc.,9.68,16.63,12522440
OUST,"Ouster, Inc.",62.52,15.63,7437565
HSAI,Hesai Group,18.22,15.61,6023942
BRUN,Boost Run Inc.,38.81,14.28,1374693
FIGR,"Figure Technology Solutions, In",30.71,13.45,6967665
LB,LandBridge Company LLC,79.24,13.44,595739
QNT,Quantinuum Inc.,81.74,12.22,3709451
PENG,"Penguin Solutions, Inc.",76.01,11.88,3894373
MRCY,Mercury Systems Inc,122.33,10.99,957038
