symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
FINNIFTY,6900,3753,3147,83.85,28141,3802.13425,45187079634,9148.43059,5346.29634,26594
MANKIND,26665,18126,8539,47.11,56611,54104.10835,30672610725,60251.6656,6147.55725,2472
HYUNDAI,33817,23616,10201,43.2,164544,91436.99947,90937544599,114431.73046,22994.73099,2183
GAIL,45303,33019,12284,37.2,115004,111692.46146,64367380078,125268.24224,13575.78078,181
BAJAJFINSV,71322,54067,17255,31.91,195935,89516.50452,111112060998,109862.8545,20346.34998,2031
SHREECEM,19693,15221,4472,29.38,40686,60728.53125,20833624646,64112.34022,3383.80896,26590
MARUTI,103754,80640,23114,28.66,209465,123664.9309,139965036885,145980.79975,22315.86885,14240
LICHSGFIN,46706,36586,10120,27.66,57584,49505.7036,26114158050,53653.7841,4148.0805,523
DELHIVERY,24190,18972,5218,27.5,37046,95232.72612,28455506378,103073.15616,7840.43003,480
ABB,36497,28903,7594,26.27,70877,95458.28155,58565025827,110461.66482,15003.38327,7244
DIXON,100857,80663,20194,25.04,174928,175029.21662,109463860567,199529.17229,24499.95567,13751
ABCAPITAL,20835,16899,3936,23.29,48912,116791.07338,51920536558,129251.99396,12460.92058,405
NIFTYNXT50,931,767,164,21.38,407,3949.98953,356703093,3973.54546,23.55593,73651
NIFTY,8602589,7127990,1474599,20.69,83827198,634851.59114,132573198305353,4014186.11218,3379334.52103,24383
SUNPHARMA,82370,69075,13295,19.25,185895,119962.57693,120750663134,137158.96827,17196.39134,1987
PNBHOUSING,17503,14686,2817,19.18,14546,29262.86168,7313517094,31150.36262,1887.50094,1045
APLAPOLLO,23534,20016,3518,17.58,18041,25429.58754,9363660820,27230.60574,1801.0182,1808
BAJFINANCE,169482,144708,24774,17.12,375405,345051.6936,285981500070,403067.9943,58016.3007,1141
MARICO,21447,18324,3123,17.04,10941,28489.842,8927966184,29901.66384,1411.82184,869
MPHASIS,23273,20537,2736,13.32,18734,26450.70021,9686163231,29023.72602,2573.02581,2330
DIVISLAB,67150,59443,7707,12.97,71966,69204.13785,51986651226,80584.65011,11380.51226,8085
BAJAJHLDNG,6434,5706,728,12.76,8836,11681.72412,6519442962,13043.57874,1361.85462,11335
SWIGGY,65341,57984,7357,12.69,111991,145051.97728,45830746959,158489.23438,13437.25709,284
TVSMOTOR,93834,83706,10128,12.1,83740,82572.378,55084355387,93251.16687,10678.78887,4311
NESTLEIND,34828,31219,3609,11.56,19096,21755.1334,12489103265,23565.76605,1810.63265,1505
KEI,15667,14114,1553,11,18977,26716.48938,14530989130,30496.88068,3780.3913,4993
FORTIS,19635,17704,1931,10.91,4116,6385.23089,2392759730,6742.44319,357.2123,943
ITC,187672,169614,18058,10.65,111945,61859.31075,49968424329,68623.51029,6764.19954,281
PIDILITIND,21853,19836,2017,10.17,7687,11827.7384,5170977270,12524.1111,696.3727,1607
MUTHOOTFIN,41025,37436,3589,9.59,39871,57873.7,29369669139,66748.49139,8874.79139,3128
KAYNES,44925,41013,3912,9.54,99041,65910.65791,52518785233,92748.11025,26837.45233,3785
PERSISTENT,51284,46976,4308,9.17,90360,109718.12605,53043728803,125669.66408,15951.53803,5534
POWERINDIA,40241,36891,3350,9.08,37371,53663.15854,26017394544,61058.60398,7395.44544,32105
SIEMENS,32665,29949,2716,9.07,33622,30330.07909,19690141115,36707.85275,6377.77365,3742
