symbol,shortName,price,changePct,volume
IESC,"IES Holdings, Inc.",744.54,30.27,485145
AXTI,AXT Inc,60.43,28.74,29509839
ITGR,Integer Holdings Corporation,121.21,20.18,2355408
AMBA,"Ambarella, Inc.",86.0,16.08,9037920
AMZN,"Amazon.com, Inc.",271.58,15.32,125921078
CDNA,"CareDx, Inc.",43.71,14.72,2748247
BHC,Bausch Health Companies Inc.,6.89,14.26,16939823
DLB,Dolby Laboratories,58.81,13.58,1378051
BSBR,Banco Santander Brasil SA,5.67,12.28,12535652
DXCM,"DexCom, Inc.",83.45,11.95,11764839
SPSC,"SPS Commerce, Inc.",73.39,11.48,1402471
ARXS,"Arxis, Inc.",54.3,10.86,1464877
SPXC,"SPX Technologies, Inc.",219.62,10.2,1036449
KC,Kingsoft Cloud Holdings Limited,11.15,9.96,2395316
OUST,"Ouster, Inc.",39.01,9.79,3953482
