buySell,clientName,date,name,qty,remarks,symbol,watp
BUY,AMERICAN FUNDS INSURANCE SERIES GLOBAL SMALL CAPITALIZATION FUND,30-Jul-2026,IIFL Finance Limited,166203,,IIFL,590
BUY,SMALLCAP WORLD FUND INC,30-Jul-2026,IIFL Finance Limited,6173152,,IIFL,590
SELL,FIH MAURITIUS INVESTMENTS LTD,30-Jul-2026,IIFL Finance Limited,6339355,,IIFL,590
