symbol,shortName,price,changePct,volume
ABCL,AbCellera Biologics Inc.,12.5,17.81,10613968
STDN,"Standard Nuclear, Inc.",13.94,16.75,1445858
GENB,"Generate Biomedicines, Inc.",20.38,15.01,4684857
MRNA,"Moderna, Inc.",158.83,14.36,49046451
MAIR,Madison Air Solutions Corporati,27.99,12.09,7451941
PURR,Hyperliquid Strategies Inc,11.87,11.56,29523045
OKLO,Oklo Inc.,44.27,11.54,13846654
BEAM,Beam Therapeutics Inc.,31.03,9.53,2185710
SMCI,"Super Micro Computer, Inc.",38.46,9.35,47778511
RUM,RUM Group Inc.,10.23,9.29,8910731
LEU,Centrus Energy Corp.,193.39,9.17,694560
FRHC,Freedom Holding Corp.,171.02,8.65,181702
CDLR,Cadeler A/S,26.04,8.64,136704
GLXY,Galaxy Digital Inc.,24.79,8.54,8052658
FUTU,Futu Holdings Limited,125.63,8.48,3003647
