symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
GENESYS,EQ,214.25,35.7,  19.99,20,214.25,181.3,440.75,134.73,41.90457,87.475789875
IBULLSLTD,EQ,26.99,0.14,   0.52,5,28.19,26.32,32.5,8.9,245.56789,67.38382901599999
LOTUSDEV,BE,181.7,8.65,   5.00,5,181.7,175.29,207.5,102.2,28.318,50.9610728
PVP,EQ,52.44,3.85,   7.92,10,53.44,47.75,53.44,19.99,73.85739,37.689426117000004
MON100,EQ,329.05,1.07,   0.33,20,329.05,327.98,342.55,200.65,5.04985,16.615521455
BODALCHEM,BE,87.05,4.14,   4.99,5,87.05,83.01,87.05,42.81,13.95471,12.129433932
VALIANTLAB,EQ,105.54,5.02,   4.99,5,105.54,98.5,105.54,49.51,8.99019,9.428911272
SIGMAADV,EQ,692.7,32.95,   4.99,5,692.7,692.7,721.5,126.73,1.24322,8.61178494
GATECH,BE,0.97,0.04,   4.30,5,0.97,0.96,0.97,0.4,764.02951,7.334683296
PRIZOR,ST,1057.1,36.8,   3.61,5,1071.3,1039.95,1071.3,216.65,0.668,7.1345072
TAURIAN,SM,510,68,  15.38,20,530.4,432.5,530.4,192,1.352,6.6630616
FRESHARA,ST,415,12.2,   3.03,5,422.9,385,422.9,130,1.26,5.221692
GSMFOILS,SM,101.65,4.8,   4.96,5,101.65,98.8,293.85,79.7,4.94,5.015582
EEPL,SM,154.6,14.05,  10.00,10,154.6,142,232.8,91,2.42,3.66146
MAFANG,EQ,206.94,1.07,   0.52,20,206.94,206.26,211.42,149.74,1.36421,2.822959753
ABSMARINE,ST,272.8,12.95,   4.98,5,272.8,270.95,315.5,143.05,1.01,2.75427
EMPOWER,EQ,2.47,0.1,   4.22,5,2.48,2.37,2.82,1.3,107.92984,2.622695112
SHRIAHIMSA,ST,452,16.25,   3.73,5,457.5,449,457.5,205.05,0.57,2.601024
BGRENERGY,BE,244.75,11.65,   5.00,5,244.75,230.05,490.8,155.45,0.76431,1.818904938
S&SPOWER,EQ,336.1,7.4,   2.25,10,361.55,335,468.9,193.5,0.38194,1.3427482640000001
RAPIDFLEET,SM,231,29.4,  14.58,20,241.9,212.25,241.9,158,0.534,1.2525504
SUPTANERY,EQ,11.57,1.05,   9.98,10,11.57,10.73,11.57,6.81,10.42614,1.187537346
MASPTOP50,EQ,79.95,0.35,   0.44,20,79.95,79.95,82.78,62.69,1.22161,0.9766771949999999
PRIMECAB,ST,214.95,10.2,   4.98,5,214.95,210,214.95,70.4,0.432,0.9273744
INFINIUM,SM,244.3,22.2,  10.00,10,244.3,226.85,269.95,189.4,0.385,0.911988
AKANKSHA,SM,133.75,6.35,   4.98,5,133.75,127.4,133.75,57,0.57,0.759069
MODINATUR,BE,371.4,17.65,   4.99,5,371.4,359,524.8,252.3,0.19502,0.7153333599999999
MONQ50,EQ,147.84,1.38,   0.94,20,147.84,147.84,151.65,79.26,0.47941,0.7087597440000001
LEMERITE,EQ,23,0.54,   2.40,5,23.58,22.45,107.57,19.52,2.96619,0.6822237
OPTIFIN,EQ,13.83,1.79,  14.87,20,14.44,11.82,14.44,11.25,5.06855,0.6807062650000001
AKSHARCHEM,BE,334.29,15.91,   5.00,5,334.29,322.2,334.29,141.3,0.19354,0.643346314
KDL,SM,106.95,9.7,   9.97,10,106.95,99.15,288,84.05,0.591,0.6245097
SSFL,ST,241.5,11.5,   5.00,5,241.5,230,295.1,86,0.235,0.5635065
GREENCHEF,SM,59.25,5.35,   9.93,10,59.25,54,74.05,40.4,0.888,0.5227656
VIGOR,ST,103.85,4.9,   4.95,5,103.85,103,114.4,44.75,0.432,0.4481136
PENINLAND,BE,17.08,0.81,   4.98,5,17.08,16.5,37.98,13.82,2.52073,0.42776788099999996
KSHITIJPOL,EQ,2.97,0.14,   4.95,5,2.97,2.88,7.2,1.88,14.31205,0.42363668
SILKFLEX,SM,231.5,11,   4.99,5,231.5,231.5,232.5,76,0.18,0.4167
KHADIM,BE,106.94,5.09,   5.00,5,106.94,103.3,295.8,77.47,0.38493,0.409296069
DCMNVL,EQ,180.44,8.59,   5.00,5,180.44,171.01,181.63,95.6,0.21635,0.38557897
HMT,BZ,64.01,3.04,   4.99,5,64.01,59,72.95,41,0.60845,0.38502716000000003
HINDCON,EQ,24,1.72,   7.72,10,24.5,21.85,37.75,15.66,1.57165,0.378610485
UMAEXPORTS,BE,25.56,1.21,   4.97,5,25.56,24.62,55.9,18.12,1.42484,0.35962961600000004
CALSOFT,EQ,30.67,1.46,   5.00,5,30.67,30.67,30.67,10.9,1.05597,0.323865999
KANCHI,EQ,392.3,18.65,   4.99,5,392.3,382.3,463.35,334.7,0.08126,0.318644838
BAFNAPH,BE,267.25,12.7,   4.99,5,267.25,255,290.7,91.2,0.10741,0.281596797
SAKUMA,EQ,1.63,0.14,   9.40,10,1.63,1.48,3.1,1.1,17.8104,0.27962328
ROLLT,BE,4.01,0.19,   4.97,5,4.01,4.01,4.01,1.02,6.17675,0.247687675
VERTOZ,BE,40.32,1.92,   5.00,5,40.32,38.9,86.75,27.02,0.60394,0.24278387999999998
NECCLTD,BE,17.41,0.82,   4.94,5,17.41,16.59,24.01,10.55,1.34016,0.232785792
MOBILISE,SM,110.25,5.25,   5.00,5,110.25,104,125.9,45,0.208,0.2274272
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,123.44597,0.222202746
MMWL,EQ,16,0.58,   3.76,5,16.19,15.42,16.57,9.02,1.36296,0.21780100800000002
AAKAAR,SM,63,1,   1.61,5,65.1,63,96,46,0.304,0.1947424
EIFFL,BE,272.7,12.75,   4.90,5,272.9,253.35,381.96,204.98,0.06675,0.176133225
RHFL,BZ,1.88,0.03,   1.62,5,1.94,1.86,5.19,1.7,8.94701,0.16999319
WELINV,BE,2229.2,106.1,   5.00,5,2229.2,2166,2229.2,865,0.0067,0.1492224
GRCL,SM,585.6,27.85,   4.99,5,585.6,585.6,629.2,306.65,0.025,0.1464
HRHNEXT,SM,29.55,1.2,   4.23,5,29.75,28,39.3,21,0.465,0.136524
KALANA,SM,26.6,1.1,   4.31,5,26.75,25.7,45.9,15.1,0.48,0.127728
DHARAN,BZ,0.17,0.01,   6.25,5,0.17,0.16,0.61,0.11,79.42895,0.12708632
VCL,BE,2.34,0.11,   4.93,5,2.34,2.34,2.66,0.87,5.31241,0.12431039399999999
PRUDMOULI,BE,16.79,0.79,   4.94,5,16.8,15.97,42.1,11.26,0.60962,0.09857555400000001
SAROJA,SM,37.9,1.8,   4.99,5,37.9,36.1,53.1,28,0.256,0.0966656
KONSTELEC,ST,58.6,2.75,   4.92,5,58.6,58.55,75.65,28,0.16,0.093728
PHOENXINTL,EQ,30.31,0.61,   2.05,20,35.64,27.61,35.64,27.61,0.27892,0.089449644
RAJRILTD,BE,23.24,0.45,   1.97,2,23.24,22.38,28.9,19.41,0.32946,0.0757758
CMRSL,SM,68.8,3.25,   4.96,5,68.8,68.75,96.75,52.45,0.08,0.055032
GURUNANAK,SM,36.1,0.15,   0.42,5,37.7,35.1,60,22.45,0.144,0.0529344
SABAR,SM,7.6,0.35,   4.83,5,7.6,7,9.55,3.95,0.7,0.05082
OWAIS,ST,67.4,3.2,   4.98,5,67.4,67.4,580,58.1,0.07,0.04718
RSDFIN,BE,105.94,5.04,   5.00,5,105.94,103.4,168.48,65.6,0.04369,0.046119164000000004
RNBDENIMS,EQ,8.51,0.4,   4.93,5,8.51,8.51,67.67,7.72,0.53013,0.045114063
SHYAMCENT,BE,4.89,0,   0.00,5,5.13,4.8,9.75,3.68,0.85749,0.041931261
GIRIRAJ,SM,92,4.35,   4.96,5,92,92,378,52.3,0.0425,0.0391
AGSTRA,BZ,1.96,-0.01,  -0.51,5,2.06,1.92,6.17,1.92,1.90766,0.037390136
FMNL,EQ,9.66,0.46,   5.00,5,9.66,9.55,14.35,6.74,0.38548,0.03719882
GATECHDVR,BE,0.52,0.02,   4.00,5,0.52,0.5,0.67,0.36,6.98196,0.035607996
EBIX,EQ,21.75,1.03,   4.97,5,21.75,21.75,21.75,16.03,0.16226,0.03529155
VLEGOV,BE,10.71,0.51,   5.00,5,10.71,10.5,39.49,8.42,0.32553,0.034571286
HDIL,BZ,1.5,0.01,   0.67,5,1.56,1.45,3.27,1.45,2.16241,0.03243615
VIVIMEDLAB,BE,6.68,0.13,   1.98,2,6.68,6.68,29.4,4.75,0.44575,0.0297761
MDL,ST,53.55,2.55,   5.00,5,53.55,52.95,104.8,43,0.05,0.026645
SYLVANPLY,SM,51.45,2.45,   5.00,5,51.45,51.45,74.8,40,0.04,0.02058
DHRUV,EQ,23.5,0.26,   1.12,5,24.4,22.6,68.95,22.02,0.07173,0.016734609
SIMBHALS,BZ,9.12,0.43,   4.95,5,9.12,9.12,15.99,6.47,0.17754,0.016191648
ZENITHEXPO,EQ,208.95,9.95,   5.00,5,208.95,192,351.65,174,0.00777,0.015498819
SVPGLOB,EQ,3.72,-0.02,  -0.53,5,3.92,3.63,6.89,2.18,0.36542,0.013849417999999999
SHRIKANHA,SM,20.7,-0.65,  -3.04,5,22.4,20.7,88,15.1,0.064,0.0136128
SANWARIA,BZ,0.19,0,   0.00,2,0.2,0.19,0.39,0.18,6.1337,0.011654030000000001
REFRACTORY,SM,27.4,1.3,   4.98,5,27.4,27.35,66,24.25,0.04,0.010952
SEYAIND,BE,12.39,0.18,   1.47,2,12.45,12,23.99,8.54,0.06195,0.00759507
ANSALAPI,BZ,3.35,0,   0.00,2,3.41,3.34,5.46,2.51,0.17477,0.005872272
ANKITMETAL,BZ,1.8,0.08,   4.65,5,1.8,1.8,2.12,1.29,0.265,0.00477
IMPEXFERRO,BZ,4.06,0.07,   1.75,2,4.06,4.06,4.06,1.3,0.1034,0.00419804
GLFL,EQ,5.6,-0.17,  -2.95,5,6.05,5.55,9.34,3.66,0.03318,0.001871352
BLUECHIP,EQ,2.02,0.03,   1.51,2,2.02,2.02,4.5,1.65,0.09084,0.001834968
MEP,BZ,0.69,0.01,   1.47,2,0.69,0.69,2.87,0.5,0.26541,0.001831329
762AS46,SG,99.75,4.75,   5.00,5,99.75,99.75,99.75,95,0.001,0.0009975
MUKESHB,EQ,144.9,6.9,   5.00,5,144.9,138,147.15,138,0.00058,0.000805388
DSKULKARNI,BE,17.27,0.33,   1.95,2,17.27,17.27,17.27,8.6,1e-05,1.727e-06
