symbol,shortName,price,changePct,volume
DKS,Dick's Sporting Goods Inc,124.31,-30.68,38563567
BBWI,"Bath & Body Works, Inc.",17.58,-8.29,12185320
DY,"Dycom Industries, Inc.",351.8,-7.65,1823325
BETA,"Beta Technologies, Inc.",22.11,-7.26,2606180
SSL,Sasol Ltd.,11.45,-6.68,1382753
ALB,Albemarle Corporation,133.18,-5.89,2267398
ASO,"Academy Sports and Outdoors, In",43.475,-5.8,3454405
JMKE,Jersey Mike's Subs Inc.,22.21,-5.61,2045945
WSC,WillScot Holdings Corporation,21.27,-5.59,1996293
RBRK,"Rubrik, Inc.",92.65,-5.5,3737233
MH,"McGraw Hill, Inc.",13.04,-5.3,482905
MMED,"MiniMed Group, Inc.",18.92,-5.12,1102408
MAAS,Maase Inc.,15.005,-5.03,335877
CHRN,ChronoScale Holdings Corporatio,21.44,-5.01,224140
UAA,"Under Armour, Inc.",5.12,-4.66,7520017
