symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
GESHIP,GESHIPEQN,1682,9.66,18205845,18205845,30677577058.8,1533.9,20-May-2026,,1730,903.6,148.1,1533.9,1696.5,1730,1533.9,2026-05-18 16:00:29
BHARTIARTL,BHARTIARTLEQN,1937.1,1.66,13888648,13888648,26849256540.64,1905.4,18-Jul-2025,,2174.5,1740.5,31.7,1904.8,1938.1,1953.8,1890.4,2026-05-18 16:00:29
HDFCBANK,HDFCBANKEQN,768.8,0.17,29812079,29812079,22824723923.98,767.5,19-Jun-2026,,1020.5,726.65,1.3,759,768.65,774.1,751.35,2026-05-18 16:00:29
BSE,BSEEQN,4119,2.96,5053942,5053942,20505005100.66,4000.6,10-Jul-2026,,4134,2021.5,118.4,3940,4120.7,4134,3940,2026-05-18 16:00:29
RELIANCE,RELIANCEEQN,1335,-0.1,13022473,13022473,17364686397.12,1336.4,14-Aug-2025,,1611.8,1290,-1.4,1334,1335.9,1342,1318.7,2026-05-18 16:00:29
ICICIBANK,ICICIBANKEQN,1251.7,0.58,13918850,13918850,17311012933.5,1244.5,12-Aug-2025,,1500,1187.6,7.2,1235.5,1251.1,1253.7,1232,2026-05-18 16:00:29
IDEA,IDEAEQN,12.98,0.23,1324417963,1324417963,16873084848.62,12.95,20-Aug-2024,,13.33,6.12,0.03,12.74,12.86,13.05,12.45,2026-05-18 16:00:29
MTARTECH,MTARTECHEQN,7080,-2.13,2359065,2359065,16517795679.6,7234,04-Aug-2023,,7730,1390.5,-154,7200,7110.5,7331,6686,2026-05-18 16:00:29
AMBER,AMBEREQN,7172,-15.39,2162867,2162867,15829028654.18,8476.5,02-Aug-2024,,8974,5400.5,-1304.5,8118,7153.5,8148.5,6980,2026-05-18 16:00:29
JINDRILL,JINDRILLEQN,649,11.51,24079588,24079588,15619706347.96,582,14-Aug-2025,,759.9,440.1,67,576.5,648.25,690,576.5,2026-05-18 16:00:29
SBIN,SBINEQN,938.8,-2.53,16554877,16554877,15559266697.22,963.2,15-May-2026,,1234.7,779.1,-24.4,952,939.4,954.9,933.9,2026-05-18 16:00:29
TATASTEEL,TATASTEELEQN,210.01,-3.15,73796001,73796001,15417460528.92,216.84,06-Jun-2025,,224.4,149.8,-6.83,211,209.71,211.82,205.05,2026-05-18 16:00:29
GLAND,GLANDEQN,2153,15.24,7132093,7132093,15165111987.76,1868.3,14-Aug-2025,,2207,1452.2,284.7,2122,2156.6,2207,2034,2026-05-18 16:00:29
INFY,INFYEQN,1145.6,2.38,12096377,12096377,13729025003.69,1119,10-Jun-2026,,1728,1089,26.6,1119,1142.5,1146.1,1118,2026-05-18 16:00:29
SILVERBEES,SILVERBEESEQN,253.53,1.47,49413277,49413277,12474875911.42,249.85,,,360,90.75,3.68,249,253.16,255.55,247.15,2026-05-18 16:00:29
SOLARINDS,SOLARINDSEQN,18011,4.03,688909,688909,12257620055.2,17314,08-Jul-2025,,18089,11646,697,17509,18019,18089,17227,2026-05-18 16:00:29
MCX,MCXEQN,3353,-1.12,2862332,2862332,9554120736.16,3391,02-Jan-2026,,3423,1230.9,-38,3348.2,3348.4,3369,3306.2,2026-05-18 16:00:29
GODFRYPHLP,GODFRYPHLPEQN,2314,-4.57,4036701,4036701,9524394174.45,2424.9,10-Nov-2025,,3947,1832.1,-110.9,2439,2314.9,2491.7,2275.6,2026-05-18 16:00:29
HINDCOPPER,HINDCOPPEREQN,580.25,1.75,16184564,16184564,9422491315.16,570.25,13-Feb-2026,,760.05,222.61,10,580,581.15,591.9,574.45,2026-05-18 16:00:29
GROWW,GROWWEQN,184,-1.96,48750783,48750783,8993056940.01,187.67,,,227.2,112,-3.67,186,183.82,188.25,182.55,2026-05-18 16:00:29
