type,symbol,instrument,expiryDate,optionType,strikePrice,ltp,prevClose,pChange,latestOI,prevOI,changeInOI,volume,turnover,premTurnover,underlyingValue,identifier,instrumentType,pChangeInOI
SR,NIFTY,Index Futures,26-May-2026,-,0,23659,23643.9,0.06,247267,262156,-14889,84680,1295054.59616,1295054.59616,23649.95,FUTIDXNIFTY26-05-2026XX0,FUTIDX,-5.68
SR,HDFCBANK,Stock Futures,26-May-2026,-,0,770.55,768.1,0.32,437747,451071,-13324,43610,183313.98085,183313.98085,768.8,FUTSTKHDFCBANK26-05-2026XX0,FUTSTK,-2.95
SR,BANKNIFTY,Index Options,26-May-2026,Put,60000,6225.75,6152.2,1.2,28135,32427,-4292,4662,8954.17286,8954.17286,53537,OPTIDXBANKNIFTY26-05-2026PE60000,OPTIDX,-13.24
SR,BHARTIARTL,Stock Futures,26-May-2026,-,0,1935,1904.3,1.61,96813,100923,-4110,22261,204241.61411,204241.61411,1937.1,FUTSTKBHARTIARTL26-05-2026XX0,FUTSTK,-4.07
SR,IDEA,Stock Futures,26-May-2026,-,0,13,12.98,0.15,76936,80203,-3267,15940,145034.35395,145034.35395,12.98,FUTSTKIDEA26-05-2026XX0,FUTSTK,-4.07
SR,INFY,Stock Futures,26-May-2026,-,0,1148.1,1117,2.78,188451,191515,-3064,28862,131274.76632,131274.76632,1145.6,FUTSTKINFY26-05-2026XX0,FUTSTK,-1.6
SR,NIFTY,Index Options,19-May-2026,Call,23000,659.8,648.9,1.68,3933,6866,-2933,87178,27495.89761,27495.89761,23649.95,OPTIDXNIFTY19-05-2026CE23000,OPTIDX,-42.72
SR,ITC,Stock Futures,26-May-2026,-,0,311.75,309.5,0.73,87519,90311,-2792,11465,56824.2088,56824.2088,310.95,FUTSTKITC26-05-2026XX0,FUTSTK,-3.09
SR,IDFCFIRSTB,Stock Futures,26-May-2026,-,0,67.95,67.85,0.15,38413,40997,-2584,4843,30162.99098,30162.99098,67.65,FUTSTKIDFCFIRSTB26-05-2026XX0,FUTSTK,-6.3
SR,ICICIBANK,Stock Futures,26-May-2026,-,0,1255.5,1248.7,0.54,173202,175567,-2365,10685,93176.6192,93176.6192,1251.7,FUTSTKICICIBANK26-05-2026XX0,FUTSTK,-1.35
SR,BAJFINANCE,Stock Futures,26-May-2026,-,0,920,910.15,1.08,76273,78367,-2094,11900,81136.2825,81136.2825,922,FUTSTKBAJFINANCE26-05-2026XX0,FUTSTK,-2.67
SR,BEL,Stock Futures,26-May-2026,-,0,426.5,424.85,0.39,69035,70876,-1841,8833,53139.90214,53139.90214,426.95,FUTSTKBEL26-05-2026XX0,FUTSTK,-2.6
SR,BAJAJFINSV,Stock Futures,26-May-2026,-,0,1749.3,1728.6,1.2,37479,39295,-1816,5131,22204.4025,22204.4025,1750,FUTSTKBAJAJFINSV26-05-2026XX0,FUTSTK,-4.62
SR,LT,Stock Futures,26-May-2026,-,0,3880,3870.8,0.24,85517,87146,-1629,6293,42421.113,42421.113,3911,FUTSTKLT26-05-2026XX0,FUTSTK,-1.87
SR,NIFTY,Index Options,30-Jun-2026,Call,27000,9.65,8.45,14.2,52306,53790,-1484,14698,83.69041,83.69041,23649.95,OPTIDXNIFTY30-06-2026CE27000,OPTIDX,-2.76
SR,CROMPTON,Stock Options,26-May-2026,Put,300,9.9,6.9,43.48,489,1919,-1430,2649,498.75372,498.75372,294.5,OPTSTKCROMPTON26-05-2026PE300,OPTSTK,-74.52
SR,HCLTECH,Stock Futures,26-May-2026,-,0,1147.2,1129.3,1.59,122523,123793,-1270,10288,40956.21936,40956.21936,1146.5,FUTSTKHCLTECH26-05-2026XX0,FUTSTK,-1.03
SR,TCS,Stock Futures,26-May-2026,-,0,2263.5,2240,1.05,217434,218691,-1257,15153,59686.94723,59686.94723,2289.9,FUTSTKTCS26-05-2026XX0,FUTSTK,-0.57
SR,BANKNIFTY,Index Options,26-May-2026,Put,55000,1544.75,1493.75,3.41,13012,14204,-1192,8184,4431.26772,4431.26772,53537,OPTIDXBANKNIFTY26-05-2026PE55000,OPTIDX,-8.39
SR,JSWENERGY,Stock Options,26-May-2026,Call,540,6.75,4.15,62.65,503,1651,-1148,4351,191.8791,191.8791,530,OPTSTKJSWENERGY26-05-2026CE540,OPTSTK,-69.53
SR,GRASIM,Stock Futures,26-May-2026,-,0,2955.8,2934.1,0.74,57652,58765,-1113,4348,31853.0132,31853.0132,2955,FUTSTKGRASIM26-05-2026XX0,FUTSTK,-1.89
SR,BANKNIFTY,Index Options,26-May-2026,Put,53900,850.6,843.8,0.81,2124,3216,-1092,8435,2689.79497,2689.79497,53537,OPTIDXBANKNIFTY26-05-2026PE53900,OPTIDX,-33.96
SR,COFORGE,Stock Futures,26-May-2026,-,0,1349.6,1281,5.36,41995,43048,-1053,8915,44249.26818,44249.26818,1348.1,FUTSTKCOFORGE26-05-2026XX0,FUTSTK,-2.45
SR,KOTAKBANK,Stock Futures,26-May-2026,-,0,391.45,387.2,1.1,67397,68426,-1029,7799,60482.8048,60482.8048,391.45,FUTSTKKOTAKBANK26-05-2026XX0,FUTSTK,-1.5
SR,BANKNIFTY,Index Options,26-May-2026,Call,61500,5.5,4.75,15.79,5723,6719,-996,3479,4.25829,4.25829,53537,OPTIDXBANKNIFTY26-05-2026CE61500,OPTIDX,-14.82
