symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
SUVEN,EQ,253.38,42.23,  20.00,20,253.38,209.71,299.99,124.11,172.91559,415.533454329
FCL,EQ,30.52,5.08,  19.97,20,30.52,26.5,35.79,19.1,989.63995,287.98522545
MON100,EQ,331.62,2.58,   0.78,20,331.62,322,331.62,175.71,14.45568,47.936480448000005
MAFANG,EQ,197.89,1.49,   0.76,20,197.89,196,197.89,129.58,5.51025,10.9014786
GEECEE,EQ,332,31.35,  10.43,20,360.75,307.85,448,215.85,3.087,10.7375121
VENUSREM,EQ,957.35,45.55,   5.00,5,957.35,880.05,1088.8,314.55,1.02204,9.496284659999999
MASPTOP50,EQ,82.69,1.02,   1.25,20,82.69,82.05,82.69,52.52,8.67523,7.171812641
SHANKARA,BE,121.97,5.8,   4.99,5,121.97,117.4,1209.8,98.25,2.72145,3.3092832
CKKRETAIL,ST,127.65,6.05,   4.98,5,127.65,127.65,265.25,112.2,2.576,3.288264
DENEERS,SM,230,18.35,   8.67,10,232.8,225,374.8,132,1.338,3.0850266
MAHKTECH,EQ,24.93,0.14,   0.56,20,24.93,24.2,35.59,20.51,10.40395,2.5770584149999998
MCLEODRUSS,BE,65.77,3.13,   5.00,5,65.77,65.77,68.47,28.5,3.34867,2.202420259
KODYTECH,ST,893.75,42.55,   5.00,5,893.75,855,1147,556.05,0.193,1.7151524
CHEMBONDCH,BE,189.99,9.04,   5.00,5,189.99,177.25,244.99,104.85,0.85113,1.597400784
CHEMBOND,BE,186.75,8.89,   5.00,5,186.75,169,309.45,105.15,0.62146,1.141062706
JAYBEE,ST,84.25,4,   4.98,5,84.25,84.2,295,70,1.09,0.918216
INSPIRISYS,BE,114.09,5.43,   5.00,5,114.09,112.95,117.99,69.92,0.79797,0.910164582
DURLAX,ST,54.1,2.55,   4.95,5,54.1,54.1,54.1,28.03,1.04,0.56264
MONQ50,EQ,135.01,0.18,   0.13,20,135.01,135.01,135.01,71.26,0.40834,0.5512998339999999
TERASOFT,EQ,302.7,14.4,   4.99,5,302.7,285,598,252.4,0.1239,0.36969282000000003
PIONRINV,EQ,119.9,10.9,  10.00,10,119.9,109,119.9,92.35,0.30039,0.35698347599999997
SPUNWEB,SM,120,-2.05,  -1.68,10,134.25,116.3,173.55,80,0.276,0.3496092
CONSOFINVT,BE,225.1,2.09,   0.94,5,234.16,222,245.95,152,0.13894,0.31957589399999997
TEJASCARGO,SM,415.1,2.9,   0.70,5,432.8,412.2,432.8,158,0.056,0.2390976
CLEDUCATE,BE,44.16,1.85,   4.37,5,44.42,41.1,120.8,35.48,0.54159,0.23613324
AKI,EQ,4.85,-0.04,  -0.82,20,5.86,4.71,16.05,3.8,2.74485,0.1372425
MRIL,SM,40.1,1.9,   4.97,5,40.1,36.35,82,29.05,0.336,0.1313424
SHIGAN,ST,84.5,3.5,   4.32,5,85.05,82,95,41.2,0.15,0.126795
RBS,ST,98,3,   3.16,5,99.75,95.5,143,58.8,0.112,0.1093904
FMNL,EQ,11.39,1.03,   9.94,10,11.39,10.36,19.1,6.74,0.92714,0.101243688
SADBHAV,BE,8.8,0.41,   4.89,5,8.8,8.55,17.85,6.05,0.99779,0.08710706700000001
TARAPUR,EQ,22.28,1.06,   5.00,5,22.28,20.21,39.99,20.21,0.36218,0.07714434
AHLWEST,BE,618.25,29.4,   4.99,5,618.25,618.25,618.25,137,0.00884,0.0546533
ANSALAPI,BZ,4.47,0.04,   0.90,2,4.51,4.4,5.97,2.84,1.02113,0.045746624
RADIOWALLA,SM,32.95,-0.05,  -0.15,5,34.65,31.6,75.3,22.2,0.128,0.0425984
KEEPLEARN,EQ,2.15,0.08,   3.86,20,2.48,2,4.09,1.54,1.69874,0.037712028
QUADPRO,SM,2.3,0.1,   4.55,5,2.3,2.3,4.65,1.85,1.44,0.03312
ABMINTLLTD,BE,48.11,2.28,   4.97,5,48.12,48.11,78.21,34,0.06464,0.031098303999999997
AAKAAR,ST,57.2,2.7,   4.95,5,57.2,57.2,105,46,0.048,0.027456
UNIVAFOODS,BE,8.17,0,   0.00,5,8.17,7.8,14.24,7.79,0.13912,0.011352192
DHRUV,BE,30.18,1.43,   4.97,5,30.18,27.35,75,22.22,0.03826,0.010946186
ACCORD,ST,48.1,2.25,   4.91,5,48.1,48.1,50.6,19.85,0.02,0.00962
YUDIZ,ST,26.25,1.25,   5.00,5,26.25,25.9,39.3,22.15,0.032,0.0083424
MTEDUCARE,BE,1.64,0.07,   4.46,5,1.64,1.51,2.55,1.17,0.51428,0.008279908
THESL,SM,13.5,0.6,   4.65,5,13.5,13.3,43.5,11.45,0.06,0.00804
BLUECHIP,EQ,1.98,0.03,   1.54,2,1.98,1.98,5.8,1.8,0.38732,0.007668936
MADHUCON,BE,5.51,0.05,   0.92,5,5.73,5.38,9.49,3.61,0.13443,0.007474308
PREMIER,BE,2.98,0.14,   4.93,5,2.98,2.82,4.15,2.62,0.18815,0.00553161
EASTSILK,BE,60.95,2.9,   5.00,5,60.95,57.08,99.25,24,0.00883,0.0053032980000000006
MAKS,SM,27.3,1.3,   5.00,5,27.3,27.3,36,25.2,0.015,0.004095
FEL,BZ,0.45,0.01,   2.27,2,0.45,0.44,0.65,0.34,0.9069,0.00399036
PERFECT,SZ,2.5,0.1,   4.17,5,2.5,2.5,13.75,1.3,0.12,0.003
FELDVR,BZ,2.79,0.13,   4.89,5,2.79,2.55,4.1,2.35,0.05535,0.0014391
MORARJEE,BZ,8.79,0.41,   4.89,5,8.79,8.79,9.99,5.58,0.0155,0.00136245
WINSOME,BZ,2.1,0.04,   1.94,2,2.1,2.06,2.18,1.59,0.05403,0.001129227
GFSTEELS,BE,12.97,0,   0.00,5,12.97,12.97,12.97,8.01,0.00689,0.000893633
725IRFC35,NH,1416,236,  20.00,20,1416,1416,1416,1130,2e-05,0.0002832
CLCIND,BE,28.71,1.36,   4.97,5,28.71,28.71,28.71,8.54,0.00098,0.000281358
