symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
INTC,Intel Corporation,108.17,-0.6,-0.55,144148961,114908639,543662407680
NVDA,NVIDIA Corporation,222.32,-3.0,-1.33,144108922,170869245,5384707244032
RDW,Redwire Corporation,13.96,-0.1,-0.71,78723421,22937208,2776905216
PLUG,"Plug Power, Inc.",3.45,-0.33,-8.73,85531575,82781927,4812988416
NOK,Nokia Corporation Sponsored,13.74,-0.21,-1.51,87856439,84235021,76704014336
ONDS,Ondas Inc,9.7,-0.92,-8.66,77698656,75469190,4807774720
POET,POET Technologies Inc.,14.21,-1.76,-11.02,74042011,30856518,2170025984
F,Ford Motor Company,13.03,-0.37,-2.76,63917858,56622434,51920543744
SOFI,"SoFi Technologies, Inc.",15.71,0.1,0.64,66202104,66574875,20151865344
APLS,"Apellis Pharmaceuticals, Inc.",41.03,0.0,0.0,28642670,6474715,5252712960
MU,"Micron Technology, Inc.",681.54,-43.12,-5.95,58674815,44348680,768595787776
NU,Nu Holdings Ltd.,12.29,0.1,0.82,59426177,53012908,59750797312
NOW,"ServiceNow, Inc.",103.42,8.35,8.78,50324536,22315427,106657873920
TSLA,"Tesla, Inc.",409.99,-12.25,-2.9,51738111,62814429,1539809214464
KEEL,Keel Infrastructure Corp.,4.18,-0.21,-4.78,41885973,32832814,2524003840
FIG,"Figma, Inc.",24.36,1.44,6.28,39100253,18078785,12837059584
IREN,IREN LIMITED,50.46,-2.48,-4.68,42390146,39633639,18033328128
BMNR,"BitMine Immersion Technologies,",18.73,-1.14,-5.74,42656258,42506670,10668173312
RIG,Transocean Ltd (Switzerland),7.58,0.54,7.67,58991868,36320337,8462624256
ACHR,Archer Aviation Inc.,5.92,-0.13,-2.15,56275063,31572195,4496820224
RKLB,Rocket Lab Corporation,131.16,6.39,5.12,32150717,23591350,75908980736
RGTI,"Rigetti Computing, Inc.",16.62,-1.23,-6.89,30819580,28770462,5524468736
AAL,"American Airlines Group, Inc.",12.36,0.05,0.41,58842275,66221760,8174720000
D,"Dominion Energy, Inc.",67.56,5.83,9.44,39863468,4899280,59416006656
MARA,"MARA Holdings, Inc.",12.18,-0.26,-2.09,35129403,47353742,4643874816
