changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-59667,16-Jun-2026,Index Options,85012,89,Call,19.95,738084.31979,74.2,144679,23900,NIFTY,738084.31979,SR,23989.15,18072805,OPTIDXNIFTY16-06-2026CE23900,OPTIDX,-41.24
-42022,16-Jun-2026,Index Options,16908,188.65,Call,49.84,277293.73763,125.9,58930,23800,NIFTY,277293.73763,SR,23989.15,2958431,OPTIDXNIFTY16-06-2026CE23800,OPTIDX,-71.31
-28013,16-Jun-2026,Index Options,23871,139.2,Call,43.06,324981.28184,97.3,51884,23850,NIFTY,324981.28184,SR,23989.15,4996714,OPTIDXNIFTY16-06-2026CE23850,OPTIDX,-53.99
-14691,16-Jun-2026,Index Options,9369,289.65,Call,45.01,78580.00109,199.75,24060,23700,NIFTY,78580.00109,SR,23989.15,505107,OPTIDXNIFTY16-06-2026CE23700,OPTIDX,-61.06
-13616,16-Jun-2026,Index Options,18037,490,Call,29.42,15299.53396,378.6,31653,23500,NIFTY,15299.53396,SR,23989.15,53044,OPTIDXNIFTY16-06-2026CE23500,OPTIDX,-43.02
-9802,30-Jun-2026,Index Futures,264320,24007,-,0.38,783236.49329,23916.6,274122,0,NIFTY,783236.49329,SR,23989.15,50265,FUTIDXNIFTY30-06-2026XX0,FUTIDX,-3.58
-9240,16-Jun-2026,Index Options,4786,239.1,Call,48.42,69035.8616,161.1,14026,23750,NIFTY,69035.8616,SR,23989.15,557089,OPTIDXNIFTY16-06-2026CE23750,OPTIDX,-65.88
-8426,16-Jun-2026,Index Options,17451,590.9,Call,23.55,8258.76865,478.25,25877,23400,NIFTY,8258.76865,SR,23989.15,22921,OPTIDXNIFTY16-06-2026CE23400,OPTIDX,-32.56
-7567,16-Jun-2026,Index Options,11215,390.3,Call,36.49,19405.82956,285.95,18782,23600,NIFTY,19405.82956,SR,23989.15,87706,OPTIDXNIFTY16-06-2026CE23600,OPTIDX,-40.29
-7168,30-Jun-2026,Stock Futures,656148,773.25,-,0.87,148023.6318,766.6,663316,0,HDFCBANK,148023.6318,SR,784.75,34815,FUTSTKHDFCBANK30-06-2026XX0,FUTSTK,-1.08
-7165,30-Jun-2026,Stock Futures,233886,1330.2,-,1.42,179660.2032,1311.6,241051,0,RELIANCE,179660.2032,SR,1328.6,27054,FUTSTKRELIANCE30-06-2026XX0,FUTSTK,-2.97
-5518,16-Jun-2026,Index Options,15484,789.95,Call,16,4515.12738,681,21002,23200,NIFTY,4515.12738,SR,23989.15,9358,OPTIDXNIFTY16-06-2026CE23200,OPTIDX,-26.27
-4888,30-Jun-2026,Stock Futures,80785,3142.5,-,0.02,59529.68204,3141.8,85673,0,M&M,59529.68204,SR,3137,9481,FUTSTKM&M30-06-2026XX0,FUTSTK,-5.71
-4668,16-Jun-2026,Index Options,20838,689.85,Call,19.86,4955.57094,575.55,25506,23300,NIFTY,4955.57094,SR,23989.15,11765,OPTIDXNIFTY16-06-2026CE23300,OPTIDX,-18.3
-4388,16-Jun-2026,Index Options,7206,990.05,Call,13.5,4948.51675,872.3,11594,23000,NIFTY,4948.51675,SR,23989.15,8055,OPTIDXNIFTY16-06-2026CE23000,OPTIDX,-37.85
-3961,16-Jun-2026,Index Options,3570,338.95,Call,40.61,13952.00079,241.05,7531,23650,NIFTY,13952.00079,SR,23989.15,74067,OPTIDXNIFTY16-06-2026CE23650,OPTIDX,-52.6
-3639,30-Jun-2026,Stock Futures,92485,292.35,-,1.25,33965.55264,288.75,96124,0,ITC,33965.55264,SR,291.85,7292,FUTSTKITC30-06-2026XX0,FUTSTK,-3.79
-3404,30-Jun-2026,Stock Options,2373,49.65,Call,21.99,1641.0708,40.7,5777,1290,RELIANCE,1641.0708,SR,1328.6,6588,OPTSTKRELIANCE30-06-2026CE1290,OPTSTK,-58.92
-3152,30-Jun-2026,Index Options,17995,494.4,Call,8.86,2579.10051,454.15,21147,23600,NIFTY,2579.10051,SR,23989.15,8455,OPTIDXNIFTY30-06-2026CE23600,OPTIDX,-14.91
-3140,30-Jun-2026,Stock Options,11229,43,Call,23.56,3132.4141,34.8,14369,1300,RELIANCE,3132.4141,SR,1328.6,14786,OPTSTKRELIANCE30-06-2026CE1300,OPTSTK,-21.85
-3019,30-Jun-2026,Index Futures,72550,57357,-,0.17,268631.86234,57257.2,75569,0,BANKNIFTY,268631.86234,SR,57297.15,15645,FUTIDXBANKNIFTY30-06-2026XX0,FUTIDX,-4
-2991,16-Jun-2026,Index Options,6368,440.05,Call,31.75,4281.50937,334,9359,23550,NIFTY,4281.50937,SR,23989.15,16750,OPTIDXNIFTY16-06-2026CE23550,OPTIDX,-31.96
-2917,23-Jun-2026,Index Options,17492,279,Call,13.48,16545.33992,245.85,20409,23800,NIFTY,16545.33992,SR,23989.15,99338,OPTIDXNIFTY23-06-2026CE23800,OPTIDX,-14.29
-2665,30-Jun-2026,Stock Options,4703,26.7,Call,4.3,813.5435,25.6,7368,1800,SUNPHARMA,813.5435,SR,1805,9350,OPTSTKSUNPHARMA30-06-2026CE1800,OPTSTK,-36.17
-2234,16-Jun-2026,Index Options,3621,640.7,Call,20.52,2351.73919,531.6,5855,23350,NIFTY,2351.73919,SR,23989.15,6030,OPTIDXNIFTY16-06-2026CE23350,OPTIDX,-38.16
