symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
RELIANCE,RELIANCEEQN,1328.6,1.65,18513223,18513223,24561492954.1,1307,05-Jun-2026,,1611.8,1253.2,21.6,1313.4,1328.8,1333.4,1306.4,2026-06-16 16:00:26
MTARTECH,MTARTECHEQN,7740,5.39,3188367,3188367,24287226204.15,7344,04-Aug-2023,,8449.5,1390.5,396,7360,7698.5,7779,7285.5,2026-06-16 16:00:26
HDFCBANK,HDFCBANKEQN,784.75,0.95,27820970,27820970,21821099609.8,777.35,19-Jun-2026,,1020.5,726.65,7.4,780.5,784.9,787.7,779.45,2026-06-16 16:00:26
ICICIBANK,ICICIBANKEQN,1335.5,0.6,13069159,13069159,17401977283.27,1327.6,12-Aug-2025,,1500,1187.6,7.9,1331.9,1334.3,1337.3,1326.3,2026-06-16 16:00:26
SUZLON,SUZLONEQN,57.93,4.25,292441954,292441954,16944086814.76,55.57,03-Sep-2024,,68.3,38.19,2.36,56.12,57.92,59.24,53.9,2026-06-16 16:00:26
NETWEB,NETWEBEQN,4899.8,6.23,3126893,3126893,15015027496.7,4612.3,22-Aug-2025,,4965,1700.1,287.5,4628,4884.4,4905,4617.2,2026-06-16 16:00:26
LALPATHLAB,LALPATHLABEQN,1645,1.79,8683111,8683111,14978540137.22,1616,25-Jun-2026,,1803,1272.6,29,1620,1642,1803,1620,2026-06-16 16:00:26
GROWW,GROWWEQN,199.85,-3.61,73632906,73632906,14799477776.94,207.34,,,227.2,112,-7.49,208.49,199.68,208.49,197.4,2026-06-16 16:00:26
FACT,FACTEQN,989.1,9.17,13126383,13126383,13274579864.07,906.05,19-Sep-2025,,1083,652.1,83.05,906.75,997.8,1058.6,906.35,2026-06-16 16:00:26
DIXON,DIXONEQN,12240,2.37,1091429,1091429,13203256727.38,11957,16-Sep-2025,,18471,9600,283,11933,12235,12290,11822,2026-06-16 16:00:26
IFCI,IFCIEQN,88.82,-0.87,147033446,147033446,13144790072.4,89.6,19-Sep-2024,,91.49,46.23,-0.78,89.6,88.8,91.49,87.51,2026-06-16 16:00:26
INFY,INFYEQN,1145,0.89,10456090,10456090,11928725715.6,1134.9,10-Jun-2026,,1728,1089,10.1,1136.9,1143.6,1153.8,1123.2,2026-06-16 16:00:26
M&M,M&MEQN,3137,0.09,3551761,3551761,11136120404.18,3134.3,04-Jul-2025,,3839.9,2896,2.7,3163,3137.9,3163,3108,2026-06-16 16:00:26
LT,LTEQN,4182,0.29,2647549,2647549,11120897197.05,4169.8,22-May-2026,,4440,3288.1,12.2,4205,4186.4,4235.4,4177.1,2026-06-16 16:00:26
BSE,BSEEQN,4164.6,0.94,2676483,2676483,11045390338.89,4126,10-Jul-2026,,4446.8,2021.5,38.6,4148.5,4162.4,4175,4086.9,2026-06-16 16:00:26
BHARTIARTL,BHARTIARTLEQN,1857,0.86,5957732,5957732,11013939993.76,1841.2,18-Jul-2025,,2174.5,1740.5,15.8,1840.2,1853,1859.2,1837.2,2026-06-16 16:00:26
HINDALCO,HINDALCOEQN,984,-2.95,11200461,11200461,10959091065.45,1013.9,08-Aug-2025,,1176,635,-29.9,990,982.4,990,970,2026-06-16 16:00:26
RPTECH,RPTECHEQN,656,16.88,17060651,17060651,10914039657.72,561.25,11-Aug-2025,,673.5,275.6,94.75,575,662.6,673.5,570,2026-06-16 16:00:26
AXISBANK,AXISBANKEQN,1363.4,-0.36,7709061,7709061,10503364340.67,1368.3,10-Jul-2026,,1418.3,1042.5,-4.9,1363.5,1365.7,1371.5,1349.2,2026-06-16 16:00:26
APOLLO,APOLLOEQN,435.95,3.39,23201520,23201520,10012151925.6,421.65,08-Sep-2025,,446.9,162.34,14.3,423.8,435.45,440,420,2026-06-16 16:00:26
