symbol,shortName,price,changePct,volume
LION,Lionsgate Studios Corp,16.36,13.85,16272281
MGNI,"Magnite, Inc.",18.55,10.75,6374344
SSRM,SSR Mining Inc.,31.83,9.99,3980357
CRWV,"CoreWeave, Inc.",117.03,9.67,41524609
BBWI,"Bath & Body Works, Inc.",21.07,8.27,8157815
RBLX,Roblox Corporation,49.34,8.06,13959322
INOD,Innodata Inc.,107.42,7.79,2290734
MWH,"SOLV Energy, Inc.",34.48,7.15,1611969
KRMN,Karman Holdings Inc.,51.7,7.11,4994829
EOSE,"Eos Energy Enterprises, Inc.",6.81,6.74,39015337
CARG,"CarGurus, Inc.",29.78,6.59,2108940
YSS,York Space Systems Inc.,32.49,6.52,1856008
HLNE,Hamilton Lane Incorporated,87.22,6.38,890453
TTWO,"Take-Two Interactive Software, ",229.97,6.35,3381022
PBLS,"Parabilis Medicines, Inc.",26.59,6.32,3370224
