symbol,shortName,price,changePct,volume
GIL,"Gildan Activewear, Inc.",50.34,-18.77,15737290
HUN,Huntsman Corporation,13.18,-17.05,26172079
AXTI,AXT Inc,93.04,-15.98,11413080
PLBL,Polibeli Group Ltd,7.56,-13.3,180435
AAOI,"Applied Optoelectronics, Inc.",170.81,-10.83,13010608
MRVL,"Marvell Technology, Inc.",278.67,-9.78,58399992
INFQ,"Infleqtion, Inc.",13.38,-9.72,12663403
SNAP,Snap Inc.,5.16,-9.63,92193086
AEHR,Aehr Test Systems,104.83,-9.54,1266852
CBOE,"Cboe Global Markets, Inc.",265.24,-9.45,2438383
VECO,Veeco Instruments Inc.,75.2,-9.44,2045077
LUNR,"Intuitive Machines, Inc.",23.36,-9.32,15781716
MPWR,"Monolithic Power Systems, Inc.",1498.77,-9.29,1038716
BLSH,Bullish,25.96,-9.23,2387442
POET,POET Technologies Inc.,12.645,-9.22,23768935
