symbol,shortName,price,changePct,volume
SLS,"SELLAS Life Sciences Group, Inc",12.39,17.66,20752482
LCID,"Lucid Group, Inc.",5.92,15.63,29914915
MRNA,"Moderna, Inc.",67.27,12.59,14417066
IBRX,"ImmunityBio, Inc.",8.71,11.81,36516565
CCC,CCC Intelligent Solutions Holdi,5.01,11.58,11260898
DKNG,DraftKings Inc.,25.7,11.26,16446946
CHYM,"Chime Financial, Inc.",20.32,11.22,16883338
FROG,JFrog Ltd.,87.58,11.14,19803660
FDS,FactSet Research Systems Inc.,231.74,10.97,1134472
BFLY,"Butterfly Network, Inc.",8.89,10.85,17027009
ABCL,AbCellera Biologics Inc.,7.38,10.81,15422090
FIG,"Figma, Inc.",18.62,10.57,31661263
NOW,"ServiceNow, Inc.",98.34,9.85,21277668
GWRE,"Guidewire Software, Inc.",121.48,10.34,3253169
BB,BlackBerry Limited,11.4,10.25,53666443
