symbol,shortName,price,changePct,volume
MAAS,Maase Inc.,12.77,-26.82,136167
ON,ON Semiconductor Corporation,90.65,-23.66,44050274
DSC,DSC Holdings Ltd. American Depositary Shares,7.25,-19.98,128368
BE,Bloom Energy Corporation,252.02,-18.49,57026801
RGC,Regencell Bioscience Holdings L,6.48,-13.48,494703
WDC,Western Digital Corporation,586.45,-13.17,21366429
STX,Seagate Technology Holdings PLC,899.9,-12.24,9175598
FORM,"FormFactor, Inc.",130.74,-12.11,10937967
TMDX,"TransMedics Group, Inc.",68.44,-11.97,3647518
CRDO,Credo Technology Group Holding ,238.0,-11.2,38419301
COCO,"The Vita Coco Company, Inc.",73.71,-10.71,3184769
SNDK,Sandisk Corporation,2090.71,-10.46,16567766
MOD,Modine Manufacturing Company,255.99,-9.76,9419951
POWL,"Powell Industries, Inc.",279.77,-9.52,2485541
DIOD,Diodes Incorporated,104.14,-9.42,2875685
