symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
AAL,"American Airlines Group, Inc.",17.87,0.3,1.71,155324882,81254350,11818953728
NOK,Nokia Corporation Sponsored,13.01,-0.97,-6.94,142315550,111056877,72628772864
HL,Hecla Mining Company,15.54,0.39,2.57,110144666,17196987,10422870016
NVDA,NVIDIA Corporation,192.53,-3.21,-1.64,177757849,161162906,4663269130240
AAPL,Apple Inc.,283.78,8.63,3.14,261244321,48929622,4167977926656
SOFI,"SoFi Technologies, Inc.",17.88,0.58,3.35,88180942,70068435,22935412736
INTC,Intel Corporation,128.32,-4.55,-3.42,98046468,135541179,644936368128
AMZN,"Amazon.com, Inc.",232.69,5.68,2.5,241155673,46794554,2503072022528
PLUG,"Plug Power, Inc.",2.54,-0.03,-1.17,73743119,74018743,3543475456
MSFT,Microsoft Corporation,372.97,20.14,5.71,181041665,36755416,2770583420928
SPCX,Space Exploration Technologies ,153.23,0.23,0.15,126431973,211974300,2018680635392
WULF,TeraWulf Inc.,25.83,-0.23,-0.88,66263597,29615625,12799607808
PATH,"UiPath, Inc.",10.53,0.6,6.04,62961401,35773435,5455805952
MU,"Micron Technology, Inc.",1132.33,-81.23,-6.69,84431604,51577108,1278845648896
NFLX,"Netflix, Inc.",73.81,2.91,4.1,71095451,40469811,310799040512
ONDS,Ondas Inc,7.83,0.15,2.02,101001314,66243554,4122814208
KDP,Keurig Dr Pepper Inc.,33.4,0.88,2.71,53646669,12229437,45442686976
BB,BlackBerry Limited,11.4,1.06,10.25,53666443,29919711,6681099264
T,AT&T Inc.,22.72,0.3,1.34,84785678,42415946,157866246144
AMD,"Advanced Micro Devices, Inc.",521.58,-10.99,-2.06,51570759,37200562,850488655872
BBD,Banco Bradesco Sa,3.46,0.11,3.28,51720526,31362322,36574662656
PLTR,Palantir Technologies Inc.,112.93,5.66,5.28,59985261,44651037,270728445952
CSCO,"Cisco Systems, Inc.",113.77,-5.2,-4.37,50087461,23404375,448417005568
GRAB,Grab Holdings Limited,3.55,0.09,2.6,46322180,54032470,14519499776
MARA,"MARA Holdings, Inc.",14.54,0.66,4.76,55062492,43152227,5543672832
