changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
101186,28-Jul-2026,Stock Futures,377034,802,-,0.61,661898.15828,797.1,275848,0,HDFCBANK,661898.15828,RR,796,126751,FUTSTKHDFCBANK28-07-2026XX0,FUTSTK,36.68
46713,28-Jul-2026,Index Futures,141010,24180,-,0.23,1140738.40892,24125.2,94297,0,NIFTY,1140738.40892,RR,24056,72399,FUTIDXNIFTY28-07-2026XX0,FUTIDX,49.54
46624,28-Jul-2026,Stock Futures,111984,1397.8,-,1.13,566996.745,1382.2,65360,0,ICICIBANK,566996.745,RR,1387,57875,FUTSTKICICIBANK28-07-2026XX0,FUTSTK,71.33
45142,28-Jul-2026,Stock Futures,154018,1323.5,-,0.1,369334.5642,1322.2,108876,0,RELIANCE,369334.5642,RR,1316.5,55621,FUTSTKRELIANCE28-07-2026XX0,FUTSTK,41.46
28054,28-Jul-2026,Stock Futures,58066,4223.8,-,0.58,252510.50343,4199.4,30012,0,LT,252510.50343,RR,4202.1,34005,FUTSTKLT28-07-2026XX0,FUTSTK,93.48
25072,28-Jul-2026,Stock Futures,51289,3595.2,-,3.67,196465.62269,3467.8,26217,0,TVSMOTOR,196465.62269,RR,3578,31299,FUTSTKTVSMOTOR28-07-2026XX0,FUTSTK,95.63
24552,28-Jul-2026,Stock Futures,52181,411,-,0.69,237108.7392,408.2,27629,0,KOTAKBANK,237108.7392,RR,409.75,28753,FUTSTKKOTAKBANK28-07-2026XX0,FUTSTK,88.86
21385,28-Jul-2026,Stock Futures,60722,1050.5,-,0.82,231474.65017,1042,39337,0,SBIN,231474.65017,RR,1045.2,29279,FUTSTKSBIN28-07-2026XX0,FUTSTK,54.36
20991,28-Jul-2026,Stock Futures,49136,13866,-,4.04,232250.1342,13327,28145,0,MARUTI,232250.1342,RR,13753,33560,FUTSTKMARUTI28-07-2026XX0,FUTSTK,74.58
20249,28-Jul-2026,Stock Futures,69437,3170,-,3.74,197555.62964,3055.6,49188,0,M&M,197555.62964,RR,3185.3,31259,FUTSTKM&M28-07-2026XX0,FUTSTK,41.17
16559,28-Jul-2026,Stock Futures,34252,2190,-,0.74,140175.94371,2173.9,17693,0,HINDUNILVR,140175.94371,RR,2177,21241,FUTSTKHINDUNILVR28-07-2026XX0,FUTSTK,93.59
15464,28-Jul-2026,Stock Futures,39445,5456,-,5.03,203170.02639,5194.6,23981,0,INDIGO,203170.02639,RR,5462,25054,FUTSTKINDIGO28-07-2026XX0,FUTSTK,64.48
15354,28-Jul-2026,Stock Futures,36637,3144.7,-,0.04,135697.8434,3143.4,21283,0,GRASIM,135697.8434,RR,3129.9,17207,FUTSTKGRASIM28-07-2026XX0,FUTSTK,72.14
15186,28-Jul-2026,Index Futures,41837,58660,-,0.19,455566.90032,58547.2,26651,0,BANKNIFTY,455566.90032,RR,58177.05,25840,FUTIDXBANKNIFTY28-07-2026XX0,FUTIDX,56.98
14558,28-Jul-2026,Stock Futures,28827,11568,-,0.41,104187.57435,11521,14269,0,ULTRACEMCO,104187.57435,RR,11455,17910,FUTSTKULTRACEMCO28-07-2026XX0,FUTSTK,102.03
12831,28-Jul-2026,Stock Futures,33790,9823,-,2.31,143062.74072,9601,20959,0,BAJAJ-AUTO,143062.74072,RR,9850,19428,FUTSTKBAJAJ-AUTO28-07-2026XX0,FUTSTK,61.22
12481,28-Jul-2026,Stock Futures,24269,7662,-,0.41,129241.3644,7630.5,11788,0,EICHERMOT,129241.3644,RR,7600,16728,FUTSTKEICHERMOT28-07-2026XX0,FUTSTK,105.88
12197,28-Jul-2026,Stock Futures,26039,4862,-,0.52,131327.09512,4837,13842,0,HEROMOTOCO,131327.09512,RR,4908.7,17725,FUTSTKHEROMOTOCO28-07-2026XX0,FUTSTK,88.12
11642,25-Aug-2026,Stock Futures,13749,1058.05,-,0.97,97500.7449,1047.85,2107,0,SBIN,97500.7449,RR,1045.2,12237,FUTSTKSBIN25-08-2026XX0,FUTSTK,552.54
10643,28-Jul-2026,Stock Futures,16900,3121,-,0.39,105468.6096,3108.9,6257,0,KAYNES,105468.6096,RR,3261,21960,FUTSTKKAYNES28-07-2026XX0,FUTSTK,170.1
10103,28-Jul-2026,Stock Futures,28995,79.75,-,0.14,94741.65043,79.64,18892,0,IDFCFIRSTB,94741.65043,RR,79.39,12778,FUTSTKIDFCFIRSTB28-07-2026XX0,FUTSTK,53.48
9830,28-Jul-2026,Stock Futures,33678,1031,-,0.99,134807.1648,1020.85,23848,0,SHRIRAMFIN,134807.1648,RR,1030.8,15736,FUTSTKSHRIRAMFIN28-07-2026XX0,FUTSTK,41.22
9588,28-Jul-2026,Stock Futures,22791,281.5,-,0.02,104180.35036,281.45,13203,0,BANKBARODA,104180.35036,RR,279.5,12654,FUTSTKBANKBARODA28-07-2026XX0,FUTSTK,72.62
9356,28-Jul-2026,Index Options,81261,73.4,Call,2.02,4294.02201,71.95,71905,25000,NIFTY,4294.02201,RR,24056,77729,OPTIDXNIFTY28-07-2026CE25000,OPTIDX,13.01
9280,28-Jul-2026,Stock Futures,23748,610.8,-,1.72,81576.11056,600.5,14468,0,SBICARD,81576.11056,RR,624.6,16534,FUTSTKSBICARD28-07-2026XX0,FUTSTK,64.14
