symbol,regPrice,postPrice,postChange,direction
ARM,418.88,431.62,3.04,UP
MU,1043.19,1072.73,2.83,UP
MRVL,289.54,297.3,2.68,UP
AMAT,592.92,608.0,2.54,UP
INTC,121.1,123.98,2.38,UP
LRCX,374.18,382.91,2.33,UP
SEZL,146.73,150.0,2.23,UP
DELL,419.32,428.61,2.22,UP
KLAC,238.73,244.01,2.21,UP
SMCI,27.78,28.39,2.19,UP
SNDK,1958.8,2001.38,2.17,UP
STX,1066.07,1089.0,2.15,UP
PATH,10.23,10.45,2.15,UP
