symbol,shortName,price,changePct,volume
SLBT,SL Science Holding Limited Ordinary Shares,6.38,-28.23,1379063
RGC,Regencell Bioscience Holdings L,14.82,-11.42,196773
CVNA,Carvana Co.,62.86,-10.25,17167250
MBLY,Mobileye Global Inc.,8.73,-9.25,8337817
KMX,CarMax Inc,47.43,-8.98,9637457
RXO,"RXO, Inc.",24.82,-8.78,1965473
ARCB,ArcBest Corporation,145.85,-8.73,734146
ENLT,Enlight Renewable Energy Ltd.,80.53,-8.36,395887
BLSH,Bullish,23.86,-8.09,2679101
WING,Wingstop Inc.,150.05,-7.79,795642
DKNG,DraftKings Inc.,26.32,-7.68,12929000
SATS,EchoStar Corporation,111.7,-7.66,13273311
RH,RH,135.67,-7.65,911166
FIGR,"Figure Technology Solutions, In",27.4,-7.59,5616118
EFX,"Equifax, Inc.",154.84,-7.35,1548444
