symbol,shortName,price,changePct,volume
QURE,uniQure N.V.,48.16,78.44,19582704
MAAS,Maase Inc.,17.94,12.97,95206
BHVN,Biohaven Ltd.,13.62,12.66,6979544
EOSE,"Eos Energy Enterprises, Inc.",7.6,11.6,47133835
MRNA,"Moderna, Inc.",61.8,11.55,12385672
NAVN,"Navan, Inc.",20.99,10.3,8071928
FRMI,Fermi Inc.,8.66,9.9,39134605
HOOD,"Robinhood Markets, Inc.",105.2,8.78,70301456
SIMO,Silicon Motion Technology Corpo,307.12,8.65,1087676
KOD,Kodiak Sciences Inc,35.71,8.41,885118
USAR,"USA Rare Earth, Inc.",23.55,8.33,19474815
RARE,Ultragenyx Pharmaceutical Inc.,26.91,8.29,3242945
WOLF,"Wolfspeed, Inc.",48.69,8.2,7632797
OCUL,"Ocular Therapeutix, Inc.",9.64,7.83,7389322
CHRN,ChronoScale Corporation,20.61,7.74,351986
