symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
HEROMOTORS,EQ,141.69,23.61,  19.99,20,141.69,126.6,141.69,80.5,1026.18013,1418.1809396600001
LALITHAA,EQ,366.5,-4,  -1.08,5,389,355.2,389,240.35,119.64094,443.401287734
AHCL,EQ,31.51,2.86,   9.98,10,31.51,27.71,31.51,10.37,802.10539,242.957722631
STLNETWORK,EQ,54.61,2.6,   5.00,5,54.61,52.4,54.61,15.75,89.81723,48.618066599
IBULLSLTD,EQ,29.83,1.42,   5.00,5,29.83,28.41,32.5,8.9,141.85546,42.045958344
KABRAEXTRU,EQ,846.4,40.3,   5.00,5,846.4,807,846.4,180,4.54583,38.176334923
CUBEXTUB,EQ,152.24,13.84,  10.00,10,152.24,130.05,152.24,73.1,25.79721,37.839347628
BHAGERIA,EQ,394.95,35.3,   9.82,10,395.6,361,395.6,127.51,9.33103,36.482461094
AVADHSUGAR,EQ,796.5,72.4,  10.00,10,796.5,720.65,884.8,306.05,4.65223,36.281346101
MVKAGRO,SM,230.8,10.85,   4.93,5,230.9,224.5,819,152.05,11.487,26.5177395
JSIPL,BE,138.91,6.61,   5.00,5,138.91,134.95,138.91,120,19.02123,26.386250256
ADSL,EQ,115.52,19.25,  20.00,20,115.52,97,204.65,86.27,22.4406,24.655487219999998
BIRLACABLE,EQ,362.45,17.25,   5.00,5,362.45,331,418.8,104,4.88468,17.155973096
SAHASRA,SM,428.85,20.4,   4.99,5,428.85,391.3,428.85,188.35,4.084,16.9269548
VIDYAWIRES,EQ,90.54,4.31,   5.00,5,90.54,85.1,117.35,42.51,18.22959,16.402985082
SPECTRAA,ST,247.15,11.75,   4.99,5,247.15,240.2,247.15,224.2,3.156,7.7918484
EKI,EQ,101.22,2.18,   2.20,10,108.94,96.25,108.94,67,7.22768,7.575331407999999
DAVANGERE,EQ,2.4,0.21,   9.59,10,2.4,2.15,5.5,1.74,287.93669,6.680131208
BPLPHARMA,EQ,1898,316.3,  20.00,20,1898,1570.1,1898,1125.7,0.35202,6.4058487479999995
SPECTRUM,BE,3524.1,167.8,   5.00,5,3524.1,3300,3524.1,1050,0.16796,5.899477428
ESAFSFB,BE,42.86,2.04,   5.00,5,42.86,40.5,44.99,19.78,11.95142,5.011230406
GANESHBE,BE,132.5,6.01,   4.75,5,132.81,125.1,135.85,68.4,3.52767,4.63535838
THOMASCOTT,EQ,246.9,11.9,   5.06,20,282,232.9,459.8,221.8,1.60337,4.016602187
ACSTECH,BE,84.38,4.01,   4.99,5,84.38,80,84.38,31.71,4.3083,3.5905372200000003
SWARAJ,BE,338.6,16.1,   4.99,5,338.6,338,386.75,158.5,1.01892,3.449757444
KRONOX,BE,206.58,9.83,   5.00,5,206.58,198.01,223.42,96,1.4526,2.9945349
OCCLLTD,BE,167.67,7.98,   5.00,5,167.67,156.41,183.03,75.71,1.56212,2.610614944
PATILAUTOM,ST,352.4,16.75,   4.99,5,352.4,319,370,112.05,0.762,2.6103072
SUMEETINDS,EQ,12.18,0.58,   5.00,5,12.18,11.67,35.67,9.26,19.17462,2.306706786
RKEC,EQ,24.4,1.56,   6.83,20,27.4,23.52,80.95,17.4,7.68771,1.9880418059999998
