symbol,shortName,price,changePct,volume
SPCX,Space Exploration Technologies ,154.6,-16.43,165553299
RGC,Regencell Bioscience Holdings L,10.51,-12.49,533731
AGI,Alamos Gold Inc.,32.04,-11.83,16746220
AVAV,"AeroVironment, Inc.",151.33,-10.78,2315263
GFI,Gold Fields Limited,34.63,-10.29,5739025
ASTS,"AST SpaceMobile, Inc.",73.19,-9.26,28024133
CAVA,"CAVA Group, Inc.",80.88,-9.31,2607013
RDW,Redwire Corporation,13.02,-9.27,29713361
NN,NextNav Inc.,16.52,-9.13,4056354
FUN,Six Flags Entertainment Corpora,22.71,-8.94,2297894
RIVN,"Rivian Automotive, Inc.",15.1,-8.6,26700065
RBLX,Roblox Corporation,47.27,-8.27,21730543
VOYG,"Voyager Technologies, Inc.",34.57,-7.99,2762237
RHI,Robert Half Inc.,29.11,-7.85,1489604
AAP,Advance Auto Parts Inc.,55.42,-7.79,1639204
