symbol,shortName,price,changePct,volume
DFTX,"Definium Therapeutics, Inc.",36.67,49.8,20031362
APGE,"Apogee Therapeutics, Inc.",132.55,46.66,61218507
ORKA,"Oruka Therapeutics, Inc.",85.38,18.03,4200169
BWIN,"The Baldwin Insurance Group, In",23.52,16.21,4705165
SMCI,"Super Micro Computer, Inc.",35.46,15.66,124395469
KLRA,"Kailera Therapeutics, Inc.",22.88,14.97,712899
BHVN,Biohaven Ltd.,15.5,14.22,5330606
UMC,United Microelectronics Corpora,27.5,14.2,23687498
SYRE,"Spyre Therapeutics, Inc.",100.32,13.56,2768929
VIAV,Viavi Solutions Inc.,52.94,12.23,9252235
RCUS,"Arcus Biosciences, Inc.",27.23,12.01,2926117
CRDO,Credo Technology Group Holding ,302.52,11.29,9365047
TE,T1 Energy Inc.,10.4,11.23,45341465
PAYP,PayPay Corporation - American D,13.72,10.91,2268486
TSEM,Tower Semiconductor Ltd.,316.85,10.5,3013109
