symbol,shortName,price,changePct,volume
LCID,"Lucid Group, Inc.",7.36,13.93,47786233
SLS,"SELLAS Life Sciences Group, Inc",13.19,12.26,11231556
ORKA,"Oruka Therapeutics, Inc.",92.7,11.63,2804544
DNTH,"Dianthus Therapeutics, Inc.",105.6,10.75,1017100
COAG,"Hemab Therapeutics Holdings, In",49.29,10.69,318407
TRVI,"Trevi Therapeutics, Inc.",19.07,9.85,8309900
TRV,"The Travelers Companies, Inc.",368.98,9.22,4281349
SION,"Sionna Therapeutics, Inc.",49.41,9.1,1139271
BHVN,Biohaven Ltd.,15.44,8.96,3172145
VG,"Venture Global, Inc.",13.8,8.92,20434715
MBX,"MBX Biosciences, Inc.",62.92,7.89,886002
IOVA,"Iovance Biotherapeutics, Inc.",5.0,7.3,23128414
AGL,"agilon health, inc.",129.84,7.11,344825
PTGX,"Protagonist Therapeutics, Inc.",140.91,6.73,519048
FRVO,Fervo Energy Company,24.65,6.66,2497566
