symbol,shortName,price,changePct,volume
ISRG,"Intuitive Surgical, Inc.",345.42,-14.15,11547187
CDNS,"Cadence Design Systems, Inc.",330.11,-9.47,5176142
PENG,"Penguin Solutions, Inc.",60.41,-8.43,4107941
SNPS,"Synopsys, Inc.",384.275,-7.85,4951945
NFLX,"Netflix, Inc.",68.95,-7.26,141231076
CSW,"CSW Industrials, Inc.",279.27,-7.12,205738
SNEX,StoneX Group Inc.,102.99,-7.12,1305061
QXO,"QXO, Inc.",14.4,-6.61,17231114
MARA,"MARA Holdings, Inc.",10.69,-6.39,43030675
FIGR,"Figure Technology Solutions, In",28.97,-6.15,2130032
AA,Alcoa Corporation,43.98,-6.13,11662743
AXON,"Axon Enterprise, Inc.",510.28,-5.81,830913
HOOD,"Robinhood Markets, Inc.",99.96,-5.72,26994969
RYAAY,Ryanair Holdings plc,62.57,-5.71,1375198
MAAS,Maase Inc.,19.76,-5.68,220719
