symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
RELAXO,EQ,439.95,73.3,  19.99,20,439.95,363.7,526,236.5,357.46124,1503.696452184
LASERPOWER,EQ,288.66,26.24,  10.00,10,288.66,270.5,288.66,250,80.20732,225.87985458400001
WEBELSOLAR,EQ,104.29,4.96,   4.99,5,104.29,99.7,157.3,50.4,35.27345,36.250524565
IZMO,EQ,1116,-3.5,  -0.31,5,1175.4,1112.3,1374.7,350.05,2.33254,26.778958724000002
MON100,EQ,332.9,-0.71,  -0.21,20,332.9,330.27,342.55,191.12,4.4448,14.793183359999999
MAFANG,EQ,201,1.58,   0.79,20,201.85,194.43,208.38,147.44,4.92051,9.913843548000001
GAUDIUMIVF,BE,143.78,6.84,   4.99,5,143.78,137.55,143.78,69.18,4.11415,5.899279685
IWARE,ST,530,16.25,   3.16,5,539.4,506,539.4,85,1.056,5.593104
MENONBE,BE,199.67,9.5,   5.00,5,199.67,195,199.67,101.5,2.31637,4.613514129
BIRDYS,ST,92.1,4.2,   4.78,5,92.25,84.7,154,84.7,5.208,4.4627352
PIONRINV,EQ,99.01,5.32,   5.68,20,112.42,97.3,135.44,77.01,3.52209,3.813366843
RUBYMILLS,BE,415,14.05,   3.50,5,420.95,402.95,420.95,169.02,0.66281,2.759211749
JITFINFRA,EQ,369.6,9.95,   2.77,5,377.6,359.6,478,222.35,0.66917,2.496405602
AKIKO,ST,320.05,15.2,   4.99,5,320.05,304.85,320.05,62,0.64,2.030976
MASPTOP50,EQ,80.54,0.73,   0.91,20,80.54,80.15,82.78,56.22,2.26843,1.826539836
SSFL,ST,284.45,13.5,   4.98,5,284.45,262.1,295.1,86,0.56,1.55148
DBOL,BE,112,5.17,   4.84,5,112.17,107.1,130.73,69,1.33968,1.473380064
PRADPME,BE,547.95,23.25,   4.43,5,550.9,535,596,357.05,0.2604,1.4284762800000002
SVLL,BE,745.3,35.45,   4.99,5,745.3,711,897.45,445.15,0.18844,1.39944966
KANORICHEM,BE,141.78,6.75,   5.00,5,141.78,136,141.78,56,0.83961,1.175202117
HILTON,BE,24.21,0.27,   1.13,5,25.13,24.1,56.09,13.43,4.28851,1.0674101390000001
MAHKTECH,EQ,23.44,0.3,   1.30,20,23.44,23.44,35.59,20.51,4.5411,1.06443384
LAXMIINDIA,BE,111,3.47,   3.23,5,112.9,106.5,180.9,71.06,0.77402,0.854672884
YAAP,ST,165.25,7.85,   4.99,5,165.25,160.95,214.4,127,0.5,0.8202
MARC,ST,95.3,4.5,   4.96,5,95.3,92.35,97.5,40.75,0.852,0.8094
COOLCAPS,ST,21,0,   0.00,5,22.05,20,99.5,20,3.6,0.7524
GLOBALPET,ST,151.25,7.2,   5.00,5,151.25,145,164.75,85,0.48,0.7224
AVANA,ST,152.5,6.5,   4.45,5,153.3,139.5,159,60.1,0.46,0.686228
ANLON,ST,654.2,31.15,   5.00,5,654.2,606.95,748,335,0.108,0.681156
MODINATUR,BE,419,18.2,   4.54,5,420.8,402.6,524.8,252.3,0.15793,0.657241488
SHERA,ST,171.35,8.15,   4.99,5,171.35,168,183.15,94.95,0.3,0.51186
MUNISH,ST,70.4,0.35,   0.50,5,73.55,70.4,143,50.2,0.612,0.449514
KHADIM,BE,99.24,4.72,   4.99,5,99.24,92.55,311.1,77.47,0.38605,0.37624432999999996
DHARAN,BZ,0.16,0.01,   6.67,5,0.16,0.15,0.61,0.11,242.92862,0.36439293
MONQ50,EQ,142.92,-0.88,  -0.61,20,142.92,142.92,147.24,75.35,0.23927,0.34196468399999996
REXPRO,SM,43.2,2.05,   4.98,5,43.2,41.15,94.2,38,0.75,0.3165
PARTH,ST,422.6,20.1,   4.99,5,422.6,401,484,169,0.068,0.28254
NAVKARURB,BE,1.16,0.05,   4.50,5,1.16,1.07,2.93,0.7,19.9219,0.22910185
MMWL,BE,14.14,0.67,   4.97,5,14.14,13.31,16.34,9.02,1.55717,0.219249536
LEXUS,EQ,16.01,1.12,   7.52,10,16.37,15.32,39.25,12.74,1.33883,0.2142128
NOVAAGRI,BE,23.73,1.12,   4.95,5,23.74,22.06,62.84,18.12,0.78258,0.18061946399999998
SUTLEJTEX,BE,39.26,0.4,   1.03,5,40.8,38.62,49.5,24,0.3968,0.15618048
ESCONET,ST,133.1,6.3,   4.97,5,133.1,128.95,280,91.25,0.116,0.1540132
GVKPIL,BE,2.52,0.04,   1.61,2,2.52,2.45,4.19,2.37,5.8884,0.14721
SHARDUL,BE,51.32,2.44,   4.99,5,51.32,49,51.32,23.05,0.25077,0.128444394
CAPTRUST,EQ,13.33,0.63,   4.96,5,13.33,12.7,48.03,10.98,0.92471,0.12261654599999999
KSR,EQ,31.24,1.48,   4.97,5,31.24,28.54,39.1,14.04,0.32415,0.099027825
UTKAL,SM,30.15,1.4,   4.87,5,30.15,30.15,66,22.6,0.28,0.08442
GRANDOAK,EQ,44.21,2.1,   4.99,5,44.21,43.65,55.76,24,0.18711,0.082683909
JEYYAM,ST,27.15,1.25,   4.83,5,27.15,27.15,74.5,21.6,0.3,0.08145
SEL,ST,233.6,11.1,   4.99,5,233.6,213,277.95,115.25,0.034,0.0752828
SNEHAA,ST,48.45,1.1,   2.32,5,49.7,47.5,122,35.5,0.14,0.069104
PILITA,BE,9.02,0.09,   1.01,5,9.37,8.9,15.9,6.2,0.69648,0.06282249599999999
NEUEON,BE,14.21,0.67,   4.95,5,14.21,14.21,27.4,5.76,0.38243,0.054343303
ARVINDPORT,ST,30.25,1.4,   4.85,5,30.25,27.6,71.25,24.4,0.18,0.053424
ROXHITECH,ST,37.8,1.8,   5.00,5,37.8,37.8,55,22.95,0.112,0.042336
DEEM,ST,55.9,1.2,   2.19,5,57.4,53.05,65.8,29.35,0.07,0.039284
MPEL,ST,41.45,1.95,   4.94,5,41.45,39,153.9,38.95,0.096,0.0380256
MOBILISE,ST,118.65,5.65,   5.00,5,118.65,109,125.9,45,0.032,0.0364224
TCIFINANCE,BE,15.71,0.43,   2.81,5,16.04,14.75,38.46,10,0.22235,0.034397545
VIVIMEDLAB,BE,5.24,0.16,   3.15,5,5.33,5.09,29.4,5.05,0.59908,0.0314517
SYNOPTICS,ST,75.8,3.6,   4.99,5,75.8,71,112.35,39.65,0.042,0.030828
PARAMOUNT,ST,38,1.8,   4.97,5,38,36.7,73.9,33.5,0.06,0.022644
STUDIOLSD,ST,9.1,0.4,   4.60,5,9.1,9.05,43.2,7.15,0.18,0.016362
WHITEFORCE,ST,44.3,2.1,   4.98,5,44.3,44.3,94.8,28.25,0.032,0.014176
SABAR,SM,4.7,0.2,   4.44,5,4.7,4.65,9.55,3.95,0.3,0.01395
SATIPOLY,ST,39.15,1.85,   4.96,5,39.15,38.5,94.3,27.15,0.035,0.013657
PRECISION,SM,6.95,0.3,   4.51,5,6.95,6.45,28.4,6.2,0.2,0.01362
SANWARIA,BZ,0.21,0.01,   5.00,2,0.21,0.2,0.39,0.19,5.89341,0.01178682
AILIMITED,ST,37.9,1.8,   4.99,5,37.9,37.9,62.7,23.75,0.03,0.01137
ASPIRE,SM,13.5,0.6,   4.65,5,13.5,13.5,29.1,10.2,0.08,0.0108
AISL,SM,56.7,2.7,   5.00,5,56.7,56.7,112.95,49,0.018,0.010206
BANKA,BE,93.45,4.45,   5.00,5,93.45,88,97.88,41,0.01048,0.009480208
SVPGLOB,BE,3.99,0.13,   3.37,5,4.05,3.73,6.89,2.18,0.24605,0.0093499
SWASTIK,ST,17.95,0.85,   4.97,5,17.95,17.95,36.95,12.5,0.036,0.006462
WINSOME,BZ,2.21,0.04,   1.84,2,2.21,2.21,2.63,1.59,0.27852,0.006155292
SMVD,SM,14.6,0.65,   4.66,5,14.6,14.6,14.6,5.6,0.0404,0.0058984
21STCENMGM,EQ,33.72,0.66,   2.00,2,33.72,33.06,62.03,28.25,0.01512,0.005096952
FEL,BZ,0.37,0,   0.00,2,0.38,0.37,0.65,0.34,1.18551,0.004386387
SHRENIK,BZ,0.36,0.01,   2.86,5,0.36,0.35,0.65,0.34,1.06601,0.0037310349999999997
GSTL,ST,17,0.8,   4.94,5,17,17,37.65,5.95,0.02,0.0034
EUROTEXIND,BE,13.44,0.23,   1.74,5,13.87,13.44,23.8,11.83,0.01902,0.00257721
ANKITMETAL,BZ,1.45,0,   0.00,5,1.52,1.41,2.12,1.29,0.05656,0.00082012
ANSALAPI,BZ,2.78,0.05,   1.83,2,2.78,2.78,5.97,2.51,0.0151,0.00041978
