symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
JINDWORLD,EQ,48.22,8.03,  19.98,20,48.22,40.52,48.22,17.85,1108.19795,509.32777782
HIKAL,EQ,240.72,40.12,  20.00,20,240.72,201.15,282.7,146.25,201.9581,466.30105709
RBZJEWEL,EQ,193.76,32.29,  20.00,20,193.76,160,193.76,100,116.94931,212.882828993
BODALCHEM,EQ,150.2,4.75,   3.27,10,159.99,145.8,159.99,42.81,106.96354,164.702458892
SBCL,EQ,1155.9,105,   9.99,10,1155.9,1052,1155.9,368.6,6.75189,74.693458314
SUDEEPPHRM,EQ,1292,58,   4.70,5,1295.7,1238,1295.7,524.05,3.69818,47.01496234
CEMPRO,EQ,1297.5,61.7,   4.99,5,1297.5,1227.5,1649.2,503.3,3.40226,43.807839986000005
SETL,EQ,387.15,12.2,   3.25,5,393.65,369.05,393.65,104.56,10.63766,40.897547636
SHANTIGEAR,EQ,582.8,52.95,   9.99,10,582.8,529.85,592,384,6.17083,35.492145828
WEBELSOLAR,EQ,77.31,3.45,   4.67,5,77.55,74.05,141.5,50.4,40.52225,31.11298355
WEL,EQ,79.6,3.62,   4.76,5,79.77,77,183.53,75.01,33.3604,26.381404319999998
RHETAN,EQ,23.12,2.1,   9.99,10,23.12,23.11,34.87,19.1,105.26861,24.327575771
PVP,EQ,64.9,3.09,   5.00,5,64.9,59.44,71.9,20.93,34.0624,21.48315568
ONIXSOLAR,EQ,384,18.25,   4.99,5,384,373,393.95,262.45,4.04235,15.443798175
MON100,EQ,323.86,-4.97,  -1.51,20,323.86,323.86,342.55,200.7,4.18043,13.538740597999999
AEROPLANE,EQ,188,8.75,   4.88,5,188.21,177.07,206.9,117.02,6.33269,11.626185570999999
BHAGERIA,BE,290.15,13.8,   4.99,5,290.15,277,290.15,127.51,3.90157,11.233400344
GVPIL,EQ,663.75,31.6,   5.00,5,663.75,635.6,1084,270.9,1.48155,9.70859715
BESTAGRO,EQ,20.4,1.58,   8.40,10,20.7,19.86,34.4,12.3,44.6164,9.08836068
LOTUSDEV,BE,184.74,8.79,   5.00,5,184.74,174.25,207.5,102.2,4.698,8.5827762
OAL,EQ,503.7,45.75,   9.99,10,503.7,460,503.7,228,1.62215,7.982113505
MANAKSTEEL,EQ,110,0.7,   0.64,5,114.76,106.1,114.76,45.11,6.56021,7.3972927959999994
ONEGLOBAL,EQ,527.15,25.1,   5.00,5,527.15,494,580,494,1.32633,6.920789940000001
BIRLACABLE,BE,358.65,17.05,   4.99,5,358.65,347.2,358.65,104,1.72631,6.148253065
BIRLAPREC,EQ,51.67,8.61,  20.00,20,51.67,42.75,51.67,32.25,9.84427,4.964465361
VENUSREM,BE,1701.9,81,   5.00,5,1701.9,1620,2044.3,424,0.28866,4.882106579999999
WAAREEINDO,EQ,275.5,10.55,   3.98,5,278.15,265.75,725,261.2,1.77423,4.8809067299999995
TIL,BE,245,11.66,   5.00,5,245,235.15,371.95,161.25,1.57841,3.853372333
MENONBE,BE,308.55,14.65,   4.98,5,308.55,289,308.55,101.5,1.18744,3.57538184
AQYLON,EQ,21.64,1.03,   5.00,5,21.64,19.66,224.7,19.66,15.8272,3.3569491200000003
COFFEEDAY,BE,31.3,1.49,   5.00,5,31.3,28.56,50.77,21,10.70286,3.3103945980000002
CALSOFT,BE,43.13,2.05,   4.99,5,43.13,42,43.13,10.9,7.08394,3.052469746
RSWM,BE,217.28,10.34,   5.00,5,217.28,210.6,238,120,1.37349,2.979374508
VALIANTORG,BE,316.15,15.05,   5.00,5,316.15,302.05,397,195,0.84153,2.626246824
HPTL,SM,333.25,2.5,   0.76,5,347.25,315.95,360,190,0.792,2.5236288
SPECTRUM,BE,2255.7,107.4,   5.00,5,2255.7,2105,2637.2,1050,0.10571,2.368210559
SILKFLEX,SM,274.6,13.05,   4.99,5,274.6,273,274.6,76,0.8,2.19648
UNIVASTU,BE,165.31,4.61,   2.87,5,168.73,157.09,178.98,56.02,1.31098,2.1696719
MAFANG,EQ,207.08,-2.31,  -1.10,20,207.08,207.08,211.56,149.74,0.91287,1.890371196
RAJESHEXPO,BZ,83.46,3.97,   4.99,5,83.46,80,237.88,72.63,2.15145,1.78355205
MANORG,EQ,487.55,8.9,   1.86,5,502.55,474.95,635,356.25,0.30981,1.5233357699999999
GPECO,ST,422.3,20.1,   5.00,5,422.3,402.1,616.5,264.05,0.346,1.4513316
MAZDA,BE,273.8,12.5,   4.78,5,274.35,256.3,308,159.2,0.52375,1.40962075
METALIC,ST,135.1,2.8,   2.12,5,138.9,127.25,161.95,81.4,1.04,1.38944
KORE,SM,113,-1.05,  -0.92,10,125.45,108,212.3,85,1.0925,1.2815025
BIKEWO,ST,101.4,-3.3,  -3.15,5,109.9,101.4,115.8,13.65,1.08,1.134108
DAICHI,EQ,369.9,17.6,   5.00,5,369.9,355.95,369.9,229.9,0.27561,1.0141345560000001
EFFWA,ST,366,13.2,   3.74,5,370.4,353.9,399.95,165,0.256,0.9370624
KALYANIFRG,BE,1119.9,6.25,   0.56,5,1169.3,1115.1,1192.25,523.6,0.07968,0.9113160960000001
AKI,EQ,6.57,1.09,  19.89,20,6.57,6.57,10.48,3.8,12.9199,0.8488374300000001
BULKCORP,ST,75.6,3.6,   5.00,5,75.6,74,86.95,38.05,1.092,0.8251152
CYBERMEDIA,EQ,23.88,3.98,  20.00,20,23.88,20.8,23.88,11.3,3.23193,0.763705059
SHALPAINTS,BE,81.55,3.88,   5.00,5,81.55,79.4,95.95,35.21,0.9127,0.74375923
ICDSLTD,EQ,64.96,5.9,   9.99,10,64.96,62.6,64.96,36.4,1.09707,0.706951908
MASPTOP50,EQ,79.26,-0.96,  -1.20,20,79.26,79.26,82.78,63.19,0.8842,0.7008169200000001
KSHITIJPOL,EQ,3.15,0.15,   5.00,5,3.15,3.15,7.2,1.88,21.05614,0.6632684099999999
SHREEDHAR,ST,109.05,-2.15,  -1.93,5,116.75,109.05,128,54.4,0.56,0.629272
TIJARIA,EQ,9.09,1.51,  19.92,20,9.09,7.78,9.09,3.55,6.71916,0.593301828
MAHKTECH,EQ,22.26,-0.24,  -1.07,20,22.26,22.26,35.59,21,2.46332,0.548335032
POLYSIL,SM,67.05,3.15,   4.93,5,67.05,67,356.75,47.25,0.81,0.543024
OPTIFIN,EQ,14.91,1.75,  13.30,20,15.79,12.85,15.79,11.25,3.53825,0.52861455
GSLSU,EQ,27.02,1.28,   4.97,5,27.02,25.8,139.67,23.06,1.95129,0.525092139
IWARE,ST,462.25,22,   5.00,5,462.25,447.95,539.4,119.05,0.114,0.522462
VILINBIO,SM,51.7,2.45,   4.97,5,51.7,50,54.4,18.95,1,0.5144
AEPL,EQ,17.2,2.12,  14.06,20,18.09,15.1,20.25,13.25,2.68429,0.454181868
VALIANTLAB,BE,100.93,4.8,   4.99,5,100.93,99,110.7,49.51,0.44968,0.449994776
KOTYARK,BE,32.16,1.53,   5.00,5,32.16,30.05,45.5,17.38,1.32993,0.421853796
NATCAPSUQ,BE,226.98,10.8,   5.00,5,226.98,218.5,296,136.36,0.18619,0.420956971
RUCHINFRA,EQ,6.08,0.55,   9.95,20,6.63,5.57,8.25,4.05,6.80209,0.418328535
ALPHAGEO,BE,315,15,   5.00,5,315,302.2,368,164.8,0.13073,0.408282863
COOLCAPS,ST,23.5,1,   4.44,5,23.6,22,99.5,19,1.7125,0.39164875
AKSHARCHEM,BE,424,20.15,   4.99,5,424,424,424,141.3,0.08564,0.3631136
CONSOFINVT,BE,278,11.75,   4.41,5,279.55,270.1,320,152,0.12659,0.35356587
MAL,SM,34.75,3.15,   9.97,10,34.75,32.75,63.25,28.95,1.04,0.35308
DHARAN,BZ,0.14,0.01,   7.69,5,0.14,0.13,0.61,0.11,263.52664,0.342584632
SOMATEX,EQ,92.75,4.41,   4.99,5,92.75,88.87,161.25,62.15,0.35251,0.32325167
UEL,EQ,230.1,10.95,   5.00,5,230.1,223.53,284.2,92.32,0.13528,0.309425944
PENINLAND,BE,16.24,0.75,   4.84,5,16.26,15.49,37.98,13.82,1.83633,0.29436369900000003
DYNAMIC,ST,141.8,6.75,   5.00,5,141.8,137,183.9,84.7,0.205,0.2869795
FILATFASH,EQ,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,159.13721,0.28644697799999996
SICALLOG,BE,108.88,5.18,   5.00,5,108.88,108.88,122.5,60.11,0.24495,0.26670156
