symbol,shortName,price,changePct,volume
MSTR,Strategy Inc,144.82,17.56,44800410
SMMT,Summit Therapeutics Inc.,17.13,17.33,14880873
HCM,HUTCHMED (China) Limited,14.11,17.19,510808
HOOD,"Robinhood Markets, Inc.",124.72,16.57,51371826
SNOW,Snowflake Inc.,356.47,16.55,21794631
CRCL,"Circle Internet Group, Inc.",103.23,16.46,24577832
BMNR,"BitMine Immersion Technologies,",26.45,14.7,66590968
CIFR,Cipher Digital Inc.,17.37,14.43,37130461
RIOT,"Riot Platforms, Inc.",21.14,13.44,23375838
PURR,Hyperliquid Strategies Inc,12.77,12.81,36205460
CLS,"Celestica, Inc.",309.84,11.55,3894130
XXI,"Twenty One Capital, Inc.",6.4,11.5,2176751
HSAI,Hesai Group,18.46,11.27,2761023
BULL,Webull Corporation,10.0,11.11,32663462
CLSK,"CleanSpark, Inc.",12.58,11.03,23474079
