symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
MAHABANK,8899,6391,2508,39.24,21249,17301.69025,10604911395,19987.6742,2685.98395,86
RBLBANK,26030,18900,7130,37.72,74378,113129.31431,86689728639,131826.14446,18696.83014,408
NIFTYFPI,69,51,18,35.29,554,51.62289,999329166,60.10455,8.48166,1554
GODREJCP,58388,45883,12505,27.25,92490,61979.84825,35384298490,67984.93315,6005.0849,880
NIFTY,9090682,7557237,1533445,20.29,53873956,667433.09591,84155152529471,3038500.82062,2371067.72471,23873
INDIANB,18755,15824,2931,18.52,32483,22885.8266,27617733880,28226.5654,5340.7388,888
SWIGGY,78612,66676,11936,17.9,68588,102888.72908,24654393495,109525.37279,6636.6437,269
FINNIFTY,12587,10738,1849,17.22,25983,1663.86567,41115214588,5441.36156,3777.49588,25923
SOLARINDS,39250,33492,5758,17.19,133024,123269.05968,133000867964,153765.11433,30496.05464,21500
KAYNES,60282,53159,7123,13.4,41386,34099.55782,19554135531,38521.26313,4421.70531,3485
MCX,80714,71777,8937,12.45,122501,86544.89682,83091227280,105466.36963,18921.4728,3170
OBEROIRLTY,23907,21472,2435,11.34,26218,21942.25316,15772097054,25437.5437,3495.29054,1902
FEDERALBNK,51016,46023,4993,10.85,42836,51358.11825,33051242625,56163.2945,4805.17625,344
PHOENIXLTD,14891,13742,1149,8.36,8209,8605.87833,4872488971,9528.11804,922.23971,1960
APLAPOLLO,40896,37760,3136,8.31,17105,30019.0779,10327023374,31815.14164,1796.06374,2159
BHARATFORG,28213,26152,2061,7.88,23255,42500.7174,19620500085,46119.41825,3618.70085,1981
DIXON,118172,109718,8454,7.71,89400,82787.05217,57854817138,92428.84855,9641.79638,14445
M&M,122813,114417,8396,7.34,48075,38495.4248,27699730290,42313.9277,3818.5029,3150
IDFCFIRSTB,66524,62054,4470,7.2,57821,80254.62632,39635678337,86795.95919,6541.33287,87
SBICARD,47545,44353,3192,7.2,75004,43731.83608,36626279024,51087.42632,7355.59024,661
HYUNDAI,22848,21337,1511,7.08,12741,15431.42848,6148784881,16451.50729,1020.07881,2152
ALKEM,17086,15959,1127,7.06,5108,4468.54336,2968549517,4780.72603,312.18267,5193
PGEL,21325,19964,1361,6.82,7225,9825.71985,2999966810,10440.17795,614.4581,553
POWERINDIA,44699,41929,2770,6.61,18657,16200.69783,14144075097,18589.4488,2388.75097,32000
GVT&D,40409,38151,2258,5.92,19399,19256.03801,9004883682,21112.99983,1856.96182,4362
ITC,205243,194062,11181,5.76,84172,38441.22997,35635263882,42362.31005,3921.08007,263
KALYANKJIL,55782,52828,2954,5.59,39478,25089.907,30422462679,33463.78879,8373.88179,585
GRASIM,49973,47331,2642,5.58,15822,47077.71282,8497635680,48376.16962,1298.4568,3310
VMM,19702,18671,1031,5.52,4844,6482.77141,1967135750,6824.57516,341.80375,107
ICICIGI,28788,27328,1460,5.34,6934,5560.79273,3002811886,5952.6816,391.88886,1521
BAJAJ-AUTO,55896,53117,2779,5.23,45195,34956.31428,37921734544,39257.13472,4300.82044,11920
PFC,122349,116267,6082,5.23,35747,29005.21416,13877977646,31304.16562,2298.95146,345
ATHERENERG,27154,25830,1324,5.13,26963,25591.05056,14705519512,29285.02068,3693.97012,1638
HINDUNILVR,116719,111122,5597,5.04,36957,25284.64509,20006888100,27543.78609,2259.141,1962
AUROPHARMA,36002,34470,1532,4.44,25631,36705.71569,20144009715,40125.13285,3419.41715,1637
POLICYBZR,27753,26587,1166,4.39,6282,14580.64818,2680505660,15151.66478,571.0166,1870
BOSCHLTD,18211,17449,762,4.37,16181,8401.67491,18772347323,9811.27315,1409.59823,47000
GMRAIRPORT,38640,37068,1572,4.24,13340,27655.7069,6425092604,28695.41644,1039.70954,96
BPCL,27708,26654,1054,3.95,7829,11857.95174,3855930513,12537.25062,679.29888,320
BAJAJHLDNG,4778,4598,180,3.91,1139,4732.04686,501134770,4815.89457,83.8477,11165
BAJFINANCE,135044,129988,5056,3.89,36013,60154.23187,23126182777,63857.80965,3703.57777,1049
ZYDUSLIFE,20208,19460,748,3.84,6274,13876.46694,5252439996,14674.7169,798.24996,1143
DMART,54825,52810,2015,3.82,9538,9210.76654,4659756967,9825.98622,615.21967,3763
RECLTD,62842,60583,2259,3.73,15087,14030.32239,6292375818,15055.63557,1025.31318,313
INOXWIND,32954,31773,1181,3.72,28309,26812.98432,11087370368,29693.888,2880.90368,74
UNIONBANK,37880,36524,1356,3.71,20543,25542.98151,15083632285,28827.12624,3284.14473,189
360ONE,13836,13343,493,3.69,3710,4530.3221,1788800380,4800.7259,270.4038,1155
PIDILITIND,14670,14152,518,3.66,3297,5731.1944,2126450415,5966.59855,235.40415,1638
SHREECEM,20758,20038,720,3.59,6448,13939.55368,2550001500,14296.06869,356.515,23910
MIDCPNIFTY,89855,86762,3093,3.56,94600,39351.39729,164667919430,53320.9416,13969.5443,14760
UNITDSPR,28057,27111,946,3.49,7369,8829.19344,3565908840,9272.68184,443.4884,1488
SUPREMEIND,19146,18501,645,3.49,6360,9017.11825,3134191023,9430.31598,413.19773,3508
MANAPPURAM,33731,32606,1125,3.45,4719,15754.3872,3400304940,16531.5366,777.1494,341
HDFCAMC,32721,31639,1082,3.42,7019,9618.25977,4460711337,10278.07314,659.81337,2510
TIINDIA,17221,16674,547,3.28,5014,5774.98676,2222797484,6131.0616,356.07484,2735
HDFCLIFE,78520,76088,2432,3.2,14807,12723.08026,7710792001,13870.77527,1147.69501,533
PERSISTENT,46383,44949,1434,3.19,51911,44640.00007,33099481996,51136.69503,6496.69496,5657
LT,133491,129385,4106,3.17,38965,35404.90128,24365869232,38377.1686,2972.26732,3975
TATASTEEL,161425,156466,4959,3.17,90288,53251.71802,41914262087,60671.14515,7419.42712,184
SHRIRAMFIN,60607,58769,1838,3.13,23991,42801.00709,17191072618,45888.35328,3087.34618,1044
WAAREEENER,60222,58414,1808,3.1,13988,9989.31085,5545572163,10977.50748,988.19663,2579
MUTHOOTFIN,54249,52692,1557,2.95,28432,17785.65844,22289149489,22079.79083,4294.13239,2926
TATAELXSI,28876,28066,810,2.89,6912,5551.91387,2692634721,6061.69858,509.78471,3580
SIEMENS,34865,33902,963,2.84,23081,16029.24517,15350942178,19237.20445,3207.95928,4030
EICHERMOT,69537,67625,1912,2.83,37725,19211.6763,27393936805,22526.34435,3314.66805,7690
KPITTECH,27195,26476,719,2.72,6502,5458.12404,2541947090,5957.15995,499.0359,583
JSWENERGY,34496,33622,874,2.6,16170,13310.68085,8332311562,14699.44647,1388.76562,539
IEX,26192,25557,635,2.48,2632,2826.33159,1140206992,3016.92901,190.59742,119
ASHOKLEY,58184,56775,1409,2.48,18050,24247.113,13346472400,26417.837,2170.724,169
AUBANK,35024,34191,833,2.44,9720,19152.5655,8819642090,20656.5864,1504.0209,1072
ICICIPRULI,24872,24285,587,2.42,3488,3566.17877,1250405731,3731.61483,165.43606,495
HINDZINC,59700,58306,1394,2.39,20011,18975.03146,13168173037,21573.12183,2598.09037,587
IRFC,35939,35101,838,2.39,6886,3522.82519,2880398596,3951.13166,428.30646,82
HAL,78100,76284,1816,2.38,28616,23487.64936,18866998426,26866.00863,3378.35926,4765
NESTLEIND,27201,26570,631,2.37,6281,10036.6074,3554304060,10473.548,436.9406,1416
DELHIVERY,21351,20868,483,2.31,8060,13169.73201,6582964869,14454.11945,1284.38744,464
CIPLA,45742,44712,1030,2.3,12104,8454.63116,6519098158,9257.64524,803.01408,1394
POWERGRID,70356,68778,1578,2.29,22882,12531.25449,10770488827,13859.46526,1328.21077,265
BHEL,49673,48567,1106,2.28,22938,35126.1603,23209424910,40168.27815,5042.11785,431
NMDC,70786,69231,1555,2.25,16929,19748.78955,8072994532,21076.79737,1328.00782,84
BDL,47446,46425,1021,2.2,15789,12179.75875,7616048666,13713.22042,1533.46166,1257
ICICIBANK,208926,204557,4369,2.14,125787,136335.49314,115334800560,151108.92874,14773.4356,1430
APOLLOHOSP,37276,36505,771,2.11,17995,12291.14717,18795566253,14765.30971,2474.16253,8692
WIPRO,103180,101065,2115,2.09,18599,15043.5951,8658878910,16378.6092,1335.0141,175
DIVISLAB,61462,60214,1248,2.07,32933,21568.16162,27885523883,25065.30045,3497.13883,9250
AMBER,26583,26056,527,2.02,7869,6931.08121,5311155058,8027.33179,1096.25058,7410
SBILIFE,38165,37423,742,1.98,7997,8156.91153,4581969048,8666.32702,509.41548,1715
NAM-INDIA,16700,16376,324,1.98,4436,15899.01262,1772316956,16153.18218,254.16956,1164
GAIL,34021,33362,659,1.98,5491,8079.54369,2632841525,8455.50644,375.96275,174
LUPIN,34636,33974,662,1.95,6034,6471.24873,5030116472,7088.12845,616.87972,2132
TECHM,46213,45337,876,1.93,15087,24143.2692,12445277100,26235.1602,2091.891,1598
MFSL,25447,24975,472,1.89,4312,4674.06148,2229080604,5039.66752,365.60604,1537
COALINDIA,129324,126953,2371,1.87,179859,49101.82969,99110991123,62415.04342,13313.21373,420
ASIANPAINT,64762,63585,1177,1.85,20731,13728.40602,12152475927,15147.6153,1419.20927,2541
DABUR,47615,46750,865,1.85,9270,8895.65825,3641267837,9413.89912,518.24087,380
PETRONET,21615,21228,387,1.82,3403,3488.48455,1573451655,3763.2711,274.78655,289
PRESTIGE,19908,19554,354,1.81,13657,16002.64872,8621467771,18171.81643,2169.16771,1615
PAYTM,53491,52573,918,1.75,20705,43026.79467,21045159959,47705.99426,4679.19959,1637
GODREJPROP,39283,38609,674,1.75,26178,27287.13396,15020251353,30873.82749,3586.69353,2001
SAGILITY,11780,11580,200,1.73,4959,6233.4168,2284635960,6746.2164,512.7996,46
JINDALSTEL,37264,36645,619,1.69,11851,19120.09631,6825622537,20155.57168,1035.47537,1145
TORNTPHARM,34457,33890,567,1.67,11873,9641.89087,6516307060,10631.27397,989.3831,4905
BAJAJFINSV,54141,53251,890,1.67,10047,8199.99255,5289806001,8838.89256,638.90001,1992
NIFTYNXT50,791,778,13,1.67,182,898.26581,246304712,930.68794,32.42212,73051
HINDPETRO,31673,31154,519,1.67,4028,5849.07075,2429718403,6228.32672,379.25597,361
TMPV,110661,108854,1807,1.66,23929,20328.01152,10412954288,21927.9544,1599.94288,312
COFORGE,50551,49731,820,1.65,20600,26485.53725,16978287814,30114.3654,3628.82814,1971
TITAN,58642,57702,940,1.63,44227,28355.13301,36329296118,32645.48169,4290.34868,5027
BRITANNIA,33354,32828,526,1.6,6750,6496.59887,3752280890,6879.47027,382.8714,5130
PAGEIND,18826,18540,286,1.54,9282,10455.63279,5906036546,11186.59825,730.96546,35865
UNOMINDA,14531,14312,219,1.53,4367,5489.93274,2504784634,5978.18908,488.25634,1269
ULTRACEMCO,60572,59679,893,1.5,12674,11993.27884,6138279858,12821.69742,828.41858,11275
HINDALCO,100634,99168,1466,1.48,28003,26822.51173,17666390546,29389.97719,2567.46546,1010
INDHOTEL,37464,36927,537,1.45,10789,17344.3668,6287351410,18248.0809,903.7141,732
CROMPTON,51749,51016,733,1.44,6705,5608.57621,2893683538,6023.72659,415.15038,226
ADANIPORTS,74020,73005,1015,1.39,75599,60168.23546,56426230314,69560.80861,9392.57314,1706
BIOCON,34847,34381,466,1.36,6578,12833.43675,5563071875,13746.2805,912.84375,402
NBCC,23258,22953,305,1.33,3078,3247.9317,1480661585,3492.43505,244.50335,86
CUMMINSIND,40485,39962,523,1.31,8109,21963.49098,6248121114,22910.10212,946.61114,5071
GODFRYPHLP,8582,8475,107,1.26,1578,1091.16177,843088705,1219.24882,128.08705,2045
PNB,47923,47332,591,1.25,15748,20494.5696,13105069760,22843.9072,2349.3376,116
NATIONALUM,43875,43341,534,1.23,15233,12917.65593,9922646812,15137.81156,2220.15562,374
INDUSTOWER,77752,76816,936,1.22,9435,16462.88959,4592566439,17087.71898,624.82939,374
RELIANCE,502656,496632,6024,1.21,168309,131412.91175,99447147755,143559.0893,12146.17755,1302
CONCOR,27680,27350,330,1.21,3496,4977.26275,1803735787,5337.80812,360.54537,508
JUBLFOOD,28686,28345,341,1.2,2888,3328.938,1487246450,3531.0275,202.0895,482
IDEA,118064,116677,1387,1.19,21628,37653.08003,20258711037,41922.08165,4269.00162,14
JSWSTEEL,77498,76626,872,1.14,15856,24729.48495,11841120843,26204.23338,1474.74843,1308
VBL,92317,91295,1022,1.12,20113,12252.42653,9605610300,13896.05453,1643.628,407
SONACOMS,19187,18975,212,1.12,7536,14303.85582,6153686204,15452.62787,1148.77204,800
INDUSINDBK,63296,62600,696,1.11,26209,34424.55947,15154702878,37086.97825,2662.41878,1004
MOTHERSON,34456,34080,376,1.1,5293,12886.6854,4149386550,13581.1434,694.458,162
NTPC,121033,119727,1306,1.09,23182,15666.22395,10191545040,17000.07435,1333.8504,330
BANKINDIA,27623,27327,296,1.08,9437,16995.78608,5657300116,17839.73724,843.95116,145
BHARTIARTL,200610,198473,2137,1.08,33407,38413.47201,26361853135,41322.07837,2908.60635,1869
LTM,36523,36145,378,1.05,8410,9565.47651,4926416956,10711.89607,1146.41956,4560
ETERNAL,106421,105355,1066,1.01,46578,57415.28333,32040952724,62960.87058,5545.58724,324
MARICO,20841,20634,207,1,5026,9197.90916,4172578416,9693.13332,495.22416,827
MPHASIS,23054,22828,226,0.99,6078,8394.18178,3386122033,9110.92261,716.74083,2471
CANBK,75101,74392,709,0.95,17868,24789.54442,13363344967,27299.68785,2510.14342,125
INFY,293670,290907,2763,0.95,79454,48674.30336,32091304828,53817.91164,5143.60828,1130
ONGC,60972,60400,572,0.95,20745,11012.16667,10174689045,12316.86337,1304.6967,236
BLUESTARCO,25684,25447,237,0.93,12060,12701.14043,4687541807,13615.9685,914.82807,1485
AXISBANK,196537,194740,1797,0.92,88672,92851.55993,62279441825,100718.85318,7867.29325,1267
TVSMOTOR,73354,72704,650,0.89,25343,28473.8924,16083989608,31130.58849,2656.69608,4200
TATACONSUM,48964,48537,427,0.88,7261,7932.17507,3374211951,8413.97958,481.80451,1019
OFSS,25061,24848,213,0.86,8833,15200.72184,9524539739,17441.31923,2240.59739,12149
TRENT,70723,70168,555,0.79,16847,11107.31913,10032449868,12795.64281,1688.32368,2815
VEDL,109993,109131,862,0.79,22331,8539.98142,6446699497,9977.02889,1437.04747,270
MANKIND,18412,18268,144,0.79,1900,2328.19422,933698202,2449.67625,121.48202,2368
TCS,219152,217502,1650,0.76,57066,33661.23529,27304018141,37954.80171,4293.56641,2320
HCLTECH,88004,87344,660,0.76,25792,17806.11516,12270621616,20105.25132,2299.13616,1319
DLF,64764,64290,474,0.74,30940,27993.75592,17756904337,31271.1443,3277.38837,681
ADANIPOWER,87043,86437,606,0.7,49352,37165.19779,34566000183,42705.55712,5540.35933,208
KEI,22474,22318,156,0.7,20369,26583.30802,16764860099,29501.60902,2918.30099,5327
TATAPOWER,96785,96128,657,0.68,69241,32862.79681,34501511265,37699.42696,4836.63015,365
CAMS,21981,21834,147,0.67,6481,9069.19744,3178185507,9630.16502,560.96757,747
ADANIENT,107494,106822,672,0.63,28639,34139.51218,23146985358,38373.54676,4234.03458,2901
HAVELLS,25591,25433,158,0.62,4795,6163.6615,2298490785,6446.26935,282.60785,1200
INDIGO,80283,79789,494,0.62,54072,46402.27777,36865835730,53102.53507,6700.2573,4980
MARUTI,142726,141900,826,0.58,95415,37835.8551,59504451624,45024.77135,7188.91624,12857
ADANIENSOL,54976,54669,307,0.56,13392,18012.32309,11575438690,20431.77999,2419.4569,1385
SBIN,252439,251105,1334,0.53,125674,73962.04365,91852674487,86064.43852,12102.39487,1023
JIOFIN,169768,168879,889,0.53,36182,35435.34708,17464209240,38514.69073,3079.34365,237
PREMIERENE,26012,25887,125,0.48,3875,6988.89594,1933246263,7371.64857,382.75263,1008
KOTAKBANK,149567,148881,686,0.46,31707,34874.9864,23894136620,37957.8526,3082.8662,421
FORTIS,19940,19853,87,0.44,2046,5868.55381,889006630,5999.95762,131.4038,917
NYKAA,15745,15679,66,0.42,2935,9436.31687,2187395531,9806.83468,370.51781,334
CHOLAFIN,31221,31092,129,0.41,7315,23650.32787,6232606137,24736.13925,1085.81137,1849
DRREDDY,50848,50650,198,0.39,7790,11113.42875,4689141681,11714.15806,600.72931,1155
GLENMARK,37666,37525,141,0.38,6411,17511.00225,4249839026,18299.11751,788.11526,2459
PNBHOUSING,20065,19994,71,0.36,2983,6126.90448,1695221554,6385.95002,259.04554,1145
KFINTECH,17910,17849,61,0.34,3650,3901.32773,1631224561,4217.76334,316.43561,927
IOC,44463,44325,138,0.31,6696,8663.33471,3694590363,9134.7321,471.39738,137
COLPAL,39212,39117,95,0.24,5182,6537.25523,2026872364,6803.19387,265.93864,1850
SUZLON,55087,54954,133,0.24,9608,11405.80142,4755238648,12253.3029,847.50148,46
HDFCBANK,1029774,1027378,2396,0.23,400321,282043.17414,162037615434,303366.35348,21323.17934,706
SUNPHARMA,83002,82826,176,0.21,27127,13122.74407,17257276533,14815.6394,1692.89533,1916
PIIND,38074,38023,51,0.13,11114,8950.89291,3883290180,9690.58221,739.6893,2419
BANKBARODA,76986,76895,91,0.12,20885,23160.12777,12811570843,25135.7962,1975.66843,240
ANGELONE,28482,28465,17,0.06,13525,20943.03,7928771425,22762.99425,1819.96425,286
CDSL,48972,48945,27,0.06,20650,18828.0147,12075396420,21050.0039,2221.9892,1394
AMBUJACEM,97414,97366,48,0.05,4226,6827.8674,1416631608,7055.10348,227.23608,405
MAXHEALTH,33044,33031,13,0.04,5260,7752.76146,2025512695,8108.97092,356.20945,994
SRF,31514,31513,1,0,17622,12175.96746,8260836262,13558.73008,1382.76262,2617
LICI,58518,58522,-4,-0.01,9919,13370.2163,4558679160,14099.8879,729.6716,416
RADICO,11685,11690,-5,-0.04,6820,5707.99818,4258420474,6223.80292,515.80474,4559
MOTILALOFS,12699,12712,-13,-0.1,4568,6767.93844,3104005448,7327.70792,559.76948,1012
LTF,36785,36827,-42,-0.11,12214,18094.9293,7027802437,19545.90367,1450.97437,316
SAIL,52483,52550,-67,-0.13,188,1182.04107,57264847,1196.79954,14.75847,197
MAZDOCK,41798,41865,-67,-0.16,10353,6722.57828,5385647416,7687.51494,964.93666,2474
COCHINSHIP,25226,25276,-50,-0.2,7434,8538.61708,3704391448,9229.73156,691.11448,1486
BANDHANBNK,47636,47748,-112,-0.23,21038,18239.1876,11343309696,20657.82456,2418.63696,164
NAUKRI,30585,30666,-81,-0.26,7007,6257.3495,4656920108,7000.55059,743.20108,1330
IREDA,42910,43033,-123,-0.29,5700,6284.68516,2390617139,6682.68968,398.00452,113
LODHA,26481,26575,-94,-0.35,18378,21214.41662,12402850343,23761.04506,2546.62843,1234
ABCAPITAL,21594,21673,-79,-0.36,6824,19986.38386,6632838275,21174.46661,1188.08275,402
BEL,124208,124790,-582,-0.47,39819,33110.8125,20460059612,36217.26363,3106.45112,408
ADANIGREEN,60442,60732,-290,-0.48,14054,14724.80856,9820602228,16836.39084,2111.58228,1283
LAURUSLABS,43703,44001,-298,-0.68,16789,36422.84229,23587777644,40138.24873,3715.40644,1868
ABB,25217,25429,-212,-0.83,6648,9271.30787,5391304075,10172.97362,901.66575,7432
OIL,14554,14682,-128,-0.87,9426,7182.09058,6010067406,8332.89464,1150.80406,490
PATANJALI,42699,43093,-394,-0.91,7572,6686.31821,2197806120,7104.50192,418.1837,342
BANKNIFTY,1010846,1020829,-9983,-0.98,1573026,313804.94686,2704590561614,544148.58301,230343.63614,57380
ASTRAL,23242,23475,-233,-0.99,8501,12216.23094,4329196480,12882.90574,666.6748,1495
UPL,33735,34089,-354,-1.04,10903,14239.24514,7356036967,15423.91581,1184.67067,585
POLYCAB,40907,41339,-432,-1.05,22088,25050.68808,22506258407,28621.39716,3570.70907,8807
FORCEMOT,18800,19021,-221,-1.16,10973,5447.82123,4714648741,6110.05864,662.23741,17500
LICHSGFIN,54704,55468,-764,-1.38,2833,7422.4338,803088180,7608.7156,186.2818,554
CGPOWER,32953,33431,-478,-1.43,18957,23365.13838,12499472980,25781.36819,2416.2298,895
RVNL,42919,43629,-710,-1.63,16115,8420.55348,5986054208,9442.89307,1022.33958,209
YESBANK,53496,54746,-1250,-2.28,14342,22829.90355,8042933964,23927.49719,1097.59364,22
NHPC,28275,29117,-842,-2.89,9514,14991.09023,3658471938,15540.82411,549.73388,76
VOLTAS,56446,58291,-1845,-3.17,29445,16734.1482,11659129372,18835.99192,2101.84372,1178
HEROMOTOCO,60466,62525,-2059,-3.29,36827,24729.98178,27805207726,28307.10904,3577.12726,5308
BSE,155017,160737,-5720,-3.56,239985,179532.9576,144289905712,209592.41472,30059.45712,3306
