symbol,shortName,price,changePct,volume
PSQL,Pasqal Holding SA,9.75,-20.02,1662979
VSXY,Victorias Secret & Co.,73.64,-13.17,7745938
CIEN,Ciena Corporation,317.46,-10.36,7520270
PL,Planet Labs PBC,18.35,-8.2,31495212
TSN,"Tyson Foods, Inc.",51.76,-7.26,7282574
CPB,The Campbell's Company,22.125,-6.96,37436647
AMR,"Alpha Metallurgical Resources, ",217.18,-6.91,343712
TTC,Toro Company (The),92.37,-6.84,1937174
LIME,"Neutron Holdings, Inc.",38.825,-6.74,280845
WIX,Wix.com Ltd.,81.2,-6.33,1529119
LKNCY,Luckin Coffee Inc.,34.07,-6.14,653270
BTU,Peabody Energy Corporation,27.64,-6.08,2813656
TDW,Tidewater Inc.,94.58,-5.99,868293
AMBA,"Ambarella, Inc.",63.38,-5.6,2698921
HP,"Helmerich & Payne, Inc.",45.02,-5.5,1135255
