changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
8711,29-Sep-2026,Index Options,17921,641.1,Put,2.21,2308.22419,627.25,9210,57500,BANKNIFTY,2308.22419,RR,57635.25,11599,OPTIDXBANKNIFTY29-09-2026PE57500,OPTIDX,94.58
2551,25-Aug-2026,Stock Options,3137,0.66,Call,24.53,521.277,0.53,586,200,ASHOKLEY,521.277,RR,176.23,11091,OPTSTKASHOKLEY25-08-2026CE200,OPTSTK,435.32
1985,29-Sep-2026,Index Options,21253,23.25,Put,4.73,107.86198,22.2,19268,22500,NIFTY,107.86198,RR,24395.85,7428,OPTIDXNIFTY29-09-2026PE22500,OPTIDX,10.3
1972,29-Sep-2026,Index Options,3129,35.15,Put,0.72,81.38713,34.9,1157,22900,NIFTY,81.38713,RR,24395.85,3659,OPTIDXNIFTY29-09-2026PE22900,OPTIDX,170.44
1837,29-Sep-2026,Index Options,13199,16.5,Put,6.8,58.78997,15.45,11362,22000,NIFTY,58.78997,RR,24395.85,5783,OPTIDXNIFTY29-09-2026PE22000,OPTIDX,16.17
1795,29-Sep-2026,Stock Futures,7876,1959.7,-,0.64,24548.66604,1947.2,6081,0,BHARTIARTL,24548.66604,RR,1939.1,2621,FUTSTKBHARTIARTL29-09-2026XX0,FUTSTK,29.52
1770,25-Aug-2026,Stock Options,2103,204,Call,361.02,1893.74976,44.25,333,21500,SOLARINDS,1893.74976,RR,20324,29664,OPTSTKSOLARINDS25-08-2026CE21500,OPTSTK,531.53
1764,29-Sep-2026,Index Options,2321,26.2,Put,6.29,44.53868,24.65,557,22600,NIFTY,44.53868,RR,24395.85,2703,OPTIDXNIFTY29-09-2026PE22600,OPTIDX,316.7
1495,25-Aug-2026,Stock Options,2154,26.75,Call,435,6639.71448,5,659,1600,ASTRAL,6639.71448,RR,1592,55776,OPTSTKASTRAL25-08-2026CE1600,OPTSTK,226.86
1487,29-Sep-2026,Index Options,2336,28.85,Put,4.72,42.99261,27.55,849,22700,NIFTY,42.99261,RR,24395.85,2369,OPTIDXNIFTY29-09-2026PE22700,OPTIDX,175.15
1461,25-Aug-2026,Stock Options,2351,825,Call,308.31,9743.78753,202.05,890,20000,SOLARINDS,9743.78753,RR,20324,42634,OPTSTKSOLARINDS25-08-2026CE20000,OPTSTK,164.16
1443,25-Aug-2026,Stock Futures,112743,1949.5,-,0.09,146117.12918,1947.7,111300,0,BHARTIARTL,146117.12918,RR,1939.1,15686,FUTSTKBHARTIARTL25-08-2026XX0,FUTSTK,1.3
1418,25-Aug-2026,Stock Futures,16453,20485,-,8.79,185064.99825,18830,15035,0,SOLARINDS,185064.99825,RR,20324,18825,FUTSTKSOLARINDS25-08-2026XX0,FUTSTK,9.43
1414,25-Aug-2026,Index Options,7093,459.9,Put,6.37,7701.13632,432.35,5679,57800,BANKNIFTY,7701.13632,RR,57635.25,52198,OPTIDXBANKNIFTY25-08-2026PE57800,OPTIDX,24.9
1413,25-Aug-2026,Stock Futures,20197,484.65,-,1.47,117269.53962,477.65,18784,0,JUBLFOOD,117269.53962,RR,491.55,19387,FUTSTKJUBLFOOD25-08-2026XX0,FUTSTK,7.52
1390,25-Aug-2026,Stock Options,1697,345,Call,350.98,2971.40246,76.5,307,21000,SOLARINDS,2971.40246,RR,20324,28444,OPTSTKSOLARINDS25-08-2026CE21000,OPTSTK,452.77
1370,29-Sep-2026,Stock Futures,14051,4098,-,0.99,14248.9368,4057.9,12681,0,LT,14248.9368,RR,4070.7,1998,FUTSTKLT29-09-2026XX0,FUTSTK,10.8
1327,25-Aug-2026,Stock Futures,22055,393.2,-,0.78,22960.20978,390.15,20728,0,HINDPETRO,22960.20978,RR,392.9,2892,FUTSTKHINDPETRO25-08-2026XX0,FUTSTK,6.4
1324,25-Aug-2026,Stock Futures,17035,1388,-,3.69,50048.57523,1338.6,15711,0,BDL,50048.57523,RR,1375.5,8581,FUTSTKBDL25-08-2026XX0,FUTSTK,8.43
1301,25-Aug-2026,Stock Options,1576,550,Call,337.9,4097.54772,125.6,275,20500,SOLARINDS,4097.54772,RR,20324,24444,OPTSTKSOLARINDS25-08-2026CE20500,OPTSTK,473.09
1296,25-Aug-2026,Stock Futures,20898,8619,-,0.01,64815.83295,8618,19602,0,APOLLOHOSP,64815.83295,RR,8600,5972,FUTSTKAPOLLOHOSP25-08-2026XX0,FUTSTK,6.61
1257,29-Sep-2026,Index Options,3383,31.05,Put,0.49,56.87217,30.9,2126,22800,NIFTY,56.87217,RR,24395.85,2827,OPTIDXNIFTY29-09-2026PE22800,OPTIDX,59.13
1195,25-Aug-2026,Stock Futures,21674,617.65,-,2.82,81036.53235,600.7,20479,0,KALYANKJIL,81036.53235,RR,613.4,9785,FUTSTKKALYANKJIL25-08-2026XX0,FUTSTK,5.84
1161,25-Aug-2026,Stock Futures,23006,1198.1,-,0.44,28304.53987,1192.8,21845,0,DRREDDY,28304.53987,RR,1206,3778,FUTSTKDRREDDY25-08-2026XX0,FUTSTK,5.31
1142,29-Sep-2026,Stock Futures,15311,378.6,-,0.37,11949.06115,377.2,14169,0,PFC,11949.06115,RR,378.95,2441,FUTSTKPFC29-09-2026XX0,FUTSTK,8.06
