symbol,shortName,price,changePct,volume
CLBT,Cellebrite DI Ltd.,10.8,-29.18,36528830
LFTO,"Liftoff Mobile, Inc.",20.06,-20.59,3214110
REZI,"Resideo Technologies, Inc.",20.46,-20.42,7460791
TPR,"Tapestry, Inc.",128.39,-16.49,7863388
BSP,Bending Spoons S.p.A.,40.92,-16.46,4633188
FRMI,Fermi Inc.,6.6,-13.16,33384131
DKL,"Delek Logistics Partners, L.P.",52.3,-12.83,1640258
BGSI,Boyd Group Services Inc.,91.98,-12.45,109652
CBRS,Cerebras Systems Inc.,231.01,-11.85,16461897
YETI,"YETI Holdings, Inc.",45.47,-10.56,7154450
STUB,"StubHub Holdings, Inc.",7.68,-10.07,22441287
PAAS,Pan American Silver Corp.,47.3,-9.7,9358411
DIOD,Diodes Incorporated,97.19,-9.2,1532452
ONDS,Ondas Inc,8.91,-8.8,121271703
HUT,Hut 8 Corp.,82.95,-8.62,5967125
