symbol,shortName,price,changePct,volume
ARX,Accelerant Holdings,19.51,43.35,69076028
AVAH,Aveanna Healthcare Holdings Inc,11.29,24.75,10061180
WDAY,"Workday, Inc.",206.45,17.78,16294604
MH,"McGraw Hill, Inc.",13.57,16.98,1809175
WIX,Wix.com Ltd.,80.06,16.45,4582290
TBBB,BBB Foods Inc.,49.2,16.31,3086889
HUBS,"HubSpot, Inc.",240.51,14.46,3420175
BVC,BitVentures Limited,15.03,14.38,17186
SNDK,Sandisk Corporation,1528.11,13.67,21647562
EROC,"ERock, Inc.",15.66,13.31,11046034
XE,"X-Energy, Inc.",22.73,11.7,7265302
BIRK,Birkenstock Holding plc,41.0,11.6,5299077
BLSH,Bullish,27.48,11.57,3450532
ESTC,Elastic N.V.,86.03,11.5,4102409
KVYO,"Klaviyo, Inc. Series A",19.22,11.42,8433774
