symbol,shortName,price,changePct,volume
AEHR,Aehr Test Systems,98.91,27.86,5173060
RGC,Regencell Bioscience Holdings L,6.06,18.82,569326
NBIS,Nebius Group N.V.,216.92,18.78,25233876
CBRS,Cerebras Systems Inc.,208.57,17.92,6196959
OUST,"Ouster, Inc.",40.68,17.0,3750704
PVLA,"Palvella Therapeutics, Inc.",143.94,15.94,363886
AAOI,"Applied Optoelectronics, Inc.",119.26,15.76,10145754
AXTI,AXT Inc,56.51,15.73,8988029
ACMR,"ACM Research, Inc.",95.27,15.45,1269173
BE,Bloom Energy Corporation,226.26,14.82,14883770
MXL,"MaxLinear, Inc",86.06,14.73,3494321
UCTT,"Ultra Clean Holdings, Inc.",105.15,14.59,1491487
DOCN,"DigitalOcean Holdings, Inc.",136.45,14.58,4390724
ICHR,Ichor Holdings,95.85,14.53,661358
SNDK,Sandisk Corporation,1589.4,14.27,13860791
