symbol,shortName,price,changePct,volume
BXBL,,8.01,-18.43,876806
CHRN,ChronoScale Holdings Corporatio,25.38,-12.15,459531
DHR,Danaher Corporation,179.01,-10.99,24587215
MSCI,MSCI Inc.,561.74,-10.14,2007107
TENB,"Tenable Holdings, Inc.",34.09,-9.72,5336302
FIG,"Figma, Inc.",21.93,-8.7,27267733
TTAN,"ServiceTitan, Inc.",72.96,-8.18,1266638
QLYS,"Qualys, Inc.",143.78,-8.05,1161689
BRZE,"Braze, Inc.",24.28,-7.29,2444479
NICE,NICE Ltd,94.13,-7.11,889977
VICR,Vicor Corporation,214.7,-7.05,1757883
AMG,"Affiliated Managers Group, Inc.",340.58,-6.98,854529
DUOL,"Duolingo, Inc.",124.71,-6.86,1101415
AGIO,"Agios Pharmaceuticals, Inc.",37.36,-6.74,3403677
IOT,Samsara Inc.,36.07,-6.43,6502513
