symbol,regPrice,postPrice,postChange,direction
SMCI,25.5,30.07,17.92,UP
DELL,404.15,427.14,5.69,UP
OKLO,44.13,46.63,5.67,UP
CRWV,79.58,81.55,2.48,UP
SNDK,1589.4,1623.13,2.12,UP
