symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SPCX,Space Exploration Technologies ,114.92,6.65,6.14,250825841,110342000,1513977544704
NVDA,NVIDIA Corporation,218.99,-0.23,-0.1,113051990,152906080,5304156684288
SOUN,"SoundHound AI, Inc.",7.08,0.65,10.11,88361647,29791643,3084573184
INTC,Intel Corporation,99.81,-1.25,-1.24,77177595,127272008,503441588224
PATH,"UiPath, Inc.",14.0,0.18,1.3,70937734,60159766,7253683712
IOVA,"Iovance Biotherapeutics, Inc.",6.21,1.87,43.09,72531624,15183205,2772780032
ONDS,Ondas Inc,8.74,-0.13,-1.47,68387561,86807401,4980389376
AAL,"American Airlines Group, Inc.",16.03,-0.55,-3.32,56658489,112054576,10611378176
CDE,"Coeur Mining, Inc.",15.65,-1.78,-10.21,54727833,32725408,16127864832
F,Ford Motor Company,13.79,-0.34,-2.41,53950275,64917590,54988947456
FIG,"Figma, Inc.",23.97,-4.18,-14.85,52085393,21874306,12665186304
EA,Electronic Arts Inc.,209.7,0.0,0.0,48430629,2292508,52925640704
PLUG,"Plug Power, Inc.",2.07,-0.03,-1.43,49865837,65917035,2887792896
TTD,"The Trade Desk, Inc.",17.67,-1.29,-6.8,49485821,19241393,8306814464
JOBY,"Joby Aviation, Inc.",8.23,0.43,5.51,49337649,40540243,8095380480
NOK,Nokia Corporation Sponsored,9.43,-0.15,-1.57,45561570,109146876,52643299328
OPEN,Opendoor Technologies Inc,3.445,-0.32,-8.38,45809621,56779565,3323517696
PFE,"Pfizer, Inc.",26.2,0.39,1.51,44206171,41360076,149331460096
RIG,Transocean Ltd (Switzerland),5.16,0.02,0.39,43699053,36430478,5710883328
SOFI,"SoFi Technologies, Inc.",18.1,-0.15,-0.82,44943690,80327698,23354656768
NU,Nu Holdings Ltd.,14.12,-0.36,-2.49,42660254,75753471,68206440448
CELH,"Celsius Holdings, Inc.",23.77,-5.38,-18.46,43275897,9495973,6076571136
U,Unity Software Inc.,40.81,5.34,15.05,40981371,8912083,17814994944
T,AT&T Inc.,23.71,0.65,2.82,44398546,64051445,162470068224
PLTR,Palantir Technologies Inc.,155.92,-2.51,-1.58,38397107,40405258,374684876800
