changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
104940,11-Aug-2026,Index Options,190062,109.65,Call,-37.16,372175.13642,174.5,85122,24600,NIFTY,372175.13642,RS,24570.65,4743018,OPTIDXNIFTY11-08-2026CE24600,OPTIDX,123.28
47907,11-Aug-2026,Index Options,116363,2.35,Call,-45.35,1991.24345,4.3,68456,25300,NIFTY,1991.24345,RS,24570.65,903673,OPTIDXNIFTY11-08-2026CE25300,OPTIDX,69.98
45865,11-Aug-2026,Index Options,149640,1.35,Call,-32.5,1090.99766,2,103775,25500,NIFTY,1090.99766,RS,24570.65,937686,OPTIDXNIFTY11-08-2026CE25500,OPTIDX,44.2
44415,11-Aug-2026,Index Options,147008,37.4,Call,-51.02,62140.44634,76.35,102593,24800,NIFTY,62140.44634,RS,24570.65,2048001,OPTIDXNIFTY11-08-2026CE24800,OPTIDX,43.29
43653,11-Aug-2026,Index Options,59557,137,Call,-33.94,228256.98093,207.4,15904,24550,NIFTY,228256.98093,RS,24570.65,2455353,OPTIDXNIFTY11-08-2026CE24550,OPTIDX,274.48
42537,11-Aug-2026,Index Options,178187,10.6,Call,-59.07,16929.64049,25.9,135650,25000,NIFTY,16929.64049,RS,24570.65,1630908,OPTIDXNIFTY11-08-2026CE25000,OPTIDX,31.36
31144,11-Aug-2026,Index Options,159322,66.35,Call,-44.15,140622.01137,118.8,128178,24700,NIFTY,140622.01137,RS,24570.65,2749988,OPTIDXNIFTY11-08-2026CE24700,OPTIDX,24.3
29328,11-Aug-2026,Index Options,57013,7.75,Call,-59.21,4130.69056,19,27685,25050,NIFTY,4130.69056,RS,24570.65,555499,OPTIDXNIFTY11-08-2026CE25050,OPTIDX,105.93
29181,11-Aug-2026,Index Options,118619,20.1,Call,-55.82,22423.22748,45.5,89438,24900,NIFTY,22423.22748,RS,24570.65,1279098,OPTIDXNIFTY11-08-2026CE24900,OPTIDX,32.63
27073,11-Aug-2026,Index Options,94729,86.05,Call,-40.76,157293.89204,145.25,67656,24650,NIFTY,157293.89204,RS,24570.65,2442869,OPTIDXNIFTY11-08-2026CE24650,OPTIDX,40.02
26983,11-Aug-2026,Index Options,52882,14.85,Call,-57.2,10058.89049,34.7,25899,24950,NIFTY,10058.89049,RS,24570.65,747234,OPTIDXNIFTY11-08-2026CE24950,OPTIDX,104.19
24766,11-Aug-2026,Index Options,49193,3.1,Call,-46.09,1328.41817,5.75,24427,25250,NIFTY,1328.41817,RS,24570.65,483149,OPTIDXNIFTY11-08-2026CE25250,OPTIDX,101.39
22983,11-Aug-2026,Index Options,79126,2,Put,-33.33,1066.47793,3,56143,23800,NIFTY,1066.47793,RS,24570.65,536188,OPTIDXNIFTY11-08-2026PE23800,OPTIDX,40.94
22612,11-Aug-2026,Index Options,120716,5.9,Call,-56.62,4564.63192,13.6,98104,25100,NIFTY,4564.63192,RS,24570.65,808114,OPTIDXNIFTY11-08-2026CE25100,OPTIDX,23.05
19512,11-Aug-2026,Index Options,100785,3.6,Call,-52,2638.24316,7.5,81273,25200,NIFTY,2638.24316,RS,24570.65,776068,OPTIDXNIFTY11-08-2026CE25200,OPTIDX,24.01
19035,18-Aug-2026,Index Options,28975,13.35,Put,-3.96,448.31714,13.9,9940,23800,NIFTY,448.31714,RS,24570.65,46477,OPTIDXNIFTY18-08-2026PE23800,OPTIDX,191.5
19022,11-Aug-2026,Index Options,72084,2.5,Put,-35.9,1396.74034,3.9,53062,23900,NIFTY,1396.74034,RS,24570.65,522830,OPTIDXNIFTY11-08-2026PE23900,OPTIDX,35.85
18680,11-Aug-2026,Index Options,106755,1.1,Call,-24.14,358.39457,1.45,88075,25600,NIFTY,358.39457,RS,24570.65,391047,OPTIDXNIFTY11-08-2026CE25600,OPTIDX,21.21
17883,11-Aug-2026,Index Options,60495,167.85,Call,-30.78,210339.01881,242.5,42612,24500,NIFTY,210339.01881,RS,24570.65,1858373,OPTIDXNIFTY11-08-2026CE24500,OPTIDX,41.97
17689,11-Aug-2026,Index Options,49893,27.3,Call,-54.31,22852.46912,59.75,32204,24850,NIFTY,22852.46912,RS,24570.65,972280,OPTIDXNIFTY11-08-2026CE24850,OPTIDX,54.93
17005,18-Aug-2026,Index Options,29775,9.75,Call,-37.1,394.61072,15.5,12770,25400,NIFTY,394.61072,RS,24570.65,55493,OPTIDXNIFTY18-08-2026CE25400,OPTIDX,133.16
16639,11-Aug-2026,Index Options,39387,8.1,Put,-15.18,4570.05702,9.55,22748,24150,NIFTY,4570.05702,RS,24570.65,529432,OPTIDXNIFTY11-08-2026PE24150,OPTIDX,73.14
16237,18-Aug-2026,Index Options,44698,55.3,Call,-30.92,3400.62684,80.05,28461,25000,NIFTY,3400.62684,RS,24570.65,88824,OPTIDXNIFTY18-08-2026CE25000,OPTIDX,57.05
15509,11-Aug-2026,Index Options,41508,4.6,Call,-54.68,1855.1642,10.15,25999,25150,NIFTY,1855.1642,RS,24570.65,424086,OPTIDXNIFTY11-08-2026CE25150,OPTIDX,59.65
15417,11-Aug-2026,Index Options,61418,1.25,Put,-41.86,520.86841,2.15,46001,23600,NIFTY,520.86841,RS,24570.65,396701,OPTIDXNIFTY11-08-2026PE23600,OPTIDX,33.51
