symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
SBIN,SBINEQN,1097.2,1.12,29410622,29410622,32460503501.4,1085,15-May-2026,,1234.7,790,12.2,1080.1,1097.2,1124.5,1075.7,2026-08-07 16:00:25
ENRIN,ENRINEQN,3648,12.17,7973925,7973925,28965202823.25,3252.2,30-Jan-2026,,3968,2115,395.8,3450,3648.8,3735,3426.4,2026-08-07 16:00:25
ICICIBANK,ICICIBANKEQN,1421,-2.5,14395789,14395789,20631468963.24,1457.5,03-Aug-2026,,1480,1187.6,-36.5,1451,1421,1455,1418.2,2026-08-07 16:00:25
KALYANKJIL,KALYANKJILEQN,606.3,1.39,33255299,33255299,20526168201.77,598,04-Sep-2025,,648.95,327.05,8.3,607,606.3,630,601.15,2026-08-07 16:00:25
MOTHERSON,MOTHERSONEQN,168.5,8.71,115582755,115582755,19269956913.6,155,14-Jul-2026,,169.8,89.7,13.5,155.17,168.5,169.8,155.17,2026-08-07 16:00:25
BAJFINANCE,BAJFINANCEEQN,1078,-5.84,15614001,15614001,17023008450.24,1144.8,30-Jun-2026,,1176.4,787.9,-66.8,1113,1078,1113,1074.5,2026-08-07 16:00:25
LICI,LICIEQN,394,1.66,36390176,36390176,14319534256,387.55,25-Jun-2026,,468.48,360.75,6.45,393.45,394,396.85,391.1,2026-08-07 16:00:25
HDFCBANK,HDFCBANKEQN,731,-0.45,19382042,19382042,14192112613.66,734.3,19-Jun-2026,,1020.5,726.65,-3.3,733,731,736,728.2,2026-08-07 16:00:25
TATATECH,TATATECHEQN,873.05,8.92,16058460,16058460,13667034136.8,801.55,18-Jun-2026,,880,507.4,71.5,801.55,872.8,880,797.3,2026-08-07 16:00:25
RELIANCE,RELIANCEEQN,1334.8,0.74,9885638,9885638,13138803753.04,1325,05-Jun-2026,,1611.8,1249.8,9.8,1320,1334.8,1337,1316.6,2026-08-07 16:00:25
BSE,BSEEQN,3457.1,0.64,3722055,3722055,12902950304.1,3435,10-Jul-2026,,4446.8,2021.5,22.1,3435,3457.1,3529,3415.5,2026-08-07 16:00:25
VARROC,VARROCEQN,804,9.19,15190210,15190210,12267917400.2,737.85,07-Aug-2026,,836.3,462,67.65,720,811.2,836.3,713.45,2026-08-07 16:00:25
CUPID,CUPIDEQN,262.94,0.13,46030388,46030388,11881824054.44,262.61,09-Mar-2026,,267,31.82,0.33,264,262.13,267,239.28,2026-08-07 16:00:25
M&M,M&MEQN,3502,2.82,3299237,3299237,11466498193.5,3406,03-Jul-2026,,3839.9,2896,96,3405,3502,3504.9,3402.1,2026-08-07 16:00:25
TCS,TCSEQN,2452.7,3.36,4547979,4547979,11077421490.72,2373,15-Jul-2026,,3350,1976.8,79.7,2375,2452.7,2457.7,2375,2026-08-07 16:00:25
HEROMOTOCO,HEROMOTOCOEQN,5725,3.14,1914675,1914675,10930190292,5550.5,24-Jul-2026,,6388.5,4422.3,174.5,5541,5725,5800,5541,2026-08-07 16:00:25
TECHM,TECHMEQN,1635,0.17,6089110,6089110,10071448831.1,1632.2,03-Jul-2026,,1854,1304.1,2.8,1639.8,1635,1681.5,1634.3,2026-08-07 16:00:25
SILVERBEES,SILVERBEESEQN,220.21,2.65,44303975,44303975,9685735014.5,214.53,,,360,106.64,5.68,215.01,220.47,221.2,214.69,2026-08-07 16:00:25
HINDALCO,HINDALCOEQN,1059.6,3.17,9284747,9284747,9657900981.93,1027,10-Jul-2026,,1176,657.5,32.6,1017,1059.6,1059.6,1017,2026-08-07 16:00:25
MVELECTRO,MVELECTROEQN,594.95,-4.66,13751593,13751593,8996154624.67,624,,,686.5,520,-29.05,665.5,611.7,686.5,593.05,2026-08-07 16:00:25
