changeInOI,expiryDate,instrument,latestOI,ltp,optionType,pChange,premTurnover,prevClose,prevOI,strikePrice,symbol,turnover,type,underlyingValue,volume,identifier,instrumentType,pChangeInOI
-27330,23-Jun-2026,Index Options,71596,232.75,Call,21.51,179750.87484,191.55,98926,24000,NIFTY,179750.87484,SR,24168,1541041,OPTIDXNIFTY23-06-2026CE24000,OPTIDX,-27.63
-21270,23-Jun-2026,Index Options,24586,197.35,Call,20.12,126788.13447,164.3,45856,24050,NIFTY,126788.13447,SR,24168,1322342,OPTIDXNIFTY23-06-2026CE24050,OPTIDX,-46.38
-20997,23-Jun-2026,Index Options,65161,165,Call,18.83,269158.28581,138.85,86158,24100,NIFTY,269158.28581,SR,24168,3318824,OPTIDXNIFTY23-06-2026CE24100,OPTIDX,-24.37
-10273,23-Jun-2026,Index Options,24133,314.9,Call,23.39,53935.29121,255.2,34406,23900,NIFTY,53935.29121,SR,24168,337005,OPTIDXNIFTY23-06-2026CE23900,OPTIDX,-29.86
-7301,30-Jun-2026,Index Options,17533,837.6,Call,24.18,25030.11654,674.5,24834,57500,BANKNIFTY,25030.11654,SR,57963.8,110955,OPTIDXBANKNIFTY30-06-2026CE57500,OPTIDX,-29.4
-5394,30-Jun-2026,Index Options,18333,2080,Call,18.52,6493.10641,1754.95,23727,56000,BANKNIFTY,6493.10641,SR,57963.8,11323,OPTIDXBANKNIFTY30-06-2026CE56000,OPTIDX,-22.73
-4762,30-Jun-2026,Index Options,7268,777.5,Call,24.78,9489.25099,623.1,12030,57600,BANKNIFTY,9489.25099,SR,57963.8,45943,OPTIDXBANKNIFTY30-06-2026CE57600,OPTIDX,-39.58
-4389,23-Jun-2026,Index Options,12238,403.2,Call,22.7,28295.46512,328.6,16627,23800,NIFTY,28295.46512,SR,24168,134689,OPTIDXNIFTY23-06-2026CE23800,OPTIDX,-26.4
-3483,30-Jun-2026,Index Options,13572,386.95,Call,17.03,5994.42072,330.65,17055,23900,NIFTY,5994.42072,SR,24168,28131,OPTIDXNIFTY30-06-2026CE23900,OPTIDX,-20.42
-3465,30-Jun-2026,Index Options,18729,1218.85,Call,24.43,13624.92932,979.55,22194,57000,BANKNIFTY,13624.92932,SR,57963.8,41364,OPTIDXBANKNIFTY30-06-2026CE57000,OPTIDX,-15.61
-3306,30-Jun-2026,Index Options,4088,903,Call,23.56,3986.42912,730.8,7394,57400,BANKNIFTY,3986.42912,SR,57963.8,16223,OPTIDXBANKNIFTY30-06-2026CE57400,OPTIDX,-44.71
-3119,23-Jun-2026,Index Options,7429,496.1,Call,20.78,9440.65856,410.75,10548,23700,NIFTY,9440.65856,SR,24168,34970,OPTIDXNIFTY23-06-2026CE23700,OPTIDX,-29.57
-3057,30-Jun-2026,Stock Options,11534,16.65,Call,56.34,2027.42232,10.65,14591,780,HDFCBANK,2027.42232,SR,800.8,24773,OPTSTKHDFCBANK30-06-2026CE780,OPTSTK,-20.95
-3004,30-Jun-2026,Index Options,4533,969.3,Call,23,3548.36908,788.05,7537,57300,BANKNIFTY,3548.36908,SR,57963.8,13488,OPTIDXBANKNIFTY30-06-2026CE57300,OPTIDX,-39.86
-2927,23-Jun-2026,Index Options,9435,271.6,Call,22.15,35354.36104,222.35,12362,23950,NIFTY,35354.36104,SR,24168,258342,OPTIDXNIFTY23-06-2026CE23950,OPTIDX,-23.68
-2555,30-Jun-2026,Stock Options,6951,32.2,Call,47.71,1081.88773,21.8,9506,760,HDFCBANK,1081.88773,SR,800.8,6659,OPTSTKHDFCBANK30-06-2026CE760,OPTSTK,-26.88
-2250,30-Jun-2026,Stock Options,1669,107,Call,42,2587.87932,75.35,3919,3100,TRENT,2587.87932,SR,3182,17992,OPTSTKTRENT30-06-2026CE3100,OPTSTK,-57.41
-2009,30-Jun-2026,Index Options,2935,1070,Call,26.21,2923.62171,847.8,4944,57200,BANKNIFTY,2923.62171,SR,57963.8,10315,OPTIDXBANKNIFTY30-06-2026CE57200,OPTIDX,-40.64
-1988,23-Jun-2026,Index Options,12882,592.35,Call,18.83,7256.93765,498.5,14870,23600,NIFTY,7256.93765,SR,24168,22359,OPTIDXNIFTY23-06-2026CE23600,OPTIDX,-13.37
-1911,30-Jun-2026,Stock Options,3613,11.7,Call,39.29,1810.61554,8.4,5524,420,BEL,1810.61554,SR,428.1,11754,OPTSTKBEL30-06-2026CE420,OPTSTK,-34.59
-1785,23-Jun-2026,Index Options,11325,693.55,Call,17.21,6375.89647,591.7,13110,23500,NIFTY,6375.89647,SR,24168,16041,OPTIDXNIFTY23-06-2026CE23500,OPTIDX,-13.62
-1573,30-Jun-2026,Index Options,53929,723.3,Call,12.73,4484.82633,641.6,55502,23500,NIFTY,4484.82633,SR,24168,10499,OPTIDXNIFTY30-06-2026CE23500,OPTIDX,-2.83
-1536,23-Jun-2026,Index Options,11792,787.6,Call,14.65,1458.18967,686.95,13328,23400,NIFTY,1458.18967,SR,24168,3191,OPTIDXNIFTY23-06-2026CE23400,OPTIDX,-11.52
-1449,30-Jun-2026,Stock Options,1485,9.65,Call,50.78,705.5937,6.4,2934,355,NTPC,705.5937,SR,362,6054,OPTSTKNTPC30-06-2026CE355,OPTSTK,-49.39
-1357,23-Jun-2026,Index Options,3025,356,Call,22.32,10385.09175,291.05,4382,23850,NIFTY,10385.09175,SR,24168,56484,OPTIDXNIFTY23-06-2026CE23850,OPTIDX,-30.97
