symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
SPCX,Space Exploration Technologies ,185.0,-6.82,-3.56,254914736,292848425,2437224595456
INTC,Intel Corporation,133.99,12.89,10.64,211357342,130865655,673433780224
NVDA,NVIDIA Corporation,210.69,6.04,2.95,238264530,162935263,5103122644992
AAL,"American Airlines Group, Inc.",15.99,0.57,3.7,125363904,71664266,10575548416
NOK,Nokia Corporation Sponsored,13.49,-0.34,-2.46,125181134,106603396,75308384256
MRVL,"Marvell Technology, Inc.",310.58,21.04,7.27,250206305,36862909,271695364096
FLEX,Flex Ltd.,147.61,4.48,3.13,80714535,5131134,54081044480
QS,QuantumScape Corporation,8.04,1.14,16.52,80749753,20566011,4945766400
GRAB,Grab Holdings Limited,3.57,0.12,3.48,80664791,53539552,14601298944
SOFI,"SoFi Technologies, Inc.",17.91,0.49,2.81,79322164,67796004,22973894656
RKLB,Rocket Lab Corporation,107.24,-0.74,-0.69,70192050,26694485,67005562880
PFE,"Pfizer, Inc.",25.21,-0.71,-2.74,67907094,35970888,143682977792
AMC,"AMC Entertainment Holdings, Inc",2.83,0.17,6.39,80933058,33373500,2134305920
SMCI,"Super Micro Computer, Inc.",30.66,2.88,10.37,67924163,51380769,18439491584
BFLY,"Butterfly Network, Inc.",8.9,3.19,55.87,59731176,4917988,2328603904
T,AT&T Inc.,22.01,-0.43,-1.92,55132557,41815634,152932941824
PLUG,"Plug Power, Inc.",2.85,0.2,7.55,65940975,74981428,3975946752
AAPL,Apple Inc.,298.01,2.06,0.7,76701676,47139609,4376979046400
RIG,Transocean Ltd (Switzerland),5.31,-0.27,-4.84,67139758,33027839,5876897280
CSCO,"Cisco Systems, Inc.",119.54,2.21,1.88,51792106,23945514,471159111680
ONDS,Ondas Inc,9.27,0.15,1.64,63575968,68755787,4794428928
AMZN,"Amazon.com, Inc.",244.39,6.89,2.9,66532506,44627855,2628929978368
F,Ford Motor Company,14.06,0.1,0.72,88662416,57445095,56024780800
SMR,NuScale Power Corporation,11.74,1.4,13.54,48584275,33592288,4063281920
TSLA,"Tesla, Inc.",400.49,4.11,1.04,54706416,58543752,1504129843200
