symbol,latestOI,prevOI,changeInOI,avgInOI,volume,futValue,optValue,total,premValue,underlyingValue
RADICO,7563,4249,3314,77.99,25878,21319.35438,12653817483,23829.20421,2509.84983,3675
NYKAA,32983,26758,6225,23.26,108271,124934.58125,89024216843,141661.04656,16726.46531,298
COCHINSHIP,25526,21100,4426,20.98,32328,47630.66224,14855354696,50627.1692,2996.50696,1469
MAXHEALTH,48237,40410,7827,19.37,162633,47636.52174,88943516424,60925.96098,13289.43924,1092
CDSL,55991,47838,8153,17.04,188347,111802.95656,112965691490,132535.89146,20732.9349,1351
NUVAMA,10349,9037,1312,14.52,17217,18705.69615,13250884735,20835.8435,2130.14735,1721
INFY,495078,432569,62509,14.45,268549,242349.19364,99843439920,258547.87284,16198.6792,1127
UNITDSPR,45597,39902,5695,14.27,99541,44826.4628,50054625956,52164.20236,7337.73956,1352
NIFTY,7766994,6800591,966403,14.21,46229418,848712.00441,72390379466722,3130253.04664,2281541.04222,24168
LICI,45101,39933,5168,12.94,105201,65767.94518,57855345996,74498.72514,8730.77996,430
POLYCAB,40422,36295,4127,11.37,35291,25896.89567,40761507130,30385.96697,4489.0713,9940
TRENT,164024,148198,15826,10.68,280290,101809.81603,125772967827,124582.50127,22772.68524,3182
MARICO,22252,20229,2023,10,34206,45163.34688,30026677272,48640.6596,3477.31272,820
INDIANB,29426,26904,2522,9.37,13064,31178.4648,8477351580,32610.6456,1432.1808,874
PERSISTENT,65628,60035,5593,9.32,48725,38861.06403,21138586215,42723.45118,3862.38715,4940
FINNIFTY,22053,20238,1815,8.97,23235,2994.80361,36747830659,5474.7502,2479.94659,26581
JSWENERGY,43831,40248,3583,8.9,26103,34972.0459,11944787956,37063.24297,2091.19706,575
KFINTECH,23779,22007,1772,8.05,23750,23639.23345,8681425226,25082.25071,1443.01726,908
COLPAL,45750,42486,3264,7.68,27826,18656.77768,11058738613,19769.21881,1112.44113,2022
