symbol,shortName,price,changePct,volume
SRAD,Sportradar Group AG,12.34,-15.13,10500074
GME,GameStop Corporation,19.06,-12.25,41598573
TGTX,"TG Therapeutics, Inc.",46.17,-11.26,6408515
KRYS,"Krystal Biotech, Inc.",312.57,-8.37,1171845
CVI,CVR Energy Inc.,32.89,-7.66,1077575
ALMS,Alumis Inc.,26.12,-7.54,1386837
MAR,Marriott International,346.83,-6.97,4399864
FICO,Fair Isaac Corporation,1045.46,-6.9,635610
AZN,AstraZeneca PLC,157.97,-6.88,16095689
UNFI,"United Natural Foods, Inc.",47.37,-6.81,802618
INDV,"Indivior Pharmaceuticals, Inc.",37.37,-6.6,6647747
PBF,PBF Energy Inc.,67.91,-6.05,4894797
EBAY,eBay Inc.,107.13,-6.03,6399550
MPWR,"Monolithic Power Systems, Inc.",1344.37,-5.73,1214974
CF,"CF Industries Holdings, Inc.",118.3,-5.5,1680819
