symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
MUTHOOTFIN,MUTHOOTFINEQN,2890.9,-7.33,8573629,8573629,24325871825.41,3119.6,17-Apr-2026,,4149.5,2476.6,-228.7,2876,2890.9,2928,2671,2026-08-03 16:00:25
REDINGTON,REDINGTONEQN,347.2,7.94,69118282,69118282,23852027935.38,321.65,03-Jul-2026,,357.8,191.31,25.55,320.5,347.85,357.8,319.5,2026-08-03 16:00:25
BAJFINANCE,BAJFINANCEEQN,1153,1.03,13758012,13758012,15941546084.52,1141.2,30-Jun-2026,,1176.4,787.9,11.8,1176.3,1153,1176.4,1140.2,2026-08-03 16:00:25
DIVISLAB,DIVISLABEQN,8585,6.57,1798150,1798150,15008384845.5,8056,24-Jul-2026,,8585,5636.5,529,8380,8585,8585,8105,2026-08-03 16:00:25
URBANCO,URBANCOEQN,145.85,12.72,92834272,92834272,13674488265.6,129.39,,,201.18,100.7,16.46,136.33,146.19,152.21,136.3,2026-08-03 16:00:25
MARUTI,MARUTIEQN,14150,-0.59,961183,961183,13566809690.1,14234,07-Aug-2026,,17370,12201,-84,14300,14150,14440,13901,2026-08-03 16:00:25
BSE,BSEEQN,3575,-1.95,3750195,3750195,13556092380.15,3646.2,10-Jul-2026,,4446.8,2021.5,-71.2,3660,3575,3671.4,3560,2026-08-03 16:00:25
ITC,ITCEQN,287,2.14,45392755,45392755,13119867977.65,281,27-May-2026,,427,275,6,284.45,287,292.55,283,2026-08-03 16:00:25
PAYTM,PAYTMEQN,1410,4.99,7964165,7964165,11180572676.9,1343,,,1437.6,930.6,67,1348,1410,1437.6,1344.4,2026-08-03 16:00:25
HDFCBANK,HDFCBANKEQN,753,0.65,14827841,14827841,11164771159.36,748.15,19-Jun-2026,,1020.5,726.65,4.85,753.05,753,756.85,750.05,2026-08-03 16:00:25
ICICIBANK,ICICIBANKEQN,1460,2.57,7706747,7706747,11142954284.89,1435.4,03-Aug-2026,,1494.5,1187.6,36.6,1442,1460,1460,1433,2026-08-03 16:00:25
SBIN,SBINEQN,1045,1.71,10507450,10507450,10948447676.5,1027.4,15-May-2026,,1234.7,786.55,17.6,1035,1045,1051.5,1031.6,2026-08-03 16:00:25
ZEEL,ZEELEQN,97.9,-14.54,107649848,107649848,10920000581.12,114.55,29-Aug-2025,,124.14,68,-16.65,103,98.14,106.7,95.55,2026-08-03 16:00:25
NETWEB,NETWEBEQN,4580,1.24,2334958,2334958,10818677649.3,4524,22-Aug-2025,,5244,1962.1,56,4560.4,4586,4740,4540,2026-08-03 16:00:25
PINELABS,PINELABSEQN,152.85,9.99,71026387,71026387,10649696466.78,138.97,,,284,134.73,13.88,141.24,152.17,153.4,139.61,2026-08-03 16:00:25
DIXON,DIXONEQN,13892,-1.12,728101,728101,10096518318.92,14049,16-Sep-2025,,18471,9600,-157,13875,13892,14085,13579,2026-08-03 16:00:25
INFY,INFYEQN,1180,4.42,8582270,8582270,9962985597.6,1130.1,10-Jun-2026,,1728,982.4,49.9,1145.1,1180,1180,1138.1,2026-08-03 16:00:25
RELIANCE,RELIANCEEQN,1319,0.86,7508023,7508023,9843618794.84,1307.8,05-Jun-2026,,1611.8,1249.8,11.2,1315.2,1319,1319,1306,2026-08-03 16:00:25
JIOFIN,JIOFINEQN,263,2.53,36582683,36582683,9571493180.12,256.46,11-Aug-2025,,338.6,223.3,6.5,260,263,266.95,256.3,2026-08-03 16:00:25
KALYANKJIL,KALYANKJILEQN,608,-0.75,15638729,15638729,9560267812.28,612.6,04-Sep-2025,,648.95,327.05,-4.6,616.35,608,623.4,602.55,2026-08-03 16:00:25
