symbol,series,ltp,change,pChange,priceBand,highPrice,lowPrice,yearHigh,yearLow,totalTradedVol,turnover
HFCL,EQ,201,7.08,   3.65,5,203.61,195.7,229.5,59.82,391.40552,788.916966112
ETHOSLTD,EQ,2902.5,327.1,  12.70,20,3090.4,2555.9,3245.9,1919.4,15.92283,465.46094340900004
DALMIASUG,EQ,419.8,68.9,  19.64,20,421.05,351,421.05,261.4,102.94952,411.43775668
SPORTKING,EQ,231.81,30.55,  15.18,20,241.51,220.1,241.51,78.17,126.67361,296.390912678
VISL,EQ,33.89,1.61,   4.99,5,33.89,31.88,44.78,19.06,468.32885,154.220690305
VINDHYATEL,EQ,2383,397.1,  20.00,20,2383,2073.6,2484.9,963.9,6.05417,136.891443287
STLTECH,BE,584.9,27.85,   5.00,5,584.9,584.9,679.9,84.6,19.19449,112.26857200999999
MTARTECH,BE,6012,286,   4.99,5,6012,6012,8714,1390.5,0.7548,45.378576
SHALPAINTS,EQ,80.01,13.33,  19.99,20,80.01,67.68,88.71,35.21,45.1815,34.74005535
E2E,EQ,543,25.85,   5.00,5,543,526.9,567.8,183.36,5.3952,29.037505919999997
GENESYS,EQ,298.75,27.15,  10.00,10,298.75,274.95,647.9,198.05,5.11803,14.869412559
TRIVENI,BE,232.57,11.07,   5.00,5,232.57,226,490.1,220.05,6.23781,14.492927753999998
GVPIL,EQ,758,36.05,   4.99,5,758,700,1084,270.9,1.57148,11.549120816
SIGMAADV,BE,654.7,31.15,   5.00,5,654.7,625,654.7,108.75,1.46018,9.528258572
METALIC,ST,100.9,4.8,   4.99,5,100.9,93.6,100.9,81.4,7.904,7.9348256
ALPHAGEO,EQ,264.15,44.02,  20.00,20,264.15,220.25,287,164.8,2.76528,7.084923888
MON100,EQ,315.45,10.27,   3.37,20,315.45,315.45,342.55,197.81,2.1024,6.6320208
AARTISURF,EQ,481,80.15,  20.00,20,481,455.25,575.85,316,1.03704,4.8948288
ELITECON,EQ,17.2,1.56,   9.97,10,17.2,15.68,46.4,15.3,28.01719,4.698482763
OPTIVALUE,ST,165.75,3.5,   2.16,5,170.35,156.2,170.35,56.05,2.816,4.585856
RSWM,BE,224.5,9.93,   4.63,5,225.29,213,225.29,120,1.83073,4.094427645000001
IITL,EQ,153.21,25.53,  20.00,20,153.21,133.21,216,108,2.70241,3.919034982
UEL,EQ,184.47,30.74,  20.00,20,184.47,163.15,220,92.32,2.11631,3.821632598
BODALCHEM,BE,73.51,2.85,   4.03,5,74.19,70.66,81.9,42.81,4.81198,3.5295873299999996
GATECH,EQ,0.75,0.06,   8.70,10,0.75,0.74,0.93,0.4,435.5074,3.22275476
PRIZOR,ST,911,34,   3.88,5,920.85,900.05,939.2,216.65,0.348,3.1862184
TAC,SM,521.85,24.85,   5.00,5,521.85,508,899.65,347.4,0.614,3.176836
WAAREEINDO,EQ,322,15.3,   4.99,5,322,305.6,725,282.8,0.97025,3.063176275
TIRUPATIFL,BE,73.5,3.5,   5.00,5,73.5,69,83.9,30.11,4.18783,3.0093746379999997
A2ZINFRA,EQ,17.1,1.55,   9.97,10,17.1,15.76,22.75,12,16.05294,2.690472744
MAFANG,EQ,191.18,5.44,   2.93,20,191.18,191.18,208.38,149.74,1.21688,2.326431184
MENONBE,BE,221.11,10.52,   5.00,5,221.11,210.59,231.6,101.5,0.94482,2.076147468
REGAAL,BE,85.97,4.09,   5.00,5,85.97,82.99,145.7,57.27,2.29882,1.959054404
RSDFIN,EQ,132.88,22.14,  19.99,20,132.88,101.15,132.88,65.6,1.5667,1.94208132
HALDYNGL,BE,126.26,6.01,   5.00,5,126.26,120.61,133.7,85,1.51391,1.8943555829999998
MODISONLTD,BE,281.8,13.4,   4.99,5,281.8,268.95,362.7,114,0.63381,1.77086514
KRMAYURVED,ST,288.6,13.7,   4.98,5,288.6,282.7,288.6,156.15,0.6,1.72638
FAZE3Q,EQ,545,8.05,   1.50,5,563.75,536.95,660,322.1,0.29565,1.644612255
SUBEXLTD,BE,12.9,0.57,   4.62,5,12.94,12.05,14.58,6.61,11.73695,1.49998221
SASKEN,EQ,1902.3,90.5,   5.00,5,1902.3,1902.3,2780.2,991,0.07255,1.38011865
KESORAMIND,BE,13.14,0.62,   4.95,5,13.14,13.14,14.26,4.55,10.49528,1.379079792
RELINFRA,BE,63.04,3,   5.00,5,63.04,63.04,354,60.04,2.14554,1.352548416
FRESHARA,ST,354.75,16.85,   4.99,5,354.75,325.1,375,130,0.372,1.2808704
INVPRECQ,BE,1136.9,39.2,   3.57,5,1152.5,1060.1,1152.5,551,0.11175,1.234625175
COFFEEDAY,BE,32.03,1.52,   4.98,5,32.03,30.99,51.46,21,3.70012,1.1762681480000001
VASCONEQ,BE,33.39,1.44,   4.51,5,33.54,31.85,74.59,26.75,3.55374,1.16918046
JAIBALAJI,BE,60.59,2.88,   4.99,5,60.59,57.71,116.95,53.65,1.87525,1.1183991
MHLXMIRU,EQ,148.33,7.06,   5.00,5,148.33,141.9,244.65,105.53,0.75124,1.109431232
EMPOWER,BE,2.69,0.12,   4.67,5,2.69,2.6,2.82,1.3,40.36841,1.077836547
GULFPETRO,BE,52.45,2.49,   4.98,5,52.45,52.45,52.45,23.25,2.04084,1.0704205800000002
BHAGERIA,BE,221,8.82,   4.16,5,222.78,214.11,244.6,127.51,0.46209,1.0212189
INDTERRAIN,EQ,33.39,5.56,  19.98,20,33.39,28.12,42.62,24.56,2.96135,0.956812185
EMAMIPAP,BE,115.05,5.46,   4.98,5,115.06,111,133.7,55,0.82627,0.941286784
VALIANTORG,BE,280,13.3,   4.99,5,280,265,397,195,0.33456,0.925627152
SAHASRA,ST,325.75,15.5,   5.00,5,325.75,310,373,188.35,0.284,0.9106744
PRECOT,EQ,820,10.45,   1.29,5,850,791.05,876.75,300.05,0.10974,0.896125866
MAXVOLT,ST,348.95,16.6,   4.99,5,348.95,336,509,210.05,0.256,0.8867072
KHAITANLTD,EQ,155.4,25.9,  20.00,20,155.4,134,155.4,85,0.49355,0.7394366099999999
CORDSCABLE,BE,211.6,10.07,   5.00,5,211.6,204,259.4,127.01,0.33925,0.71466405
MONQ50,EQ,140.56,3,   2.18,20,140.56,140.56,147.24,77.37,0.48243,0.678103608
ONYX,ST,45.05,2.1,   4.89,5,45.05,43.95,53.9,24.2,1.46,0.655102
GENSOL,BZ,18.31,0.87,   4.99,5,18.31,18.31,46.28,17.44,3.44004,0.629871324
MANAKSTEEL,EQ,75.21,6.83,   9.99,10,75.21,68.5,87.13,45.11,0.85658,0.628472746
JAYESH,SM,141,5.75,   4.25,20,162.3,137,200,106.35,0.41,0.599871
MAHKTECH,EQ,23.6,-0.09,  -0.38,20,23.6,23.6,35.59,21,2.52187,0.59516132
GANESHIN,ST,103.75,4.9,   4.96,5,103.75,103.75,279.8,66.4,0.568,0.5893
MAWANASUG,BE,109.86,5.23,   5.00,5,109.86,107,123.75,75.08,0.50173,0.549193658
GJL,ST,170,6.9,   4.23,5,171.25,167.1,276.45,91.4,0.32,0.54032
OCCLLTD,BE,174.32,8.3,   5.00,5,174.32,174.32,174.32,75.71,0.30139,0.525383048
CHEMCON,BE,184.28,8.77,   5.00,5,184.28,177,295,125,0.2846,0.5205618599999999
BLACKROSE,BE,114.75,3.99,   3.60,5,116.29,113.1,129.9,80.05,0.44745,0.51555189
KOTYARK,BE,34.89,1.66,   5.00,5,34.89,34.55,45.5,17.38,1.43927,0.501585595
SADHNANIQ,BE,2.79,0.13,   4.89,5,2.79,2.71,3.13,1.27,17.76535,0.49387673
VIGOR,ST,93,1.3,   1.42,5,96.25,87.2,114.4,44.75,0.528,0.4777872
AAREYDRUGS,BE,81.75,3.89,   5.00,5,81.75,77.5,100,50.31,0.5935,0.47758945
BIRLACABLE,BE,214,10.19,   5.00,5,214,214,241,104,0.22264,0.4764496
ONMOBILE,BE,66.58,3.17,   5.00,5,66.58,64.72,84,40.21,0.69195,0.459523995
MASPTOP50,EQ,77.42,1.94,   2.57,20,77.42,77.42,82.78,59.61,0.59174,0.458125108
TSC,SM,47.25,7.85,  19.92,20,47.25,45,79.3,25.25,0.84,0.39144
AMBAAUTO,SM,106.25,9.65,   9.99,10,106.25,94.5,137.5,63.6,0.37,0.383246
CPS,SM,1074.15,51.15,   5.00,5,1074.15,1000.05,1349.25,660,0.036,0.3784392
TERASOFT,EQ,391.65,15.05,   4.00,5,395.4,370.25,598,282.8,0.08534,0.331784852
FILATFASH,BE,0.19,0.01,   5.56,5,0.19,0.18,0.68,0.14,137.10709,0.246792762
NEWJAISA,ST,13.8,-0.2,  -1.43,5,14.7,13.35,51.5,13.35,1.665,0.242091
GSS,EQ,13.81,1.24,   9.86,10,13.82,12.64,33.97,8.68,1.65823,0.224026873
KDL,SM,106.75,3.9,   3.79,5,107.95,103.65,321,100.85,0.21,0.22239
EPWINDIA,ST,243.3,11.55,   4.98,5,243.3,239,282.05,98,0.084,0.202986
JOCIL,BE,150.9,6.61,   4.58,5,151.5,146.1,177.8,91.25,0.128,0.1919232
LYKALABS,BE,63.84,3.04,   5.00,5,63.84,60.3,121.44,44.1,0.2659,0.16693202
CAPTRUST,EQ,19.07,0.9,   4.95,5,19.07,18.7,41.05,10.98,0.87562,0.166542924
CLEDUCATE,BE,59.28,2.82,   4.99,5,59.28,56.7,120.8,35.48,0.27052,0.159444488
AGSTRA,BZ,2.2,0.1,   4.76,5,2.2,2.07,6.19,2.07,7.3082,0.15931876
PRAXIS,EQ,6.6,0.47,   7.67,10,6.74,6,14.44,5.26,2.29975,0.151093575
ADDICTIVE,SM,41.9,1.95,   4.88,5,41.9,40.05,160,37.15,0.355,0.148319
DHARAN,BZ,0.15,0,   0.00,5,0.16,0.15,0.61,0.11,96.16608,0.14424912
FORGEAUTO,SM,95.65,4.55,   4.99,5,95.65,94.95,172,68.45,0.144,0.1374912
