symbol,shortName,price,changePct,volume
ATKR,Atkore Inc.,93.55,28.22,8858273
CRWV,"CoreWeave, Inc.",85.76,19.49,44007925
PLBL,Polibeli Group Ltd,6.39,17.68,108725
AAOI,"Applied Optoelectronics, Inc.",110.21,16.85,11928510
BFLY,"Butterfly Network, Inc.",8.22,15.61,12291629
AEHR,Aehr Test Systems,91.71,14.67,2355085
AXTI,AXT Inc,68.67,13.64,17162031
NWL,Newell Brands Inc.,6.36,13.57,26143924
ALM,Almonty Industries Inc.,12.56,13.56,10171022
SLS,"SELLAS Life Sciences Group, Inc",11.22,12.09,6862750
LIND,Lindblad Expeditions Holdings I,33.12,11.97,1959850
GPGI,"GPGI, Inc.",14.77,11.89,1323161
RDW,Redwire Corporation,9.64,11.83,17085675
ONDS,Ondas Inc,8.37,11.75,54815315
INFQ,"Infleqtion, Inc.",10.98,11.7,8038035
