symbol,identifier,lastPrice,pChange,quantityTraded,totalTradedVolume,totalTradedValue,previousClose,exDate,purpose,yearHigh,yearLow,change,open,closePrice,dayHigh,dayLow,lastUpdateTime
APOLLO,APOLLOEQN,411,0.69,67331319,67331319,28085239781.28,408.2,08-Sep-2025,,428.7,136.5,2.8,409.5,412.1,428.7,403.3,2026-05-26 16:00:29
HDFCBANK,HDFCBANKEQN,780.25,-0.84,31528062,31528062,24713271398.7,786.85,19-Jun-2026,,1020.5,726.65,-6.6,784.05,778.9,790.85,776.75,2026-05-26 16:00:29
ICICIBANK,ICICIBANKEQN,1280.7,-0.86,18400405,18400405,23691625461.8,1291.8,12-Aug-2025,,1500,1187.6,-11.1,1290,1279.1,1301.8,1276.2,2026-05-26 16:00:29
ADANIPOWER,ADANIPOWEREQN,245.12,5.03,91664035,91664035,22143280934.95,233.38,22-Sep-2025,,245.7,105.42,11.74,234.25,244.53,245.7,233.77,2026-05-26 16:00:29
ATGL,ATGLEQN,713,8.17,29037457,29037457,20660441030.07,659.15,12-Jun-2026,,798,462.8,53.85,659,713.1,731.4,656.5,2026-05-26 16:00:29
RELIANCE,RELIANCEEQN,1357,-0.73,13769747,13769747,18716115517.34,1367,14-Aug-2025,,1611.8,1290,-10,1360.1,1356.3,1368.5,1352.4,2026-05-26 16:00:29
POWERINDIA,POWERINDIAEQN,35645,0.03,511899,511899,18083815021.08,35635,13-Aug-2025,,36750,16111,10,35400,35995,36495,34005,2026-05-26 16:00:29
BSE,BSEEQN,4420,3,3782550,3782550,16449137359.5,4291.2,10-Jul-2026,,4425,2021.5,128.8,4300,4403.3,4425,4295.1,2026-05-26 16:00:29
SBIN,SBINEQN,969.8,0.02,16269800,16269800,15790817088,969.6,15-May-2026,,1234.7,781.7,0.2,969.9,968.5,978.8,962.1,2026-05-26 16:00:29
ADANIENT,ADANIENTEQN,2973,4.33,4899494,4899494,14310246095.44,2849.7,12-Jun-2026,,2979.4,1753,123.3,2846,2969.3,2979.4,2825,2026-05-26 16:00:29
ASTRAMICRO,ASTRAMICROEQN,1362,10.23,10704585,10704585,14254867661.1,1235.6,10-Sep-2025,,1389.7,851,126.4,1244,1357,1389.7,1216.6,2026-05-26 16:00:29
VEDL,VEDLEQN,344.8,3.7,39844071,39844071,13733454392.28,332.5,30-Apr-2026,,795,268.7,12.3,332.5,344.9,348.5,332.15,2026-05-26 16:00:29
HFCL,HFCLEQN,161.66,-0.72,73548899,73548899,12106884264.39,162.84,08-Sep-2025,,168.24,59.82,-1.18,163.37,161.8,168.24,160,2026-05-26 16:00:29
ITC,ITCEQN,301.9,-0.67,37560542,37560542,11339152024.38,303.95,27-May-2026,,444.2,287,-2.05,304.35,301.65,304.4,301.1,2026-05-26 16:00:29
PINELABS,PINELABSEQN,139,-4.92,75696833,75696833,10776201145.88,146.2,,,284,135.52,-7.2,151.5,137.94,152.8,135.52,2026-05-26 16:00:29
BHARTIARTL,BHARTIARTLEQN,1847,-1.48,5803034,5803034,10770895346.72,1874.8,18-Jul-2025,,2174.5,1740.5,-27.8,1874,1846.9,1874,1844.8,2026-05-26 16:00:29
IDEA,IDEAEQN,14.09,0.36,747187097,747187097,10535338067.7,14.04,20-Aug-2024,,14.2,6.12,0.05,14.09,14.14,14.2,13.95,2026-05-26 16:00:29
PREMEXPLN,PREMEXPLNEQN,720,0.76,12777900,12777900,9615114192,714.6,23-Sep-2025,,779.5,378.4,5.4,720.7,725.55,779.5,706.1,2026-05-26 16:00:29
WIPRO,WIPROEQN,203.49,-1.62,46458415,46458415,9570433490,206.84,05-Jun-2026,,273.1,186.5,-3.35,206.99,203.73,208.69,202.94,2026-05-26 16:00:29
SUZLON,SUZLONEQN,54.6,1.13,173729945,173729945,9489129595.9,53.99,03-Sep-2024,,74.3,38.19,0.61,53.64,54.58,55.49,53.38,2026-05-26 16:00:29
