symbol,shortName,price,changePct,volume
OCTVV,Octave Intelligence plc Class B Ordinary Shares When Issued,17.76,-18.16,615160
EMAT,Evolution Metals & Technologies,7.12,-10.89,463931
AZO,"AutoZone, Inc.",3100.11,-8.99,553978
LUNR,"Intuitive Machines, Inc.",34.86,-8.89,47333074
POET,POET Technologies Inc.,13.35,-8.5,45870323
KC,Kingsoft Cloud Holdings Limited,13.03,-8.37,2499206
CRCL,"Circle Internet Group, Inc.",104.17,-7.91,15648119
TALO,"Talos Energy, Inc.",14.8,-7.73,1633353
VG,"Venture Global, Inc.",12.89,-6.8,14415483
SOC,Sable Offshore Corp.,13.75,-6.72,1866826
TR,"Tootsie Roll Industries, Inc.",37.4,-6.64,312840
TBBB,BBB Foods Inc.,34.39,-6.4,459102
LB,LandBridge Company LLC,73.92,-5.99,459750
NOG,"Northern Oil and Gas, Inc.",22.34,-5.94,2643895
CBRS,Cerebras Systems Inc.,241.71,-5.87,8130692
