symbol,shortName,price,change,changePct,volume,avgVolume,marketCap
NVDA,NVIDIA Corporation,214.86,-0.47,-0.22,182422520,166733948,5204124106752
NOK,Nokia Corporation Sponsored,16.46,0.99,6.4,178662437,88928631,91888508928
PLUG,"Plug Power, Inc.",3.84,0.06,1.59,110995041,82005933,5357065216
AAL,"American Airlines Group, Inc.",14.845,0.99,7.18,109756479,68021750,9818262528
RDW,Redwire Corporation,22.04,4.55,26.01,98572589,26613998,4384168960
INTC,Intel Corporation,123.52,3.68,3.07,95470291,119821728,620811517952
PTON,"Peloton Interactive, Inc.",5.77,0.06,1.05,85269976,13487641,2498363392
RGTI,"Rigetti Computing, Inc.",25.065,-1.35,-5.13,87885519,33295811,8331576320
F,Ford Motor Company,15.32,0.39,2.61,89972685,56842433,61045489664
ONDS,Ondas Inc,9.77,0.71,7.84,81198548,73482223,4870239232
SOFI,"SoFi Technologies, Inc.",15.98,0.36,2.3,79346617,65640003,20498204672
ACHR,Archer Aviation Inc.,6.51,0.15,2.36,73222913,33640210,4966250496
MU,"Micron Technology, Inc.",895.88,144.88,19.29,74058714,46357311,1010314379264
TE,T1 Energy Inc.,10.45,2.37,29.33,70636718,21434381,2918385920
BB,BlackBerry Limited,8.42,0.51,6.45,56971243,17295475,4934637056
QBTS,D-Wave Quantum Inc.,27.82,-1.58,-5.37,54202959,30270818,10305784832
PATH,"UiPath, Inc.",11.09,0.16,1.46,51202846,31919398,5771717120
NVTS,Navitas Semiconductor Corporati,31.79,2.54,8.68,49538107,29731625,7533931520
LUNR,"Intuitive Machines, Inc.",34.86,-3.4,-8.89,47333074,13770771,5593367552
ASTS,"AST SpaceMobile, Inc.",119.7,13.84,13.07,47173705,17258410,46458511360
JOBY,"Joby Aviation, Inc.",11.52,0.6,5.49,48448974,26320416,11331566592
BBAI,"BigBear.ai, Inc.",4.18,0.0,0.0,45220799,36319998,2002008576
TSLA,"Tesla, Inc.",433.59,7.58,1.78,44408993,61989068,1628444295168
KEEL,Keel Infrastructure Corp.,5.13,0.32,6.65,45725484,33378128,3097641216
POET,POET Technologies Inc.,13.35,-1.24,-8.5,45870323,35711316,2304148736
