symbol,shortName,price,changePct,volume
BRAI,Braiin Limited,12.49,74.2,8260585
TE,T1 Energy Inc.,10.45,29.33,70636718
RDW,Redwire Corporation,22.04,26.01,98572589
VICR,Vicor Corporation,332.95,24.24,1585381
FUTU,Futu Holdings Limited,107.7,19.99,17143812
MU,"Micron Technology, Inc.",895.88,19.29,74058714
FLY,Firefly Aerospace Inc.,58.81,18.81,14471073
POWI,"Power Integrations, Inc.",84.09,18.69,3585020
ACMR,"ACM Research, Inc.",86.46,17.87,3377661
JOYY,JOYY Inc.,64.09,17.77,781759
XNDU,Xanadu Quantum Technologies Lim,17.84,17.52,10413388
UMC,United Microelectronics Corpora,21.08,15.7,26719594
AEHR,Aehr Test Systems,109.92,15.68,2683745
OUST,"Ouster, Inc.",42.7,15.31,8512207
YSS,York Space Systems Inc.,33.18,14.3,3171432
