symbol,shortName,price,changePct,volume
POET,POET Technologies Inc.,20.57,43.15,117146094
ONDS,Ondas Inc,11.21,26.52,243177512
FRMI,Fermi Inc.,7.37,22.83,56463131
RDW,Redwire Corporation,13.99,22.08,63595271
PCT,"PureCycle Technologies, Inc.",12.39,21.47,15393242
KLAR,Klarna Group plc,16.47,20.31,27144614
CPA,"Copa Holdings, S.A.",135.51,17.92,1064301
SEDG,"SolarEdge Technologies, Inc.",50.24,17.47,5872690
ARX,Accelerant Holdings,14.61,16.6,3080688
ENPH,"Enphase Energy, Inc.",48.01,14.31,16337594
SNDR,"Schneider National, Inc.",33.21,13.85,2780226
KNX,Knight-Swift Transportation Hol,68.03,13.82,13708905
STUB,"StubHub Holdings, Inc.",8.55,13.7,18019369
CSCO,"Cisco Systems, Inc.",115.53,13.41,70247469
WOLF,"Wolfspeed, Inc.",69.96,11.76,18002438
