symbol,shortName,price,changePct,volume
DOCS,"Doximity, Inc.",18.01,-23.0,25428631
NIQ,NIQ Global Intelligence plc,8.2,-18.33,4922955
LWLG,"Lightwave Logic, Inc.",14.93,-18.03,16858625
RXO,"RXO, Inc.",17.51,-11.61,6604507
PBH,Prestige Consumer Healthcare In,45.93,-11.35,2327140
LGN,Legence Corp.,89.0,-11.0,3014130
BETA,"Beta Technologies, Inc.",16.61,-9.83,3274138
HYMC,Hycroft Mining Holding Corporat,39.36,-9.79,2594495
ALHC,"Alignment Healthcare, Inc.",16.56,-9.36,10232373
BILI,Bilibili Inc.,20.32,-9.04,5844669
PS,Pershing Square Inc.,42.61,-8.99,697962
AAOI,"Applied Optoelectronics, Inc.",203.57,-8.75,11971758
ATHM,Autohome Inc.,17.71,-7.76,828659
IE,Ivanhoe Electric Inc.,13.8,-7.63,1473714
HL,Hecla Mining Company,19.45,-7.6,14420947
